rank	score	gene_symbol	gene_identifier
1	0.9	CREBBP	ENSG00000005339
2	0.85	KMT2D	ENSG00000167548
3	0.8	PTPN11	ENSG00000179295
4	0.75	NOTCH2	ENSG00000134250
5	0.7	SALL1	ENSG00000103449
6	0.65	TBX1	ENSG00000184058
7	0.6	SMAD4	ENSG00000141646
8	0.55	TWIST1	ENSG00000122691
9	0.5	UPF3B	ENSG00000125351
10	0.45	CHD7	ENSG00000171316
11	0.4	CDC73	ENSG00000134371
12	0.35	GATA3	ENSG00000107485
13	0.3	NBN	ENSG00000104320
14	0.25	WDR19	ENSG00000157796
15	0.2	WDR35	ENSG00000118965
16	0.15	POU2F1	ENSG00000143190
17	0.1	DCC	ENSG00000187323
