rank	score	gene_symbol	gene_identifier
1	0.9	MECP2	ENSG00000169057
2	0.87	CDKL5	ENSG00000008086
3	0.85	FOXG1	ENSG00000176165
4	0.8	ARX	ENSG00000004848
5	0.76	SLC35A2	ENSG00000102100
6	0.7	STMN1	ENSG00000117632
7	0.68	TUBB2B	ENSG00000137285
8	0.65	TUBB3	ENSG00000258947
9	0.6	NEUROD1	ENSG00000162992
10	0.58	SPTAN1	ENSG00000197694
11	0.55	ACTA1	ENSG00000143632
12	0.52	SERPINI1	ENSG00000163536
13	0.5	ACTB	ENSG00000075624
14	0.48	TP63	ENSG00000073282
15	0.45	MEF2C	ENSG00000081189
16	0.4	ATP1A2	ENSG00000018625
17	0.38	GRIN1	ENSG00000176884
18	0.35	ABCD1	ENSG00000101986
19	0.3	CTNNB1	ENSG00000168036
20	0.28	PCNT	ENSG00000160299
