rank	score	gene_symbol	gene_identifier
1	0.95	PLP1	ENSG00000123560
2	0.92	MECP2	ENSG00000169057
3	0.89	ATP7A	ENSG00000165240
4	0.87	GJC2	ENSG00000198835
5	0.86	ARX	ENSG00000004848
6	0.84	TUBB4A	ENSG00000104833
7	0.82	POLR3A	ENSG00000148606
8	0.81	EIF2B1	ENSG00000111361
9	0.79	BCS1L	ENSG00000074582
10	0.78	TREX1	ENSG00000213689
11	0.76	PLP2	ENSG00000102007
12	0.75	CDKL5	ENSG00000008086
13	0.73	CNTNAP1	ENSG00000108797
14	0.72	PAFAH1B1	ENSG00000007168
15	0.71	NDUFS4	ENSG00000164258
16	0.7	UBE3A	ENSG00000114062
17	0.68	FOXG1	ENSG00000176165
18	0.67	TUBB2B	ENSG00000137285
19	0.65	CDK5RAP2	ENSG00000136861
20	0.64	SLC25A22	ENSG00000177542
