rank	score	gene_symbol	gene_identifier
1	0.9	ARX	ENSG00000004848
2	0.85	MECP2	ENSG00000169057
3	0.8	FOXP1	ENSG00000114861
4	0.75	NRXN1	ENSG00000179915
5	0.7	SYNGAP1	ENSG00000197283
6	0.65	CDKL5	ENSG00000008086
7	0.6	TBR1	ENSG00000136535
8	0.55	SHANK3	ENSG00000251322
9	0.5	PTEN	ENSG00000171862
10	0.45	ADNP	ENSG00000101126
11	0.4	KMT2D	ENSG00000167548
12	0.35	STXBP1	ENSG00000136854
13	0.3	SATB2	ENSG00000119042
14	0.25	CHD8	ENSG00000100888
15	0.2	ANKRD11	ENSG00000167522
16	0.15	KPNA7	ENSG00000185467
17	0.1	MED13L	ENSG00000123066
