rank	score	gene_symbol	gene_identifier
1	0.9	POLG	ENSG00000140521
2	0.85	SLC19A3	ENSG00000135917
3	0.8	SDHA	ENSG00000073578
4	0.75	SUCLG1	ENSG00000163541
5	0.7	MFN2	ENSG00000116688
6	0.65	MFN1	ENSG00000171109
7	0.6	ATP6V0A2	ENSG00000185344
8	0.55	ATP6V1E1	ENSG00000131100
9	0.5	NDUFAF1	ENSG00000137806
10	0.45	NDUFS7	ENSG00000115286
11	0.4	OPA1	ENSG00000198836
12	0.35	NDUFAF2	ENSG00000164182
13	0.3	NDUFAF3	ENSG00000178057
14	0.25	NDUFA9	ENSG00000139180
15	0.2	SFXN1	ENSG00000164466
16	0.15	BOLA3	ENSG00000163170
17	0.1	ACAT1	ENSG00000075239
18	0.05	COX15	ENSG00000014919
