rank	score	disease_name	disease_identifier
1	0.9	Epileptic encephalopathy, Lennox-Gastaut type	OMIM:238500
2	0.85	Mental retardation, autosomal dominant 7	OMIM:614104
3	0.8	Angelman syndrome	OMIM:105830
4	0.75	Rett syndrome	OMIM:312750
5	0.7	West syndrome	OMIM:308350
6	0.65	Intellectual developmental disorder with epilepsy	OMIM:614558
7	0.6	Infantile spasms	OMIM:308350
8	0.55	Generalized epilepsy with febrile seizures plus, type 2	OMIM:604403
9	0.5	Generalized epilepsy with febrile seizures plus, type 1	OMIM:604233
10	0.45	Intellectual developmental disorder, X-linked	OMIM:300486
