rank	score	gene_symbol	gene_identifier
1	0.9	POLG	ENSG00000140521
2	0.88	SURF1	ENSG00000148290
3	0.86	TK2	ENSG00000166548
4	0.85	RYR1	ENSG00000196218
5	0.83	MT-ATP6	ENSG00000198899
6	0.82	NDUFS4	ENSG00000164258
7	0.8	SDHA	ENSG00000073578
8	0.79	COX10	ENSG00000006695
9	0.77	PDSS2	ENSG00000164494
10	0.75	DGUOK	ENSG00000114956
11	0.73	FBXL4	ENSG00000112234
12	0.72	TYMP	ENSG00000025708
13	0.71	SCO2	ENSG00000284194
14	0.7	TWNK	ENSG00000107815
15	0.69	SUCLA2	ENSG00000136143
16	0.68	MFN2	ENSG00000116688
17	0.66	OPA1	ENSG00000198836
18	0.65	RRM2B	ENSG00000048392
19	0.63	NDUFAF5	ENSG00000101247
20	0.62	TMEM70	ENSG00000175606
