rank	score	disease_name	disease_identifier
1	0.9	Friedreich ataxia	OMIM:229300
2	0.85	Ataxia-telangiectasia	OMIM:208900
3	0.8	Spinocerebellar ataxia type 1	OMIM:164400
4	0.75	Amyotrophic lateral sclerosis 1	OMIM:105400
5	0.7	Spinocerebellar ataxia type 2	OMIM:183090
6	0.65	Congenital disorder of glycosylation, type Ia	OMIM:212065
7	0.6	Autosomal recessive spastic ataxia with leukoencephalopathy	OMIM:270550
8	0.55	Spastic paraplegia 7	OMIM:607259
9	0.5	Ataxia with oculomotor apraxia type 2	OMIM:606002
10	0.45	X-linked distal hereditary motor neuronopathy	OMIM:302800
