rank	score	disease_name	disease_identifier
1	0.9	Medium-chain Acyl-Coenzyme A Dehydrogenase Deficiency	OMIM:201450
2	0.85	Carnitine Palmitoyltransferase II Deficiency, Lethal Neonatal	OMIM:608836
3	0.8	Glutaric Acidemia I	OMIM:231670
4	0.75	Methylmalonic Acidemia	OMIM:251000
5	0.7	Isovaleric Acidemia	OMIM:243500
6	0.65	Propionic Acidemia	OMIM:606054
7	0.6	Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency	OMIM:609016
8	0.55	Pyruvate Carboxylase Deficiency	OMIM:266150
9	0.5	Maple Syrup Urine Disease	OMIM:248600
10	0.45	Mitochondrial Complex I Deficiency	OMIM:252010
