rank	score	disease_name	disease_identifier
1	0.9	Marinesco-Sjogren syndrome	OMIM:248800
2	0.8	Cockayne syndrome B	OMIM:133540
3	0.7	Gillespie syndrome	OMIM:206700
4	0.6	Spinocerebellar ataxia, autosomal recessive 11	OMIM:614229
5	0.5	Autosomal recessive cerebellar ataxia due to STUB1 deficiency	OMIM:615705
6	0.4	Perrault syndrome 1	OMIM:233400
7	0.3	Refsum disease	OMIM:266500
8	0.2	Congenital hypothyroidism	OMIM:218700
9	0.1	Wolfram syndrome 1	OMIM:222300
10	0.05	Bardet-Biedl syndrome	OMIM:209900
