rank	score	disease_name	disease_identifier
1	0.95	Marfan syndrome	OMIM:154700
2	0.92	Loeys-Dietz syndrome 1	OMIM:609192
2	0.92	Loeys-Dietz syndrome 2	OMIM:610168
4	0.85	Ehlers-Danlos syndrome, vascular type	OMIM:130050
5	0.8	Aneurysm-osteoarthritis syndrome	OMIM:613795
6	0.75	MASS phenotype	OMIM:604308
7	0.7	Familial thoracic aortic aneurysm and aortic dissection	OMIM:607086
8	0.65	Arterial tortuosity syndrome	OMIM:208050
9	0.6	Familial mitral valve prolapse	OMIM:157700
10	0.55	Cutis Laxa, autosomal dominant	OMIM:123700
