rank	score	disease_name	disease_identifier
1	0.9	Cornelia de Lange syndrome 1	OMIM:122470
2	0.85	Cornelia de Lange syndrome 3	OMIM:610759
3	0.8	Smith-Lemli-Opitz syndrome	OMIM:270400
4	0.75	Noonan syndrome 1	OMIM:163950
5	0.7	Pallister-Killian mosaic syndrome	OMIM:601803
6	0.65	Williams syndrome	OMIM:194050
7	0.6	Wolf-Hirschhorn syndrome	OMIM:194190
8	0.55	Frank-ter Haar syndrome	OMIM:249420
9	0.5	Baraitser-Winter syndrome 1	OMIM:243310
10	0.45	Cerebrocostomandibular syndrome	OMIM:117650
11	0.4	Floating-Harbor syndrome	OMIM:136140
12	0.35	Beckwith-Wiedemann syndrome	OMIM:130650
13	0.3	Branchio-oculo-facial syndrome	OMIM:113620
14	0.25	Coffin-Siris syndrome	OMIM:135900
15	0.2	Rubinstein-Taybi syndrome 1	OMIM:180849
