rank	score	disease_name	disease_identifier
1	0.95	Albinism, oculocutaneous, type IA	OMIM:203100
2	0.92	Albinism, oculocutaneous, type IB	OMIM:606952
3	0.9	Hermansky-Pudlak syndrome 1	OMIM:203300
4	0.88	Albinism, oculocutaneous, type II	OMIM:203200
5	0.85	Chediak-Higashi syndrome	OMIM:214500
6	0.82	Oculocutaneous albinism type 4	OMIM:606574
7	0.8	Oculocutaneous albinism type 3	OMIM:203290
8	0.78	Albinism, oculocutaneous, type IV	OMIM:606574
9	0.75	Waardenburg syndrome, type 2A	OMIM:193510
10	0.73	Griscelli syndrome type 2	OMIM:607624
