rank	score	disease_name	disease_identifier
1	0.87	Bartter syndrome, type 1, antenatal	OMIM:601678
2	0.85	Cleft lip/palate with abnormal thumbs and microcephaly	OMIM:600975
3	0.84	Bartter syndrome, type 2, antenatal	OMIM:241200
4	0.82	Bartter syndrome, type 4a, neonatal, with sensorineural deafness	OMIM:602522
5	0.81	Congenital disorder of glycosylation, type Ii	OMIM:212066
6	0.8	CHARGE syndrome	OMIM:214800
7	0.75	Hypoparathyroidism retardation dysmorphism syndrome	OMIM:241410
8	0.73	Walker-Warburg syndrome	OMIM:236670
9	0.71	Short-rib thoracic dysplasia 4 with or without polydactyly	OMIM:613819
10	0.7	Megaloblastic anemia, Thiamine-responsive, with mental retardation	OMIM:249270
