rank	score	disease_name	disease_identifier
1	0.9	Hallervorden-Spatz Disease	OMIM:234200
2	0.85	Cerebral Palsy, Spastic Quadriplegic, 1	OMIM:603513
3	0.84	Pantothenate Kinase-Associated Neurodegeneration	OMIM:234200
4	0.8	Familial Dyskinesia and Facial Myokymia	OMIM:606703
5	0.76	Parkinson Disease, Late-Onset	OMIM:168600
6	0.73	Ataxia-Telangiectasia	OMIM:208900
7	0.71	Huntington Disease	OMIM:143100
8	0.7	Spastic Paraplegia 7, Autosomal Recessive	OMIM:607259
9	0.67	Spastic Paraplegia 2, X-Linked	OMIM:312920
10	0.65	Mental Retardation, Autosomal Recessive 13	OMIM:613192
