rank	score	disease_name	disease_identifier
1	0.9	Achondrogenesis, type II	OMIM:200610
2	0.8	Spondyloepiphyseal dysplasia congenita	OMIM:183900
3	0.7	Metatropic dysplasia	OMIM:156530
4	0.6	Spondylometaphyseal dysplasia, Kozlowski type	OMIM:184252
5	0.5	Multiple epiphyseal dysplasia, autosomal dominant	OMIM:132400
6	0.4	Cleidocranial dysplasia	OMIM:119600
7	0.3	Osteogenesis imperfecta, type III	OMIM:259420
8	0.2	Campomelic dysplasia	OMIM:114290
9	0.1	Diastrophic dysplasia	OMIM:222600
10	0.05	Metaphyseal dysplasia with maxillary hypoplasia and brachydactyly	OMIM:157550
