rank	score	disease_name	disease_identifier
1	0.85	Marden-Walker Syndrome	OMIM:248700
2	0.82	Escobar Syndrome	OMIM:265000
3	0.8	Beals Syndrome	OMIM:121050
4	0.78	Shprintzen-Goldberg Syndrome	OMIM:182212
4	0.78	Ehlers-Danlos Syndrome, Classic Type	OMIM:130000
6	0.77	Marfan Syndrome	OMIM:154700
7	0.75	Stickler Syndrome, Type I	OMIM:108300
7	0.75	Loeys-Dietz Syndrome 1	OMIM:609192
9	0.73	Freeman-Sheldon Syndrome	OMIM:193700
9	0.73	Noonan Syndrome 1	OMIM:163950
11	0.71	Coffin-Lowry Syndrome	OMIM:303600
11	0.71	Rubinstein-Taybi Syndrome 1	OMIM:180849
13	0.69	Cornelia de Lange Syndrome 1	OMIM:122470
14	0.68	Williams Syndrome	OMIM:194050
15	0.65	Van der Woude Syndrome	OMIM:119300
