rank	score	disease_name	disease_identifier
1	0.9	Hereditary spastic paraplegia	OMIM:303350
2	0.85	Cerebral palsy, spastic quadriplegic	OMIM:603513
3	0.8	Amyotrophic lateral sclerosis	OMIM:105400
4	0.78	Spastic paraplegia 4, autosomal dominant	OMIM:182601
5	0.75	Dopa-responsive dystonia	OMIM:128230
6	0.73	Primary lateral sclerosis	OMIM:611637
7	0.7	Multiple sclerosis	OMIM:126200
8	0.68	Adrenoleukodystrophy	OMIM:300100
9	0.65	Spastic paraplegia 11, autosomal recessive	OMIM:604360
10	0.63	Spastic paraplegia 7, autosomal recessive	OMIM:607259
11	0.6	Charcot-Marie-Tooth disease, type 2	OMIM:609260
12	0.58	Leukodystrophy, metachromatic	OMIM:250100
13	0.55	Spastic paraplegia 3, autosomal dominant	OMIM:182600
14	0.53	Pelizaeus-Merzbacher disease	OMIM:312080
15	0.5	Rett syndrome	OMIM:312750
