rank	score	disease_name	disease_identifier
1	0.85	MYELODYSPLASTIC SYNDROME	OMIM:614286
2	0.8	IMMUNODEFICIENCY, COMMON VARIABLE, 2	OMIM:240500
2	0.8	GLANZMANN THROMBASTHENIA	OMIM:273800
4	0.77	SEVERE CONGENITAL NEUTROPENIA	OMIM:202700
5	0.75	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 1	OMIM:308230
5	0.75	ATTENTION DEFICIT-HYPERACTIVITY DISORDER	OMIM:143465
7	0.7	ATAXIA-TELANGIECTASIA	OMIM:208900
7	0.7	WISKOTT-ALDRICH SYNDROME	OMIM:301000
9	0.68	EPIDERMODYSPLASIA VERRUCIFORMIS	OMIM:226400
10	0.65	LEUKOCYTE ADHESION DEFICIENCY, TYPE I	OMIM:116920
10	0.65	X-LINKED AGAMMAGLOBULINEMIA	OMIM:300755
12	0.6	FAMILIAL MEDITERRANEAN FEVER	OMIM:249100
12	0.6	CHEDIAK-HIGASHI SYNDROME	OMIM:214500
14	0.58	CYCLIC NEUTROPENIA	OMIM:162800
15	0.55	SHWACHMAN-DIAMOND SYNDROME	OMIM:260400
