rank	score	disease_name	disease_identifier
1	0.9	Nemaline myopathy 2, autosomal recessive	OMIM:256030
2	0.85	Nemaline myopathy 3, autosomal dominant	OMIM:161800
2	0.85	Nemaline myopathy 4, autosomal dominant or recessive	OMIM:609285
2	0.85	Nemaline myopathy 5, Amish type	OMIM:605355
2	0.85	Nemaline myopathy 6, autosomal dominant	OMIM:609273
2	0.85	Nemaline myopathy 7, autosomal recessive	OMIM:610687
2	0.85	Nemaline myopathy 8, autosomal dominant	OMIM:615348
2	0.85	Nemaline myopathy 9, autosomal recessive	OMIM:615731
2	0.85	Nemaline myopathy 10, autosomal recessive	OMIM:616165
10	0.8	Bethlem myopathy 1	OMIM:158810
10	0.8	Bethlem myopathy 2	OMIM:616471
10	0.8	Ullrich congenital muscular dystrophy 1	OMIM:254090
13	0.75	Myopathy, congenital, with fiber-type disproportion	OMIM:255310
14	0.7	Joint contractures, congenital, with normal muscle biopsy	OMIM:605185
14	0.7	Minicore myopathy with external ophthalmoplegia	OMIM:255320
