rank	score	gene_symbol	gene_identifier
1	0.94	SHANK3	ENSG00000251322
2	0.92	DYRK1A	ENSG00000157540
3	0.88	DOCK7	ENSG00000116641
4	0.85	CDC42BPB	ENSG00000198752
5	0.82	SETBP1	ENSG00000152217
6	0.8	TRAF7	ENSG00000131653
7	0.77	SAMD9L	ENSG00000177409
8	0.75	STAG2	ENSG00000101972
9	0.73	CUL3	ENSG00000036257
10	0.7	DNMT3A	ENSG00000119772
11	0.68	GATA2	ENSG00000179348
12	0.65	WDR45	ENSG00000196998
13	0.62	TNFRSF13B	ENSG00000240505
14	0.6	ARID1B	ENSG00000049618
15	0.58	NRP1	ENSG00000099250
16	0.55	KMT2D	ENSG00000167548
17	0.53	ULK4	ENSG00000168038
18	0.5	TMTC1	ENSG00000133687
19	0.47	USP7	ENSG00000187555
20	0.45	ERCC5	ENSG00000134899
