rank	score	gene_symbol	gene_identifier
1	0.96	LEPR	ENSG00000116678
2	0.94	MC4R	ENSG00000166603
3	0.92	POMC	ENSG00000115138
4	0.89	AGRP	ENSG00000159723
5	0.87	LEP	ENSG00000174697
6	0.84	FTO	ENSG00000140718
7	0.81	INS	ENSG00000254647
8	0.79	PPARG	ENSG00000132170
9	0.77	TNFRSF11B	ENSG00000164761
10	0.74	SLC26A2	ENSG00000155850
11	0.71	THRA	ENSG00000126351
12	0.68	IL6	ENSG00000136244
13	0.66	COL1A1	ENSG00000108821
14	0.63	TERT	ENSG00000164362
15	0.61	NR3C1	ENSG00000113580
16	0.58	FOXE1	ENSG00000178919
17	0.55	SPP1	ENSG00000118785
