rank	score	gene_symbol	gene_identifier
1	0.95	PTEN	ENSG00000171862
2	0.91	CREBBP	ENSG00000005339
3	0.88	KDM6A	ENSG00000147050
4	0.85	SETBP1	ENSG00000152217
5	0.83	KCNQ2	ENSG00000075043
6	0.81	AR	ENSG00000169083
7	0.79	MECP2	ENSG00000169057
8	0.78	ZEB2	ENSG00000169554
9	0.76	NRAS	ENSG00000213281
10	0.73	DSC2	ENSG00000134755
11	0.72	LPCAT1	ENSG00000153395
12	0.71	CIT	ENSG00000122966
13	0.7	PTPN11	ENSG00000179295
14	0.69	NTRK2	ENSG00000148053
15	0.68	ADNP	ENSG00000101126
16	0.67	MED13L	ENSG00000123066
17	0.66	POGZ	ENSG00000143442
18	0.65	TTC37	ENSG00000198677
19	0.64	KDM5C	ENSG00000126012
20	0.63	KMT2D	ENSG00000167548
