rank	score	gene_symbol	gene_identifier
1	0.9	TWIST1	ENSG00000122691
2	0.85	PDGFRB	ENSG00000113721
3	0.8	SHH	ENSG00000164690
4	0.75	PAX6	ENSG00000007372
5	0.7	SMAD2	ENSG00000175387
6	0.65	ACTB	ENSG00000075624
7	0.6	MMP9	ENSG00000100985
8	0.55	ATP7B	ENSG00000123191
9	0.5	COL2A1	ENSG00000139219
10	0.45	GNAS	ENSG00000087460
11	0.4	RET	ENSG00000165731
12	0.35	PTCH1	ENSG00000185920
13	0.3	FGFR3	ENSG00000068078
14	0.25	FGF3	ENSG00000186895
15	0.2	SHOX	ENSG00000185960
16	0.15	GABRB3	ENSG00000166206
17	0.1	CHD7	ENSG00000171316
18	0.05	FBN1	ENSG00000166147
