rank	score	gene_symbol	gene_identifier
1	0.93	ABCB4	ENSG00000005471
2	0.91	JAG1	ENSG00000101384
3	0.89	ALG6	ENSG00000088035
4	0.86	ATP8B1	ENSG00000081923
5	0.85	NOTCH1	ENSG00000148400
6	0.84	FOXL2	ENSG00000183770
7	0.82	GLI3	ENSG00000106571
8	0.81	BTD	ENSG00000169814
9	0.79	HOXA1	ENSG00000105991
10	0.78	CDKL5	ENSG00000008086
11	0.77	FBN1	ENSG00000166147
12	0.76	BCS1L	ENSG00000074582
13	0.75	SCNN1A	ENSG00000111319
14	0.74	SCNN1B	ENSG00000168447
15	0.72	DIAPH1	ENSG00000131504
16	0.71	CYP7B1	ENSG00000172817
17	0.69	MESP2	ENSG00000188095
18	0.68	PTCH1	ENSG00000185920
19	0.67	SOX9	ENSG00000125398
20	0.65	NPC1	ENSG00000141458
