rank	score	gene_symbol	gene_identifier
1	0.95	SHOX	ENSG00000185960
2	0.92	FLNB	ENSG00000136068
3	0.91	PTEN	ENSG00000171862
4	0.89	CUL4B	ENSG00000158290
5	0.88	KMT2A	ENSG00000118058
5	0.88	SRCAP	ENSG00000080603
7	0.87	DYRK1A	ENSG00000157540
8	0.86	NRXN1	ENSG00000179915
9	0.85	MED12	ENSG00000184634
9	0.85	BRCA2	ENSG00000139618
11	0.84	NSD1	ENSG00000165671
11	0.84	PTPRD	ENSG00000153707
13	0.83	SETBP1	ENSG00000152217
14	0.82	STUB1	ENSG00000103266
14	0.82	EP300	ENSG00000100393
16	0.81	RAI1	ENSG00000108557
17	0.8	KAT6B	ENSG00000156650
