rank	score	gene_symbol	gene_identifier
1	0.98	FGFR2	ENSG00000066468
2	0.96	PTPN11	ENSG00000179295
3	0.95	HOXA13	ENSG00000106031
4	0.92	FOXG1	ENSG00000176165
5	0.88	DSPP	ENSG00000152591
6	0.86	GATA3	ENSG00000107485
7	0.84	COL9A3	ENSG00000092758
8	0.82	SLC9A6	ENSG00000198689
9	0.78	HOXB13	ENSG00000159184
10	0.74	TP63	ENSG00000073282
11	0.72	KMT2A	ENSG00000118058
12	0.68	MECP2	ENSG00000169057
13	0.64	ENG	ENSG00000106991
14	0.62	MEFV	ENSG00000103313
15	0.58	TSC1	ENSG00000165699
16	0.54	NOD2	ENSG00000167207
17	0.52	FGF3	ENSG00000186895
18	0.48	PMS2	ENSG00000122512
19	0.46	NCOA2	ENSG00000140396
20	0.42	PRDM16	ENSG00000142611
21	0.38	CREBBP	ENSG00000005339
22	0.34	ADNP	ENSG00000101126
23	0.32	PAX6	ENSG00000007372
24	0.28	FLT1	ENSG00000102755
25	0.24	SOX11	ENSG00000176887
26	0.22	DISC1	ENSG00000162946
27	0.18	SMARCB1	ENSG00000099956
28	0.14	ZEB2	ENSG00000169554
29	0.12	MET	ENSG00000105976
30	0.1	CDKN1C	ENSG00000129757
31	0.08	SEC23B	ENSG00000101310
32	0.06	SMC1A	ENSG00000072501
33	0.04	UBE3A	ENSG00000114062
34	0.02	DNMT3A	ENSG00000119772
