rank	score	gene_symbol	gene_identifier
1	0.95	FBN1	ENSG00000166147
2	0.89	TGFBR2	ENSG00000163513
3	0.87	COL5A1	ENSG00000130635
4	0.86	TGFBR1	ENSG00000106799
5	0.84	COL3A1	ENSG00000168542
6	0.82	SMAD3	ENSG00000166949
7	0.79	MYH11	ENSG00000133392
8	0.76	COL1A2	ENSG00000164692
9	0.73	SKI	ENSG00000157933
10	0.71	CBS	ENSG00000160200
11	0.68	ADAMTS10	ENSG00000142303
12	0.65	TGFBR3	ENSG00000069702
13	0.62	FBN2	ENSG00000138829
14	0.59	SMC3	ENSG00000108055
15	0.56	LTBP4	ENSG00000090006
16	0.53	FURIN	ENSG00000140564
17	0.51	LTBP3	ENSG00000168056
18	0.48	LTBP2	ENSG00000119681
19	0.45	CDC37	ENSG00000105401
20	0.42	VLN	
