rank	score	gene_symbol	gene_identifier
1	0.94	TWIST1	ENSG00000122691
2	0.92	FGFR2	ENSG00000066468
3	0.91	FGFR3	ENSG00000068078
4	0.9	ZBTB20	ENSG00000181722
5	0.89	EIF2AK3	ENSG00000172071
6	0.88	FOXL2	ENSG00000183770
7	0.87	SHOX	ENSG00000185960
8	0.86	KRT74	ENSG00000170484
9	0.85	MSX1	ENSG00000163132
10	0.84	SMPD1	ENSG00000166311
11	0.83	SEC23A	ENSG00000100934
12	0.82	KRT85	ENSG00000135443
13	0.81	LTBP3	ENSG00000168056
14	0.8	KRT83	ENSG00000170523
15	0.79	PAX6	ENSG00000007372
16	0.78	TRIM37	ENSG00000108395
17	0.77	CDON	ENSG00000064309
18	0.76	POU3F4	ENSG00000196767
19	0.75	ERCC6	ENSG00000225830
20	0.74	USP9X	ENSG00000124486
21	0.73	HOXD13	ENSG00000128714
22	0.72	XPC	ENSG00000154767
23	0.71	PORCN	ENSG00000102312
24	0.7	TRPV3	ENSG00000167723
25	0.69	MLLT3	ENSG00000171843
26	0.68	MTHFR	ENSG00000177000
