rank	score	gene_symbol	gene_identifier
1	0.9	CDKL5	ENSG00000008086
2	0.85	MECP2	ENSG00000169057
3	0.8	ANKRD11	ENSG00000167522
3	0.8	KANSL1	ENSG00000120071
5	0.75	SHANK3	ENSG00000251322
6	0.7	FOXP1	ENSG00000114861
7	0.65	SCN1A	ENSG00000144285
8	0.6	TBL1XR1	ENSG00000177565
9	0.55	SYNGAP1	ENSG00000197283
10	0.5	GRIN2B	ENSG00000273079
11	0.45	DYRK1A	ENSG00000157540
12	0.4	TRAPPC9	ENSG00000167632
13	0.35	STXBP1	ENSG00000136854
14	0.3	WDR45	ENSG00000196998
15	0.25	ARID1B	ENSG00000049618
16	0.2	CACNA1A	ENSG00000141837
17	0.15	GRIN2A	ENSG00000183454
18	0.1	UBE3A	ENSG00000114062
19	0.05	NRXN1	ENSG00000179915
20	0.0	CHD8	ENSG00000100888
