rank	score	disease_name	disease_identifier
1	0.92	Spinocerebellar ataxia type 13	OMIM:605408
2	0.91	Spinocerebellar ataxia type 12	OMIM:604326
3	0.9	Spinocerebellar ataxia type 14	OMIM:605361
4	0.89	Friedreich ataxia	OMIM:229300
5	0.88	Spinocerebellar ataxia type 3	OMIM:109150
6	0.86	Spinocerebellar ataxia type 2	OMIM:183090
7	0.85	Spinocerebellar ataxia type 27	OMIM:609307
8	0.83	Spinocerebellar ataxia type 15	OMIM:606658
9	0.82	Spinocerebellar ataxia type 28	OMIM:610246
10	0.81	Spinocerebellar ataxia type 10	OMIM:603516
