rank	score	disease_name	disease_identifier
1	0.9	Long QT syndrome	OMIM:192500
2	0.85	Brugada syndrome	OMIM:601144
3	0.8	Catecholaminergic polymorphic ventricular tachycardia	OMIM:604772
4	0.75	Short QT syndrome	OMIM:609620
5	0.7	Arrhythmogenic right ventricular cardiomyopathy	OMIM:604400
6	0.65	Brugada-like syndrome	OMIM:601144
7	0.6	Early repolarization syndrome	OMIM:612956
8	0.55	Familial dilated cardiomyopathy	OMIM:604145
9	0.5	Ventricular tachycardia	OMIM:192650
10	0.45	Jervell and Lange-Nielsen syndrome	OMIM:220400
