rank	score	disease_name	disease_identifier
1	0.88	Hyperphosphatasia with mental retardation syndrome 2	OMIM:614749
2	0.86	Heterotopic ossification, familial, not Dowling-Meara type	OMIM:136350
3	0.84	Langer-Giedion syndrome	OMIM:150230
4	0.82	Camptodactyly-Ichthyosis syndrome	OMIM:114200
5	0.8	Pycnodysostosis	OMIM:265800
6	0.78	Multiple epiphyseal dysplasia, Beighton type	OMIM:143880
7	0.76	Isolated congenital onychodysplasia	OMIM:617137
8	0.74	Familial expansile osteolysis	OMIM:174810
9	0.72	Ossification of the posterior longitudinal ligament of the spine	OMIM:602475
10	0.7	Neuropathy, hereditary sensory and autonomic, type I	OMIM:162400
