rank	score	gene_symbol	gene_identifier
1	0.048	PDS5B	ENSG00000083642
2	0.0366	ALX1	ENSG00000180318
3	0.0296	CDK10	ENSG00000185324
4	0.0283	EDNRA	ENSG00000151617
5	0.0269	FREM1	ENSG00000164946
6	0.021	KRAS	ENSG00000133703
7	0.0194	CDON	ENSG00000064309
8	0.0189	COL11A2	ENSG00000204248
9	0.0183	PTPN11	ENSG00000179295
10	0.0175	TCOF1	ENSG00000070814
11	0.0171	MMP2	ENSG00000087245
12	0.017	ADAMTS2	ENSG00000087116
13	0.0159	HRAS	ENSG00000174775
14	0.0149	LTBP3	ENSG00000168056
14	0.0149	ZIC3	ENSG00000156925
16	0.0145	EDN1	ENSG00000078401
17	0.0136	BMP5	ENSG00000112175
17	0.0136	CENPJ	ENSG00000151849
19	0.0133	ASXL2	ENSG00000143970
20	0.0131	MSX1	ENSG00000163132
21	0.0128	PRRX1	ENSG00000116132
22	0.0127	CDO1	ENSG00000129596
23	0.0123	ANKRD11	ENSG00000167522
24	0.0121	PGM2L1	ENSG00000165434
25	0.0114	PQBP1	ENSG00000102103
26	0.0112	ASXL3	ENSG00000141431
27	0.0111	MGAT2	ENSG00000168282
28	0.0109	FGFR1	ENSG00000077782
28	0.0109	TBX1	ENSG00000184058
30	0.0108	RREB1	ENSG00000124782
31	0.0106	ATP6V0A2	ENSG00000185344
32	0.0105	TBL1XR1	ENSG00000177565
32	0.0105	SPRED2	ENSG00000198369
34	0.0103	LRP6	ENSG00000070018
35	0.0102	FGFR3	ENSG00000068078
36	0.01	OTUD5	ENSG00000068308
37	0.0098	MAPK8IP3	ENSG00000138834
38	0.0097	FOXH1	ENSG00000160973
39	0.0094	DISP1	ENSG00000154309
40	0.0093	LIMK2	ENSG00000182541
41	0.0092	DPYD	ENSG00000188641
41	0.0092	TWSG1	ENSG00000128791
41	0.0092	SLC25A24	ENSG00000085491
44	0.0089	ADNP	ENSG00000101126
45	0.0087	ASXL1	ENSG00000171456
45	0.0087	HNRNPK	ENSG00000165119
47	0.0086	PPP1R21	ENSG00000162869
48	0.0085	FGFR2	ENSG00000066468
49	0.0082	HIC1	ENSG00000177374
