rank	score	gene_symbol	gene_identifier
1	0.02	ITGB2	ENSG00000160255
2	0.0105	SMARCD2	ENSG00000108604
3	0.0094	RAC2	ENSG00000128340
4	0.0076	IL6ST	ENSG00000134352
5	0.0069	CLPB	ENSG00000162129
6	0.0053	C1QC	ENSG00000159189
7	0.0049	MYD88	ENSG00000172936
8	0.0043	RBCK1	ENSG00000125826
9	0.0031	G6PC3	ENSG00000141349
10	0.0022	MEFV	ENSG00000103313
11	0.002	STING1	ENSG00000184584
12	0.0019	SLC35C1	ENSG00000181830
13	0.0018	IL1RN	ENSG00000136689
13	0.0018	NAGLU	ENSG00000108784
15	0.0017	FN1	ENSG00000115414
16	0.0016	LAMC2	ENSG00000058085
16	0.0016	E2F4	ENSG00000205250
16	0.0016	PIK3CD	ENSG00000171608
16	0.0016	TOM1L2	ENSG00000175662
16	0.0016	TP63	ENSG00000073282
16	0.0016	PTCH2	ENSG00000117425
22	0.0015	NFKBIA	ENSG00000100906
23	0.0014	IRF8	ENSG00000140968
23	0.0014	AHR	ENSG00000106546
23	0.0014	IL36RN	ENSG00000136695
23	0.0014	TBK1	ENSG00000183735
23	0.0014	TICAM1	ENSG00000127666
23	0.0014	TLR3	ENSG00000164342
23	0.0014	TRAF3	ENSG00000131323
23	0.0014	UNC93B1	ENSG00000110057
23	0.0014	SCD	ENSG00000099194
32	0.0013	OTULIN	ENSG00000154124
32	0.0013	ERRFI1	ENSG00000116285
32	0.0013	ZNFX1	ENSG00000124201
32	0.0013	RBL1	ENSG00000080839
32	0.0013	RELB	ENSG00000104856
32	0.0013	RBM38	ENSG00000132819
32	0.0013	PSTPIP2	ENSG00000152229
39	0.0012	CAD	ENSG00000084774
39	0.0012	CTLA4	ENSG00000163599
39	0.0012	HLA-DPA1	ENSG00000231389
39	0.0012	HLA-DPB1	ENSG00000223865
39	0.0012	PRTN3	ENSG00000196415
39	0.0012	PTPN22	ENSG00000134242
39	0.0012	MPZL3	ENSG00000160588
39	0.0012	IKBKG	ENSG00000073009
39	0.0012	CLIC4	ENSG00000169504
39	0.0012	NEIL1	ENSG00000140398
39	0.0012	PLCB3	ENSG00000149782
39	0.0012	NFKBIZ	ENSG00000144802
39	0.0012	COL5A2	ENSG00000204262
39	0.0012	PTPN6	ENSG00000111679
53	0.0011	STAT3	ENSG00000168610
53	0.0011	CSF3R	ENSG00000119535
53	0.0011	FADS2	ENSG00000134824
53	0.0011	COL17A1	ENSG00000065618
53	0.0011	PGM3	ENSG00000013375
53	0.0011	ATRX	ENSG00000085224
53	0.0011	BRAF	ENSG00000157764
53	0.0011	CDH23	ENSG00000107736
53	0.0011	NR3C1	ENSG00000113580
53	0.0011	TP53	ENSG00000141510
