rank	score	gene_symbol	gene_identifier
1	0.0307	SIX1	ENSG00000126778
2	0.0152	FOXC2	ENSG00000176692
3	0.0142	PRICKLE1	ENSG00000139174
4	0.0127	EDARADD	ENSG00000186197
5	0.012	HESX1	ENSG00000163666
6	0.0119	HR	ENSG00000168453
7	0.0105	COL2A1	ENSG00000139219
8	0.0104	NRTN	ENSG00000171119
9	0.0101	SLC39A13	ENSG00000165915
10	0.0096	L1CAM	ENSG00000198910
11	0.0094	INHBA	ENSG00000122641
12	0.0093	AWAT2	ENSG00000147160
13	0.0089	DST	ENSG00000151914
14	0.0085	TWIST2	ENSG00000233608
15	0.008	SCD	ENSG00000099194
16	0.0079	AP3B1	ENSG00000132842
17	0.0078	BMP7	ENSG00000101144
18	0.0077	CDKN1C	ENSG00000129757
19	0.0071	LMNB1	ENSG00000113368
20	0.007	HOXC13	ENSG00000123364
21	0.0069	SON	ENSG00000159140
22	0.0063	DENND5A	ENSG00000184014
23	0.0062	ODC1	ENSG00000115758
24	0.006	CYP7A1	ENSG00000167910
24	0.006	MKS1	ENSG00000011143
26	0.0059	ST14	ENSG00000149418
26	0.0059	WARS1	ENSG00000140105
26	0.0059	DDB1	ENSG00000167986
26	0.0059	DVL3	ENSG00000161202
30	0.0058	THOC6	ENSG00000131652
30	0.0058	ACER1	ENSG00000167769
30	0.0058	SYNE1	ENSG00000131018
33	0.0057	LDB3	ENSG00000122367
34	0.0056	MECOM	ENSG00000085276
34	0.0056	EGFR	ENSG00000146648
36	0.0055	NONO	ENSG00000147140
37	0.0054	SIN3A	ENSG00000169375
37	0.0054	GRM1	ENSG00000152822
37	0.0054	PITX2	ENSG00000164093
37	0.0054	NSRP1	ENSG00000126653
37	0.0054	KL	ENSG00000133116
42	0.0052	FOXF2	ENSG00000137273
43	0.0051	SPEN	ENSG00000065526
44	0.005	HSPA9	ENSG00000113013
45	0.0049	TBCK	ENSG00000145348
45	0.0049	CLCN3	ENSG00000109572
47	0.0048	LMNA	ENSG00000160789
47	0.0048	TRPS1	ENSG00000104447
49	0.0047	RALGAPA1	ENSG00000174373
49	0.0047	GSDMA	ENSG00000167914
49	0.0047	TAF1	ENSG00000147133
52	0.0045	TSHZ1	ENSG00000179981
52	0.0045	IDUA	ENSG00000127415
52	0.0045	GRID2	ENSG00000152208
55	0.0044	CSGALNACT1	ENSG00000147408
55	0.0044	TOM1L2	ENSG00000175662
55	0.0044	PPP1R12A	ENSG00000058272
58	0.0043	CLP1	ENSG00000172409
58	0.0043	OTX2	ENSG00000165588
58	0.0043	EDNRB	ENSG00000136160
61	0.0042	TTC5	ENSG00000136319
61	0.0042	ALX4	ENSG00000052850
61	0.0042	POU4F2	ENSG00000151615
61	0.0042	ASH1L	ENSG00000116539
61	0.0042	REM2	ENSG00000139890
61	0.0042	DSCAM	ENSG00000171587
67	0.0041	HOXA3	ENSG00000105997
67	0.0041	H4C5	ENSG00000198518
67	0.0041	KAT5	ENSG00000172977
70	0.004	MGAT2	ENSG00000168282
70	0.004	ASXL3	ENSG00000141431
70	0.004	UFC1	ENSG00000143222
70	0.004	CISD2	ENSG00000145354
70	0.004	PGAP1	ENSG00000197121
70	0.004	SMARCA2	ENSG00000080503
70	0.004	GNB2	ENSG00000172354
77	0.0039	ARID1A	ENSG00000117713
77	0.0039	ARID1B	ENSG00000049618
77	0.0039	ARID2	ENSG00000189079
77	0.0039	DPF2	ENSG00000133884
77	0.0039	SMARCA4	ENSG00000127616
77	0.0039	SMARCB1	ENSG00000099956
77	0.0039	SMARCC2	ENSG00000139613
77	0.0039	SMARCD1	ENSG00000066117
77	0.0039	SMARCE1	ENSG00000073584
77	0.0039	SOX11	ENSG00000176887
77	0.0039	SOX4	ENSG00000124766
77	0.0039	CHMP1A	ENSG00000131165
77	0.0039	PIK3C2A	ENSG00000011405
77	0.0039	TTI2	ENSG00000129696
91	0.0038	SMC1A	ENSG00000072501
91	0.0038	CREBBP	ENSG00000005339
91	0.0038	RHOBTB2	ENSG00000008853
91	0.0038	RUSC2	ENSG00000198853
91	0.0038	CARD14	ENSG00000141527
91	0.0038	NOSIP	ENSG00000142546
97	0.0037	ATAD3A	ENSG00000197785
97	0.0037	FRMD4A	ENSG00000151474
97	0.0037	FGFR2	ENSG00000066468
97	0.0037	BRAF	ENSG00000157764
97	0.0037	KRAS	ENSG00000133703
97	0.0037	MAP2K1	ENSG00000169032
97	0.0037	MAP2K2	ENSG00000126934
97	0.0037	TAF6	ENSG00000106290
97	0.0037	PACS1	ENSG00000175115
