rank	score	gene_symbol	gene_identifier
1	0.0155	TMEM260	ENSG00000070269
2	0.0035	NKX2-6	ENSG00000180053
2	0.0035	PLXND1	ENSG00000004399
4	0.0032	FOXF1	ENSG00000103241
5	0.0031	PLD1	ENSG00000075651
6	0.003	FLT4	ENSG00000037280
7	0.0027	WT1	ENSG00000184937
7	0.0027	CHTOP	ENSG00000160679
9	0.0026	CFAP53	ENSG00000172361
10	0.0024	ARVCF	ENSG00000099889
10	0.0024	COMT	ENSG00000093010
10	0.0024	GP1BB	ENSG00000203618
10	0.0024	HIRA	ENSG00000100084
10	0.0024	JMJD1C	ENSG00000171988
10	0.0024	RREB1	ENSG00000124782
10	0.0024	SEC24C	ENSG00000176986
10	0.0024	TBX1	ENSG00000184058
10	0.0024	UFD1	ENSG00000070010
10	0.0024	MMP21	ENSG00000154485
20	0.0023	SETD5	ENSG00000168137
20	0.0023	MYH10	ENSG00000133026
20	0.0023	GDF1	ENSG00000130283
20	0.0023	PDZK1	ENSG00000174827
20	0.0023	PDZK1P1	ENSG00000215860
25	0.0022	NKX2-5	ENSG00000183072
25	0.0022	RPGRIP1L	ENSG00000103494
27	0.0021	HEY2	ENSG00000135547
27	0.0021	PITX2	ENSG00000164093
27	0.0021	GATA6	ENSG00000141448
27	0.0021	LEFTY1	ENSG00000243709
27	0.0021	LEFTY2	ENSG00000143768
27	0.0021	NPRL3	ENSG00000103148
33	0.002	XPNPEP1	ENSG00000108039
33	0.002	B9D2	ENSG00000123810
33	0.002	MYCN	ENSG00000134323
33	0.002	PKD1L1	ENSG00000158683
37	0.0019	ADAM19	ENSG00000135074
37	0.0019	GATA1	ENSG00000102145
37	0.0019	CHD7	ENSG00000171316
40	0.0018	MECOM	ENSG00000085276
40	0.0018	CC2D2A	ENSG00000048342
40	0.0018	MRTFB	ENSG00000186260
40	0.0018	MYRF	ENSG00000124920
40	0.0018	PSME4	ENSG00000068878
40	0.0018	STRA6	ENSG00000137868
40	0.0018	ADAMTS19	ENSG00000145808
40	0.0018	ALDH1A2	ENSG00000128918
48	0.0017	IFT56	ENSG00000105948
48	0.0017	SLC20A2	ENSG00000168575
48	0.0017	VEGFA	ENSG00000112715
48	0.0017	SMAD2	ENSG00000175387
48	0.0017	FLNA	ENSG00000196924
48	0.0017	SH3PXD2A	ENSG00000107957
48	0.0017	BRD2	ENSG00000204256
55	0.0016	CHRD	ENSG00000090539
55	0.0016	LTBP1	ENSG00000049323
55	0.0016	RXRA	ENSG00000186350
55	0.0016	MED12	ENSG00000184634
55	0.0016	CITED2	ENSG00000164442
55	0.0016	NTF3	ENSG00000185652
55	0.0016	ZFPM2	ENSG00000169946
55	0.0016	PKD1L2	ENSG00000166473
63	0.0015	DNAH5	ENSG00000039139
63	0.0015	SETD4	ENSG00000185917
63	0.0015	KAT6A	ENSG00000083168
63	0.0015	NODAL	ENSG00000156574
63	0.0015	ACVR2B	ENSG00000114739
63	0.0015	FOCAD	ENSG00000188352
63	0.0015	YY1	ENSG00000100811
63	0.0015	NDST1	ENSG00000070614
63	0.0015	ANKS6	ENSG00000165138
63	0.0015	IFT88	ENSG00000032742
63	0.0015	LAMA5	ENSG00000130702
63	0.0015	HOXA1	ENSG00000105991
63	0.0015	SSR2	ENSG00000163479
63	0.0015	MEGF8	ENSG00000105429
77	0.0014	SMAD6	ENSG00000137834
77	0.0014	NTRK3	ENSG00000140538
