rank	score	gene_symbol	gene_identifier
1	0.0142	FTL	ENSG00000087086
2	0.0104	ATP13A2	ENSG00000159363
3	0.0103	TCOF1	ENSG00000070814
4	0.0095	GRID2	ENSG00000152208
5	0.0093	FBXO7	ENSG00000100225
6	0.0085	JAM2	ENSG00000154721
6	0.0085	SLC39A14	ENSG00000104635
8	0.0084	PLA2G6	ENSG00000184381
9	0.0083	VPS13A	ENSG00000197969
10	0.0075	KCNC3	ENSG00000131398
10	0.0075	ATXN1	ENSG00000124788
12	0.0074	TGFB2	ENSG00000092969
13	0.0073	DLAT	ENSG00000150768
14	0.007	GLRA1	ENSG00000145888
15	0.0069	DCTN1	ENSG00000204843
16	0.0068	DNAJC13	ENSG00000138246
16	0.0068	EIF4G1	ENSG00000114867
16	0.0068	GBA1	ENSG00000177628
16	0.0068	GIGYF2	ENSG00000204120
16	0.0068	LRRK2	ENSG00000188906
16	0.0068	SNCA	ENSG00000145335
16	0.0068	VPS35	ENSG00000069329
23	0.0067	SLC6A3	ENSG00000142319
24	0.0065	AASS	ENSG00000008311
25	0.0063	DNAJC6	ENSG00000116675
26	0.0062	POLG	ENSG00000140521
26	0.0062	POLG2	ENSG00000256525
26	0.0062	RRM2B	ENSG00000048392
26	0.0062	SLC25A4	ENSG00000151729
26	0.0062	TWNK	ENSG00000107815
26	0.0062	CASK	ENSG00000147044
32	0.0058	DDHD2	ENSG00000085788
32	0.0058	SLC18A2	ENSG00000165646
34	0.0057	FGFR1	ENSG00000077782
34	0.0057	EDNRA	ENSG00000151617
36	0.0056	TECPR2	ENSG00000196663
37	0.0054	MDGA2	ENSG00000139915
38	0.0053	PLAA	ENSG00000137055
39	0.0052	ATP6AP2	ENSG00000182220
40	0.0051	PRRX1	ENSG00000116132
40	0.0051	ZIC3	ENSG00000156925
42	0.005	ANKFY1	ENSG00000185722
43	0.0049	PODXL	ENSG00000128567
43	0.0049	SYNJ1	ENSG00000159082
43	0.0049	PMP22	ENSG00000109099
43	0.0049	MAPT	ENSG00000186868
47	0.0048	HTRA2	ENSG00000115317
48	0.0047	LTN1	ENSG00000198862
48	0.0047	SLC6A5	ENSG00000165970
48	0.0047	DNAJC11	ENSG00000007923
51	0.0046	TBX1	ENSG00000184058
51	0.0046	SLC30A10	ENSG00000196660
53	0.0045	SLC12A6	ENSG00000140199
53	0.0045	SPR	ENSG00000116096
55	0.0044	VAX1	ENSG00000148704
56	0.0043	IREB2	ENSG00000136381
56	0.0043	CNTNAP1	ENSG00000108797
56	0.0043	EML1	ENSG00000066629
56	0.0043	CLCN1	ENSG00000188037
60	0.0042	COL2A1	ENSG00000139219
61	0.0041	FGFR3	ENSG00000068078
62	0.004	MINAR2	ENSG00000186367
62	0.004	TARDBP	ENSG00000120948
62	0.004	WNT1	ENSG00000125084
62	0.004	HTT	ENSG00000197386
66	0.0039	GLRB	ENSG00000109738
66	0.0039	ASPA	ENSG00000108381
68	0.0038	SPG7	ENSG00000197912
68	0.0038	POLR3A	ENSG00000148606
68	0.0038	AGTPBP1	ENSG00000135049
71	0.0037	PRDX3	ENSG00000165672
71	0.0037	PANK2	ENSG00000125779
71	0.0037	SQSTM1	ENSG00000161011
71	0.0037	HOXB1	ENSG00000120094
75	0.0036	HEXB	ENSG00000049860
75	0.0036	SIX1	ENSG00000126778
75	0.0036	HSPD1	ENSG00000144381
75	0.0036	POU4F2	ENSG00000151615
75	0.0036	ATL1	ENSG00000198513
80	0.0035	REEP1	ENSG00000068615
80	0.0035	RAB39B	ENSG00000155961
80	0.0035	CLTC	ENSG00000141367
80	0.0035	UNC80	ENSG00000144406
84	0.0034	ATP1A3	ENSG00000105409
84	0.0034	BMP5	ENSG00000112175
86	0.0033	PLP1	ENSG00000123560
87	0.0032	CCDC88C	ENSG00000015133
87	0.0032	FARS2	ENSG00000145982
87	0.0032	COL27A1	ENSG00000196739
87	0.0032	MECP2	ENSG00000169057
87	0.0032	UBAP1	ENSG00000165006
87	0.0032	LMNA	ENSG00000160789
93	0.0031	OPN4	ENSG00000122375
93	0.0031	NOP56	ENSG00000101361
95	0.003	SLC32A1	ENSG00000101438
95	0.003	HGS	ENSG00000185359
95	0.003	FOXH1	ENSG00000160973
95	0.003	CTSD	ENSG00000117984
99	0.0029	DRD2	ENSG00000149295
99	0.0029	EXOSC5	ENSG00000077348
99	0.0029	ALS2	ENSG00000003393
99	0.0029	SLC16A2	ENSG00000147100
99	0.0029	INPP5K	ENSG00000132376
99	0.0029	SIL1	ENSG00000120725
99	0.0029	SPART	ENSG00000133104
99	0.0029	TCF15	ENSG00000125878
99	0.0029	AARS1	ENSG00000090861
99	0.0029	ACTL6B	ENSG00000077080
99	0.0029	AP3B2	ENSG00000103723
99	0.0029	ARV1	ENSG00000173409
99	0.0029	ATP1A2	ENSG00000018625
99	0.0029	ATP6V1A	ENSG00000114573
99	0.0029	CACNA1A	ENSG00000141837
99	0.0029	CACNA1B	ENSG00000148408
99	0.0029	CACNA2D1	ENSG00000153956
99	0.0029	CDK19	ENSG00000155111
99	0.0029	CELF2	ENSG00000048740
99	0.0029	CNKSR2	ENSG00000149970
99	0.0029	CYFIP2	ENSG00000055163
99	0.0029	DALRD3	ENSG00000178149
99	0.0029	DHDDS	ENSG00000117682
99	0.0029	DNM1	ENSG00000106976
99	0.0029	EEF1A2	ENSG00000101210
99	0.0029	FBXO28	ENSG00000143756
99	0.0029	FGF12	ENSG00000114279
99	0.0029	FGF13	ENSG00000129682
99	0.0029	FZR1	ENSG00000105325
99	0.0029	GABBR2	ENSG00000136928
99	0.0029	GABRA2	ENSG00000151834
99	0.0029	GABRA5	ENSG00000186297
99	0.0029	GABRB2	ENSG00000145864
99	0.0029	GABRG2	ENSG00000113327
99	0.0029	GRIN2D	ENSG00000105464
99	0.0029	HCN1	ENSG00000164588
99	0.0029	KCNA2	ENSG00000177301
99	0.0029	KCNB1	ENSG00000158445
99	0.0029	NECAP1	ENSG00000089818
99	0.0029	NTRK2	ENSG00000148053
99	0.0029	NUS1	ENSG00000153989
99	0.0029	PACS2	ENSG00000179364
99	0.0029	PARS2	ENSG00000162396
99	0.0029	PPP3CA	ENSG00000138814
99	0.0029	SCN3A	ENSG00000153253
99	0.0029	SCN8A	ENSG00000196876
99	0.0029	SLC13A5	ENSG00000141485
99	0.0029	SLC1A2	ENSG00000110436
99	0.0029	SYNGAP1	ENSG00000197283
99	0.0029	SZT2	ENSG00000198198
99	0.0029	TRAK1	ENSG00000182606
99	0.0029	UBA5	ENSG00000081307
99	0.0029	WWOX	ENSG00000186153
99	0.0029	YWHAG	ENSG00000170027
153	0.0028	C19orf12	ENSG00000131943
153	0.0028	UBE3A	ENSG00000114062
153	0.0028	B4GALNT1	ENSG00000135454
153	0.0028	WLS	ENSG00000116729
153	0.0028	CHKA	ENSG00000110721
153	0.0028	PRNP	ENSG00000171867
153	0.0028	FUS	ENSG00000089280
153	0.0028	SIGMAR1	ENSG00000147955
153	0.0028	SPG11	ENSG00000104133
153	0.0028	SPTLC1	ENSG00000090054
153	0.0028	NDUFS4	ENSG00000164258
153	0.0028	MECR	ENSG00000116353
165	0.0027	DLX5	ENSG00000105880
165	0.0027	BCAS3	ENSG00000141376
165	0.0027	SLC6A9	ENSG00000196517
165	0.0027	GBA2	ENSG00000070610
165	0.0027	CHRD	ENSG00000090539
165	0.0027	NDST1	ENSG00000070614
171	0.0026	PGAM5	ENSG00000247077
171	0.0026	SLC20A2	ENSG00000168575
171	0.0026	VAMP1	ENSG00000139190
171	0.0026	NAXE	ENSG00000163382
171	0.0026	FA2H	ENSG00000103089
171	0.0026	PARK7	ENSG00000116288
171	0.0026	PINK1	ENSG00000158828
171	0.0026	PRKN	ENSG00000185345
171	0.0026	UCHL1	ENSG00000154277
171	0.0026	VPS13C	ENSG00000129003
171	0.0026	GSC	ENSG00000133937
182	0.0025	TWSG1	ENSG00000128791
