rank	score	gene_symbol	gene_identifier
1	0.013	SLC9A3	ENSG00000066230
2	0.0053	EPCAM	ENSG00000119888
3	0.0037	SLC26A3	ENSG00000091138
4	0.0028	PKD1	ENSG00000008710
5	0.0027	DEF6	ENSG00000023892
6	0.002	SLC43A2	ENSG00000167703
7	0.0019	PKD2	ENSG00000118762
8	0.0016	EGFR	ENSG00000146648
9	0.0015	SPINT2	ENSG00000167642
9	0.0015	SLC4A4	ENSG00000080493
11	0.0014	SLC7A6	ENSG00000103064
11	0.0014	UNC45A	ENSG00000140553
13	0.0013	PLVAP	ENSG00000130300
13	0.0013	DIO2	ENSG00000211448
13	0.0013	MMUT	ENSG00000146085
16	0.0012	ALAD	ENSG00000148218
16	0.0012	STX3	ENSG00000166900
16	0.0012	SLC10A1	ENSG00000100652
16	0.0012	CLCNKA	ENSG00000186510
16	0.0012	CLCNKB	ENSG00000184908
16	0.0012	SLC10A2	ENSG00000125255
16	0.0012	IL1A	ENSG00000115008
16	0.0012	CLDN7	ENSG00000181885
24	0.0011	GATA1	ENSG00000102145
24	0.0011	UROS	ENSG00000188690
24	0.0011	SLC5A2	ENSG00000140675
24	0.0011	JAG1	ENSG00000101384
24	0.0011	EHHADH	ENSG00000113790
24	0.0011	GATM	ENSG00000171766
24	0.0011	NDUFAF6	ENSG00000156170
24	0.0011	SLC34A1	ENSG00000131183
24	0.0011	RET	ENSG00000165731
24	0.0011	MC2R	ENSG00000185231
24	0.0011	MRAP	ENSG00000170262
24	0.0011	NNT	ENSG00000112992
24	0.0011	STAR	ENSG00000147465
24	0.0011	TXNRD2	ENSG00000184470
24	0.0011	NLRC4	ENSG00000091106
24	0.0011	UROD	ENSG00000126088
24	0.0011	SLC4A11	ENSG00000088836
24	0.0011	AP000322.53	ENSG00000243627
24	0.0011	KCNE1	ENSG00000180509
24	0.0011	FOXP3	ENSG00000049768
44	0.001	DIO1	ENSG00000211452
44	0.001	CPOX	ENSG00000080819
44	0.001	CYP11A1	ENSG00000140459
44	0.001	UMOD	ENSG00000169344
44	0.001	BSND	ENSG00000162399
44	0.001	SLC12A1	ENSG00000074803
44	0.001	ACAN	ENSG00000157766
44	0.001	ACSL5	ENSG00000197142
44	0.001	ACOT13	ENSG00000112304
44	0.001	ITPKB	ENSG00000143772
44	0.001	FAM20C	ENSG00000177706
44	0.001	SCNN1G	ENSG00000166828
44	0.001	HSD11B2	ENSG00000176387
44	0.001	UPK2	ENSG00000110375
58	0.0009	AQP1	ENSG00000240583
58	0.0009	WNK4	ENSG00000126562
58	0.0009	CLTRN	ENSG00000147003
58	0.0009	ABCB4	ENSG00000005471
58	0.0009	TFCP2L1	ENSG00000115112
58	0.0009	TFAM	ENSG00000108064
58	0.0009	GUCA2B	ENSG00000044012
58	0.0009	CNNM4	ENSG00000158158
58	0.0009	PPOX	ENSG00000143224
58	0.0009	HOXA5	ENSG00000106004
68	0.0008	KCNJ10	ENSG00000177807
68	0.0008	LIPE	ENSG00000079435
68	0.0008	CD63	ENSG00000135404
68	0.0008	LPIN1	ENSG00000134324
68	0.0008	AKR1B1	ENSG00000085662
68	0.0008	FFAR3	ENSG00000185897
68	0.0008	GPR42	ENSG00000126251
68	0.0008	AQP2	ENSG00000167580
68	0.0008	C8orf44-SGK3	ENSG00000270024
68	0.0008	SGK3	ENSG00000104205
68	0.0008	VDR	ENSG00000111424
68	0.0008	MCOLN1	ENSG00000090674
68	0.0008	MUC2	ENSG00000198788
68	0.0008	CFTR	ENSG00000001626
68	0.0008	TGFB1	ENSG00000105329
68	0.0008	ADCY6	ENSG00000174233
68	0.0008	F2R	ENSG00000181104
68	0.0008	SLC2A9	ENSG00000109667
68	0.0008	ARV1	ENSG00000173409
68	0.0008	SLCO2A1	ENSG00000174640
68	0.0008	FECH	ENSG00000066926
68	0.0008	AGT	ENSG00000135744
68	0.0008	SLC2A2	ENSG00000163581
68	0.0008	SPTA1	ENSG00000163554
92	0.0007	DLG1	ENSG00000075711
92	0.0007	SLC51A	ENSG00000163959
92	0.0007	NR3C2	ENSG00000151623
92	0.0007	CYBB	ENSG00000165168
92	0.0007	IPO8	ENSG00000133704
92	0.0007	ABHD11	ENSG00000106077
92	0.0007	STK39	ENSG00000198648
92	0.0007	ACE2	ENSG00000130234
92	0.0007	SCARB2	ENSG00000138760
92	0.0007	ABCG2	ENSG00000118777
92	0.0007	CHRNA3	ENSG00000080644
92	0.0007	LMNA	ENSG00000160789
92	0.0007	HGFAC	ENSG00000109758
92	0.0007	NPR2	ENSG00000159899
92	0.0007	ZAP70	ENSG00000115085
92	0.0007	SLC4A1	ENSG00000004939
92	0.0007	GPC3	ENSG00000147257
92	0.0007	MPV17	ENSG00000115204
92	0.0007	CYS1	ENSG00000205795
92	0.0007	TLX2	ENSG00000115297
92	0.0007	CLDN2	ENSG00000165376
92	0.0007	STUB1	ENSG00000103266
92	0.0007	LIG3	ENSG00000005156
92	0.0007	POLG	ENSG00000140521
92	0.0007	RRM2B	ENSG00000048392
92	0.0007	TYMP	ENSG00000025708
92	0.0007	FZD4	ENSG00000174804
92	0.0007	NMNAT2	ENSG00000157064
92	0.0007	IRF4	ENSG00000137265
92	0.0007	SLC25A19	ENSG00000125454
122	0.0006	KCNJ1	ENSG00000151704
122	0.0006	ANO1	ENSG00000131620
122	0.0006	IL2	ENSG00000109471
122	0.0006	HLA-DQA1	ENSG00000196735
122	0.0006	HLA-DQB1	ENSG00000179344
122	0.0006	CYP4F11	ENSG00000171903
122	0.0006	CYP4F12	ENSG00000186204
122	0.0006	CYP4F2	ENSG00000186115
122	0.0006	ADAMTS1	ENSG00000154734
122	0.0006	LIF	ENSG00000128342
122	0.0006	NKX2-3	ENSG00000119919
122	0.0006	DTYMK	ENSG00000168393
122	0.0006	IFT56	ENSG00000105948
122	0.0006	NAGLU	ENSG00000108784
122	0.0006	COL4A4	ENSG00000081052
122	0.0006	MLXIPL	ENSG00000009950
122	0.0006	RELN	ENSG00000189056
122	0.0006	VAV3	ENSG00000134215
122	0.0006	KCNK5	ENSG00000164626
122	0.0006	FES	ENSG00000182511
122	0.0006	ALG8	ENSG00000159063
122	0.0006	COL8A2	ENSG00000171812
122	0.0006	C19orf33	ENSG00000167644
122	0.0006	INPPL1	ENSG00000165458
122	0.0006	GIMAP5	ENSG00000196329
122	0.0006	CDK13	ENSG00000065883
122	0.0006	ZFAND2B	ENSG00000158552
122	0.0006	GFUS	ENSG00000104522
122	0.0006	AHR	ENSG00000106546
122	0.0006	SMARCAL1	ENSG00000138375
122	0.0006	KCNMA1	ENSG00000156113
122	0.0006	SOX18	ENSG00000203883
122	0.0006	CYP7B1	ENSG00000172817
122	0.0006	RAB8A	ENSG00000167461
122	0.0006	DSG3	ENSG00000134757
122	0.0006	PYGL	ENSG00000100504
122	0.0006	KLF15	ENSG00000163884
122	0.0006	BST2	ENSG00000130303
122	0.0006	PCSK1	ENSG00000175426
122	0.0006	AGPAT2	ENSG00000169692
122	0.0006	AGTR2	ENSG00000180772
122	0.0006	PTPN2	ENSG00000175354
122	0.0006	AVPR2	ENSG00000126895
122	0.0006	FOCAD	ENSG00000188352
122	0.0006	TRPV5	ENSG00000127412
122	0.0006	MTO1	ENSG00000135297
122	0.0006	SKIC3	ENSG00000198677
122	0.0006	SLC5A1	ENSG00000100170
122	0.0006	RAD23B	ENSG00000119318
122	0.0006	PI4KA	ENSG00000241973
122	0.0006	TTC7A	ENSG00000068724
122	0.0006	LIN7C	ENSG00000148943
174	0.0005	SKIC2	ENSG00000204351
174	0.0005	FARSB	ENSG00000116120
174	0.0005	COL2A1	ENSG00000139219
174	0.0005	SLC12A2	ENSG00000064651
174	0.0005	NDUFA6	ENSG00000184983
174	0.0005	HSD3B7	ENSG00000099377
174	0.0005	KRT8	ENSG00000170421
