rank	score	gene_symbol	gene_identifier
1	0.0525	PDGFA	ENSG00000197461
2	0.0371	WARS2	ENSG00000116874
3	0.0156	DNAJC11	ENSG00000007923
4	0.0154	ASPA	ENSG00000108381
5	0.0144	HSPD1	ENSG00000144381
5	0.0144	ANKFY1	ENSG00000185722
7	0.0143	CHST14	ENSG00000169105
8	0.014	UBAP1	ENSG00000165006
9	0.013	MDGA2	ENSG00000139915
10	0.0129	WNT1	ENSG00000125084
10	0.0129	REEP1	ENSG00000068615
12	0.0125	DSE	ENSG00000111817
12	0.0125	PMP22	ENSG00000109099
14	0.0123	COL3A1	ENSG00000168542
15	0.0121	TARDBP	ENSG00000120948
16	0.0119	CLCN1	ENSG00000188037
16	0.0119	GBE1	ENSG00000114480
18	0.0114	CLPB	ENSG00000162129
19	0.011	SLC34A2	ENSG00000157765
20	0.0107	BTNL2	ENSG00000204290
20	0.0107	HLA-DRB1	ENSG00000196126
22	0.0105	SLC31A1	ENSG00000136868
23	0.0103	DSCAM	ENSG00000171587
24	0.0101	DIS3L2	ENSG00000144535
24	0.0101	CHKA	ENSG00000110721
24	0.0101	WWTR1	ENSG00000018408
27	0.01	IPO8	ENSG00000133704
28	0.0097	NEU1	ENSG00000204386
28	0.0097	LRRC8A	ENSG00000136802
30	0.0096	GLRB	ENSG00000109738
30	0.0096	SLC6A5	ENSG00000165970
32	0.009	TSHZ3	ENSG00000121297
33	0.0087	PSAP	ENSG00000197746
33	0.0087	IREB2	ENSG00000136381
35	0.0085	GLRA1	ENSG00000145888
36	0.0084	SLC12A6	ENSG00000140199
36	0.0084	SLC2A1	ENSG00000117394
38	0.0081	LAMC1	ENSG00000135862
39	0.008	MOCOS	ENSG00000075643
40	0.0078	NFIA	ENSG00000162599
41	0.0077	EXT1	ENSG00000182197
41	0.0077	EXT2	ENSG00000151348
41	0.0077	LAMA3	ENSG00000053747
41	0.0077	LAMB3	ENSG00000196878
41	0.0077	LAMC2	ENSG00000058085
41	0.0077	VAMP5	ENSG00000168899
47	0.0076	AQP2	ENSG00000167580
48	0.0075	DLG1	ENSG00000075711
49	0.0074	SLC6A3	ENSG00000142319
50	0.0073	DNAH11	ENSG00000105877
50	0.0073	AGA	ENSG00000038002
50	0.0073	FLCN	ENSG00000154803
53	0.0072	TSC1	ENSG00000165699
53	0.0072	TSC2	ENSG00000103197
53	0.0072	CRIM1	ENSG00000150938
53	0.0072	BMP4	ENSG00000125378
57	0.0071	AARS1	ENSG00000090861
57	0.0071	ACTL6B	ENSG00000077080
57	0.0071	AP3B2	ENSG00000103723
57	0.0071	ARV1	ENSG00000173409
57	0.0071	ATP1A2	ENSG00000018625
57	0.0071	ATP1A3	ENSG00000105409
57	0.0071	ATP6V1A	ENSG00000114573
57	0.0071	CACNA1A	ENSG00000141837
57	0.0071	CACNA1B	ENSG00000148408
57	0.0071	CACNA2D1	ENSG00000153956
57	0.0071	CDK19	ENSG00000155111
57	0.0071	CELF2	ENSG00000048740
57	0.0071	CLTC	ENSG00000141367
57	0.0071	CNKSR2	ENSG00000149970
57	0.0071	CYFIP2	ENSG00000055163
57	0.0071	DALRD3	ENSG00000178149
57	0.0071	DHDDS	ENSG00000117682
57	0.0071	DNM1	ENSG00000106976
57	0.0071	EEF1A2	ENSG00000101210
57	0.0071	FBXO28	ENSG00000143756
57	0.0071	FGF12	ENSG00000114279
57	0.0071	FGF13	ENSG00000129682
57	0.0071	FZR1	ENSG00000105325
57	0.0071	GABBR2	ENSG00000136928
57	0.0071	GABRA2	ENSG00000151834
57	0.0071	GABRA5	ENSG00000186297
57	0.0071	GABRB2	ENSG00000145864
57	0.0071	GABRG2	ENSG00000113327
57	0.0071	GRIN2D	ENSG00000105464
57	0.0071	HCN1	ENSG00000164588
57	0.0071	KCNA2	ENSG00000177301
57	0.0071	KCNB1	ENSG00000158445
57	0.0071	NECAP1	ENSG00000089818
57	0.0071	NTRK2	ENSG00000148053
57	0.0071	NUS1	ENSG00000153989
57	0.0071	PACS2	ENSG00000179364
57	0.0071	PARS2	ENSG00000162396
57	0.0071	PPP3CA	ENSG00000138814
57	0.0071	SCN3A	ENSG00000153253
57	0.0071	SCN8A	ENSG00000196876
57	0.0071	SLC13A5	ENSG00000141485
57	0.0071	SLC1A2	ENSG00000110436
57	0.0071	SYNGAP1	ENSG00000197283
57	0.0071	SYNJ1	ENSG00000159082
57	0.0071	SZT2	ENSG00000198198
57	0.0071	TRAK1	ENSG00000182606
57	0.0071	UBA5	ENSG00000081307
57	0.0071	WWOX	ENSG00000186153
57	0.0071	YWHAG	ENSG00000170027
57	0.0071	ATP13A2	ENSG00000159363
57	0.0071	TGFB2	ENSG00000092969
57	0.0071	LZTS2	ENSG00000107816
109	0.007	COX11	ENSG00000166260
109	0.007	CEACAM3	ENSG00000170956
109	0.007	CEACAM6	ENSG00000086548
109	0.007	CFTR	ENSG00000001626
109	0.007	CLCA4	ENSG00000016602
109	0.007	DCTN4	ENSG00000132912
109	0.007	EDNRA	ENSG00000151617
109	0.007	GCLC	ENSG00000001084
109	0.007	GSTM3	ENSG00000134202
109	0.007	HFE	ENSG00000010704
109	0.007	HMOX1	ENSG00000100292
109	0.007	KCNN4	ENSG00000104783
109	0.007	MIF	ENSG00000240972
109	0.007	SERPINA1	ENSG00000197249
109	0.007	SLC11A1	ENSG00000018280
109	0.007	SLC26A9	ENSG00000174502
109	0.007	SLC6A14	ENSG00000087916
109	0.007	SLC9A3	ENSG00000066230
109	0.007	STX1A	ENSG00000106089
109	0.007	TGFB1	ENSG00000105329
129	0.0069	FSTL1	ENSG00000163430
130	0.0068	MT-ATP6	ENSG00000198899
130	0.0068	MT-ND1	ENSG00000198888
130	0.0068	MT-ND2	ENSG00000198763
130	0.0068	MT-ND3	ENSG00000198840
130	0.0068	MT-ND4	ENSG00000198886
130	0.0068	MT-ND5	ENSG00000198786
130	0.0068	MT-ND6	ENSG00000198695
130	0.0068	SLC32A1	ENSG00000101438
130	0.0068	ATP6V1E1	ENSG00000131100
139	0.0066	INPP5K	ENSG00000132376
139	0.0066	SIL1	ENSG00000120725
139	0.0066	SFTPC	ENSG00000168484
142	0.0065	RET	ENSG00000165731
142	0.0065	FOXC1	ENSG00000054598
142	0.0065	CYP27A1	ENSG00000135929
142	0.0065	GNAO1	ENSG00000087258
142	0.0065	LRPPRC	ENSG00000138095
142	0.0065	TXNDC15	ENSG00000113621
148	0.0064	EPHB4	ENSG00000196411
148	0.0064	PDGFRA	ENSG00000134853
148	0.0064	SPTB	ENSG00000070182
148	0.0064	AGT	ENSG00000135744
148	0.0064	LIFR	ENSG00000113594
153	0.0063	HGS	ENSG00000185359
153	0.0063	ARX	ENSG00000004848
153	0.0063	CASK	ENSG00000147044
153	0.0063	CDKL5	ENSG00000008086
153	0.0063	DMXL2	ENSG00000104093
153	0.0063	GRIN1	ENSG00000176884
153	0.0063	GRM7	ENSG00000196277
153	0.0063	KCNA1	ENSG00000111262
153	0.0063	NEUROD2	ENSG00000171532
153	0.0063	PIGP	ENSG00000185808
153	0.0063	PIGQ	ENSG00000007541
153	0.0063	PNKP	ENSG00000039650
153	0.0063	SCN1B	ENSG00000105711
153	0.0063	SCN2A	ENSG00000136531
153	0.0063	SIK1	ENSG00000142178
153	0.0063	SLC25A22	ENSG00000177542
