rank	score	gene_symbol	gene_identifier
1	0.0291	XK	ENSG00000047597
2	0.0281	VPS13A	ENSG00000197969
3	0.0257	AGL	ENSG00000162688
4	0.0206	TMEM165	ENSG00000134851
5	0.0185	CAV3	ENSG00000182533
6	0.0184	GAA	ENSG00000171298
7	0.0182	BBS4	ENSG00000140463
8	0.0169	GBE1	ENSG00000114480
8	0.0169	CPT1A	ENSG00000110090
10	0.0164	EARS2	ENSG00000103356
11	0.016	ZDHHC13	ENSG00000177054
12	0.0153	PRKAA2	ENSG00000162409
13	0.0149	DHTKD1	ENSG00000181192
14	0.0142	COG8	ENSG00000213380
15	0.014	MLIP	ENSG00000146147
16	0.0137	AHCY	ENSG00000101444
16	0.0137	CPT2	ENSG00000157184
18	0.0136	AIFM1	ENSG00000156709
18	0.0136	OCRL	ENSG00000122126
20	0.0135	RNF168	ENSG00000163961
21	0.0133	RNF208	ENSG00000212864
21	0.0133	PLEC	ENSG00000178209
23	0.0132	LRIG3	ENSG00000139263
24	0.0131	LARGE1	ENSG00000133424
25	0.013	PCMT1	ENSG00000120265
26	0.0122	SLC22A5	ENSG00000197375
26	0.0122	PNPLA2	ENSG00000177666
28	0.012	LMNA	ENSG00000160789
29	0.0119	PEX2	ENSG00000164751
30	0.0117	COG7	ENSG00000168434
30	0.0117	AP4E1	ENSG00000081014
32	0.0115	STIM1	ENSG00000167323
33	0.0114	ASAH1	ENSG00000104763
34	0.0113	HMGCS2	ENSG00000134240
34	0.0113	LPIN1	ENSG00000134324
34	0.0113	MT-CO1	ENSG00000198804
34	0.0113	MT-CO3	ENSG00000198938
34	0.0113	OBSCN	ENSG00000154358
39	0.0111	PLA2G6	ENSG00000184381
40	0.011	CUL9	ENSG00000112659
41	0.0109	MVK	ENSG00000110921
42	0.0108	PGM1	ENSG00000079739
43	0.0107	FHL1	ENSG00000022267
43	0.0107	NSUN2	ENSG00000037474
45	0.0106	KY	ENSG00000174611
45	0.0106	SMPD1	ENSG00000166311
47	0.0105	LYRM4	ENSG00000214113
48	0.0103	B3GALNT2	ENSG00000162885
48	0.0103	B4GAT1	ENSG00000174684
48	0.0103	COL4A1	ENSG00000187498
48	0.0103	CRPPA	ENSG00000214960
48	0.0103	DAG1	ENSG00000173402
48	0.0103	FKRP	ENSG00000181027
48	0.0103	FKTN	ENSG00000106692
48	0.0103	POMGNT1	ENSG00000085998
48	0.0103	POMGNT2	ENSG00000144647
48	0.0103	POMK	ENSG00000185900
48	0.0103	POMT1	ENSG00000130714
48	0.0103	POMT2	ENSG00000009830
48	0.0103	RXYLT1	ENSG00000118600
61	0.0102	HMOX1	ENSG00000100292
62	0.0101	PSAP	ENSG00000197746
63	0.01	HADHA	ENSG00000084754
64	0.0099	ACADM	ENSG00000117054
65	0.0097	CST6	ENSG00000175315
65	0.0097	MPV17	ENSG00000115204
67	0.0095	SLC38A7	ENSG00000103042
67	0.0095	ZNFX1	ENSG00000124201
69	0.0093	CANX	ENSG00000127022
69	0.0093	DMD	ENSG00000198947
71	0.0092	ALDOA	ENSG00000149925
