rank	score	gene_symbol	gene_identifier
1	0.0187	IDUA	ENSG00000127415
2	0.016	TBCK	ENSG00000145348
3	0.0103	PGAP1	ENSG00000197121
4	0.0086	FGF9	ENSG00000102678
5	0.0085	RYK	ENSG00000163785
6	0.0084	PDS5B	ENSG00000083642
7	0.0071	HESX1	ENSG00000163666
8	0.0069	IDS	ENSG00000010404
9	0.0068	MKS1	ENSG00000011143
10	0.0065	MSX2	ENSG00000120149
11	0.0063	RPL24	ENSG00000114391
12	0.0062	COL2A1	ENSG00000139219
13	0.0061	NDUFS4	ENSG00000164258
14	0.0059	SH3PXD2B	ENSG00000174705
15	0.0057	ALX1	ENSG00000180318
15	0.0057	SFN	ENSG00000175793
17	0.0053	TUBB3	ENSG00000198211
18	0.0051	NANS	ENSG00000095380
19	0.005	CASZ1	ENSG00000130940
19	0.005	GABRD	ENSG00000187730
19	0.005	HSPG2	ENSG00000142798
19	0.005	KCNAB2	ENSG00000069424
19	0.005	LUZP1	ENSG00000169641
19	0.005	MMP23B	ENSG00000189409
19	0.005	PDPN	ENSG00000162493
19	0.005	PRDM16	ENSG00000142611
19	0.005	PRKCZ	ENSG00000067606
19	0.005	RERE	ENSG00000142599
19	0.005	SKI	ENSG00000157933
19	0.005	SPEN	ENSG00000065526
19	0.005	UBE4B	ENSG00000130939
32	0.0049	TMEM67	ENSG00000164953
32	0.0049	H3-3A	ENSG00000163041
34	0.0046	WDR26	ENSG00000162923
34	0.0046	CACNA2D2	ENSG00000007402
36	0.0042	NRCAM	ENSG00000091129
37	0.0041	SLC25A46	ENSG00000164209
37	0.0041	PIGU	ENSG00000101464
37	0.0041	PIGN	ENSG00000197563
40	0.004	CLCN3	ENSG00000109572
40	0.004	LRPPRC	ENSG00000138095
40	0.004	MED25	ENSG00000104973
43	0.0039	NRTN	ENSG00000171119
43	0.0039	HNRNPK	ENSG00000165119
43	0.0039	SHANK3	ENSG00000251322
46	0.0038	HIBCH	ENSG00000198130
47	0.0037	PSIP1	ENSG00000164985
47	0.0037	L1CAM	ENSG00000198910
47	0.0037	MORC2	ENSG00000133422
50	0.0036	ATP6V1B2	ENSG00000147416
50	0.0036	TBC1D24	ENSG00000162065
50	0.0036	GLI3	ENSG00000106571
50	0.0036	DENND5A	ENSG00000184014
54	0.0035	SIX1	ENSG00000126778
54	0.0035	NSD1	ENSG00000165671
54	0.0035	SETBP1	ENSG00000152217
54	0.0035	RPGRIP1L	ENSG00000103494
58	0.0034	TMEM107	ENSG00000179029
59	0.0033	FOXH1	ENSG00000160973
59	0.0033	IPO8	ENSG00000133704
59	0.0033	MED27	ENSG00000160563
59	0.0033	ZNF423	ENSG00000102935
63	0.0032	CHTOP	ENSG00000160679
63	0.0032	BBS4	ENSG00000140463
63	0.0032	IFT56	ENSG00000105948
63	0.0032	SMARCA2	ENSG00000080503
67	0.0031	SNIP1	ENSG00000163877
67	0.0031	TACO1	ENSG00000136463
67	0.0031	BRD2	ENSG00000204256
67	0.0031	ARID1B	ENSG00000049618
67	0.0031	PEX1	ENSG00000127980
67	0.0031	PEX10	ENSG00000157911
67	0.0031	PEX11B	ENSG00000131779
67	0.0031	PEX12	ENSG00000108733
67	0.0031	PEX13	ENSG00000162928
67	0.0031	PEX14	ENSG00000142655
67	0.0031	PEX16	ENSG00000121680
67	0.0031	PEX19	ENSG00000162735
67	0.0031	PEX2	ENSG00000164751
67	0.0031	PEX26	ENSG00000215193
67	0.0031	PEX3	ENSG00000034693
67	0.0031	PEX5	ENSG00000139197
67	0.0031	PEX6	ENSG00000124587
67	0.0031	ASNS	ENSG00000070669
67	0.0031	FRA10AC1	ENSG00000148690
86	0.003	PPP1R21	ENSG00000162869
86	0.003	SPTBN1	ENSG00000115306
86	0.003	CREBBP	ENSG00000005339
86	0.003	PITX2	ENSG00000164093
86	0.003	UNC80	ENSG00000144406
86	0.003	SNRPN	ENSG00000128739
86	0.003	KIF7	ENSG00000166813
86	0.003	B3GLCT	ENSG00000187676
86	0.003	OTX2	ENSG00000165588
86	0.003	SLC35A2	ENSG00000102100
86	0.003	TMEM94	ENSG00000177728
97	0.0029	SUPT16H	ENSG00000092201
97	0.0029	NIPBL	ENSG00000164190
97	0.0029	EXOC2	ENSG00000112685
97	0.0029	SLC39A13	ENSG00000165915
97	0.0029	TRPM3	ENSG00000083067
97	0.0029	SETD5	ENSG00000168137
97	0.0029	VPS13A	ENSG00000197969
97	0.0029	PSAT1	ENSG00000135069
97	0.0029	MAN2C1	ENSG00000140400
106	0.0028	CPLANE1	ENSG00000197603
106	0.0028	DST	ENSG00000151914
106	0.0028	GNPTAB	ENSG00000111670
106	0.0028	PARS2	ENSG00000162396
106	0.0028	HHAT	ENSG00000054392
106	0.0028	MN1	ENSG00000169184
106	0.0028	INHBA	ENSG00000122641
106	0.0028	DHCR7	ENSG00000172893
114	0.0027	ZMIZ1	ENSG00000108175
114	0.0027	KIF1A	ENSG00000130294
114	0.0027	ZNHIT3	ENSG00000108278
114	0.0027	DNMT3A	ENSG00000119772
114	0.0027	NOSIP	ENSG00000142546
114	0.0027	AP3B1	ENSG00000132842
114	0.0027	CCDC88A	ENSG00000115355
114	0.0027	PIGT	ENSG00000124155
114	0.0027	KDM4B	ENSG00000127663
114	0.0027	KMT2A	ENSG00000118058
114	0.0027	DVL3	ENSG00000161202
125	0.0026	DHX35	ENSG00000101452
125	0.0026	ATR	ENSG00000175054
125	0.0026	STRADA	ENSG00000266173
125	0.0026	ATRX	ENSG00000085224
125	0.0026	BMP4	ENSG00000125378
125	0.0026	ZNF462	ENSG00000148143
125	0.0026	VEGFA	ENSG00000112715
125	0.0026	PLCH1	ENSG00000114805
133	0.0025	SLC25A24	ENSG00000085491
133	0.0025	HM13	ENSG00000101294
133	0.0025	HNRNPR	ENSG00000125944
133	0.0025	B3GAT3	ENSG00000149541
133	0.0025	CIR1	ENSG00000138433
133	0.0025	CSGALNACT1	ENSG00000147408
133	0.0025	C2CD3	ENSG00000168014
133	0.0025	HECTD4	ENSG00000173064
133	0.0025	TCOF1	ENSG00000070814
133	0.0025	C1orf43	ENSG00000143612
133	0.0025	FLI1	ENSG00000151702
133	0.0025	RYBP	ENSG00000163602
133	0.0025	COG7	ENSG00000168434
146	0.0024	FGFR2	ENSG00000066468
146	0.0024	CCDC47	ENSG00000108588
146	0.0024	ARVCF	ENSG00000099889
146	0.0024	COMT	ENSG00000093010
146	0.0024	GP1BB	ENSG00000203618
146	0.0024	HIRA	ENSG00000100084
146	0.0024	JMJD1C	ENSG00000171988
146	0.0024	RREB1	ENSG00000124782
146	0.0024	SEC24C	ENSG00000176986
146	0.0024	TBX1	ENSG00000184058
146	0.0024	UFD1	ENSG00000070010
146	0.0024	ARX	ENSG00000004848
146	0.0024	JARID2	ENSG00000008083
146	0.0024	TWSG1	ENSG00000128791
146	0.0024	RECQL4	ENSG00000160957
146	0.0024	SON	ENSG00000159140
146	0.0024	FKRP	ENSG00000181027
146	0.0024	IFT27	ENSG00000100360
146	0.0024	MED12	ENSG00000184634
146	0.0024	CHRD	ENSG00000090539
146	0.0024	NFASC	ENSG00000163531
146	0.0024	KATNB1	ENSG00000140854
146	0.0024	NDE1	ENSG00000072864
146	0.0024	RELN	ENSG00000189056
146	0.0024	CAMSAP1	ENSG00000130559
146	0.0024	DLK1	ENSG00000185559
146	0.0024	RTL1	ENSG00000254656
173	0.0023	FRMD4A	ENSG00000151474
173	0.0023	NXN	ENSG00000167693
173	0.0023	ROR2	ENSG00000169071
173	0.0023	REM2	ENSG00000139890
173	0.0023	MAP1B	ENSG00000131711
173	0.0023	EP300	ENSG00000100393
173	0.0023	WDR11	ENSG00000120008
173	0.0023	PTCH1	ENSG00000185920
173	0.0023	TUBB2B	ENSG00000137285
173	0.0023	POMGNT1	ENSG00000085998
173	0.0023	KIDINS220	ENSG00000134313
173	0.0023	TBC1D32	ENSG00000146350
173	0.0023	WDR4	ENSG00000160193
186	0.0022	PUF60	ENSG00000179950
186	0.0022	CRIPT	ENSG00000119878
186	0.0022	AMER1	ENSG00000184675
186	0.0022	NDST1	ENSG00000070614
186	0.0022	TRIP12	ENSG00000153827
186	0.0022	LRP2	ENSG00000081479
186	0.0022	DSCAM	ENSG00000171587
186	0.0022	POU4F2	ENSG00000151615
186	0.0022	QARS1	ENSG00000172053
186	0.0022	SHH	ENSG00000164690
186	0.0022	PRSS56	ENSG00000237412
186	0.0022	ADAR	ENSG00000160710
186	0.0022	MT-ATP6	ENSG00000198899
186	0.0022	NUP54	ENSG00000138750
186	0.0022	NUP62	ENSG00000213024
186	0.0022	SCUBE3	ENSG00000146197
186	0.0022	FZD4	ENSG00000174804
186	0.0022	AARS1	ENSG00000090861
186	0.0022	CARS1	ENSG00000110619
186	0.0022	ERCC2	ENSG00000104884
186	0.0022	ERCC3	ENSG00000163161
186	0.0022	GTF2E2	ENSG00000197265
186	0.0022	GTF2H5	ENSG00000272047
186	0.0022	MPLKIP	ENSG00000168303
186	0.0022	RNF113A	ENSG00000125352
186	0.0022	TARS1	ENSG00000113407
186	0.0022	AIMP2	ENSG00000106305
186	0.0022	MFF	ENSG00000168958
186	0.0022	SF3B2	ENSG00000087365
215	0.0021	CDC42	ENSG00000070831
215	0.0021	METTL23	ENSG00000181038
215	0.0021	GNB2	ENSG00000172354
215	0.0021	ARHGAP35	ENSG00000160007
215	0.0021	ATP1A2	ENSG00000018625
215	0.0021	ATP1A3	ENSG00000105409
215	0.0021	CACNA1A	ENSG00000141837
215	0.0021	SLC1A3	ENSG00000079215
215	0.0021	CACNA2D1	ENSG00000153956
215	0.0021	SOX9	ENSG00000125398
215	0.0021	PPP2R1A	ENSG00000105568
215	0.0021	TOR1A	ENSG00000136827
215	0.0021	DPM2	ENSG00000136908
215	0.0021	TMEM53	ENSG00000126106
215	0.0021	KCNK4	ENSG00000182450
215	0.0021	PRICKLE1	ENSG00000139174
215	0.0021	GBX2	ENSG00000168505
215	0.0021	EDNRA	ENSG00000151617
215	0.0021	UFC1	ENSG00000143222
215	0.0021	TGIF1	ENSG00000177426
215	0.0021	PXDN	ENSG00000130508
215	0.0021	SP8	ENSG00000164651
215	0.0021	B4GAT1	ENSG00000174684
215	0.0021	VAX1	ENSG00000148704
215	0.0021	KDM5B	ENSG00000117139
215	0.0021	SRCAP	ENSG00000080603
241	0.002	RARS2	ENSG00000146282
241	0.002	POMT1	ENSG00000130714
241	0.002	CYB5A	ENSG00000166347
241	0.002	CYB5R3	ENSG00000100243
241	0.002	FOXC2	ENSG00000176692
241	0.002	CHD7	ENSG00000171316
241	0.002	LMNA	ENSG00000160789
241	0.002	DHCR24	ENSG00000116133
241	0.002	PRRC2B	ENSG00000130723
241	0.002	NALCN	ENSG00000102452
241	0.002	B9D2	ENSG00000123810
241	0.002	ROBO1	ENSG00000169855
241	0.002	PYCR2	ENSG00000143811
241	0.002	TRIM67	ENSG00000119283
241	0.002	MYMK	ENSG00000187616
241	0.002	FAM149B1	ENSG00000138286
241	0.002	KIAA0753	ENSG00000198920
241	0.002	OFD1	ENSG00000046651
241	0.002	PDE6D	ENSG00000156973
241	0.002	TCTN3	ENSG00000119977
241	0.002	TMEM216	ENSG00000187049
241	0.002	TOPORS	ENSG00000197579
241	0.002	CDC42BPB	ENSG00000198752
241	0.002	GLB1	ENSG00000170266
241	0.002	ASXL3	ENSG00000141431
241	0.002	PIGB	ENSG00000069943
241	0.002	DDX3X	ENSG00000215301
241	0.002	PSEN1	ENSG00000080815
241	0.002	TET1	ENSG00000138336
241	0.002	PRKAB1	ENSG00000111725
241	0.002	LONP1	ENSG00000196365
