rank	score	gene_symbol	gene_identifier
1	0.0342	RHAG	ENSG00000112077
2	0.0269	SLC4A1	ENSG00000004939
3	0.0257	SPTB	ENSG00000070182
4	0.0251	ANK1	ENSG00000029534
5	0.025	SPTA1	ENSG00000163554
6	0.0183	DMTN	ENSG00000158856
7	0.0178	EPB41	ENSG00000159023
7	0.0178	GYPC	ENSG00000136732
9	0.0174	ADD2	ENSG00000075340
10	0.0169	RHCE	ENSG00000188672
10	0.0169	RHD	ENSG00000187010
12	0.0164	EPB42	ENSG00000166947
13	0.0143	LCAT	ENSG00000213398
14	0.0126	PRDX2	ENSG00000167815
15	0.0122	UROS	ENSG00000188690
16	0.0117	SLC20A1	ENSG00000144136
17	0.011	KCNN4	ENSG00000104783
17	0.011	PIEZO1	ENSG00000103335
19	0.0108	ADD1	ENSG00000087274
20	0.0106	HBB	ENSG00000244734
20	0.0106	HBD	ENSG00000223609
22	0.0102	BNIP3L	ENSG00000104765
23	0.01	TF	ENSG00000091513
24	0.0099	PRDX1	ENSG00000117450
25	0.0097	PKLR	ENSG00000143627
26	0.0094	PRKAA1	ENSG00000132356
27	0.0093	SLC12A4	ENSG00000124067
28	0.0088	AMPD3	ENSG00000133805
28	0.0088	NMNAT3	ENSG00000163864
30	0.0086	TPI1	ENSG00000111669
31	0.0083	FOXO3	ENSG00000118689
31	0.0083	FOXO3B	ENSG00000240445
33	0.0073	PRKAG1	ENSG00000181929
34	0.0072	HBA1	ENSG00000206172
34	0.0072	HBA2	ENSG00000188536
36	0.0068	NFE2L2	ENSG00000116044
37	0.0066	SLC4A4	ENSG00000080493
38	0.0065	LDHA	ENSG00000134333
39	0.0062	PRKAB1	ENSG00000111725
39	0.0062	CD47	ENSG00000196776
41	0.006	HK1	ENSG00000156515
41	0.006	CD59	ENSG00000085063
43	0.0057	G6PD	ENSG00000160211
44	0.0055	GPI	ENSG00000105220
44	0.0055	AQP9	ENSG00000103569
46	0.0054	TRPC2	ENSG00000182048
47	0.0053	STEAP3	ENSG00000115107
47	0.0053	NEK1	ENSG00000137601
49	0.0052	VPS13A	ENSG00000197969
50	0.005	CAD	ENSG00000084774
51	0.0046	EIF2AK1	ENSG00000086232
52	0.0045	SLFN14	ENSG00000236320
52	0.0045	SLC29A1	ENSG00000112759
54	0.0044	SLC11A2	ENSG00000110911
54	0.0044	ABCB6	ENSG00000115657
56	0.0042	MFSD2B	ENSG00000205639
57	0.004	HLA-DQB1	ENSG00000179344
57	0.004	HLA-DQB2	ENSG00000232629
57	0.004	ABCG5	ENSG00000138075
57	0.004	TOR1A	ENSG00000136827
61	0.0039	PRKG1	ENSG00000185532
62	0.0038	ADAMTS13	ENSG00000160323
62	0.0038	CFH	ENSG00000000971
62	0.0038	CFHR1	ENSG00000244414
62	0.0038	CFHR3	ENSG00000116785
62	0.0038	GATA1	ENSG00000102145
62	0.0038	AMMECR1	ENSG00000101935
62	0.0038	CRIPT	ENSG00000119878
69	0.0036	SLC2A1	ENSG00000117394
70	0.0035	BPGM	ENSG00000172331
70	0.0035	CDAN1	ENSG00000140326
70	0.0035	MTTP	ENSG00000138823
73	0.0034	ACSL4	ENSG00000068366
73	0.0034	APOB	ENSG00000084674
73	0.0034	CYP4F22	ENSG00000171954
73	0.0034	KCNE5	ENSG00000176076
73	0.0034	PANK2	ENSG00000125779
73	0.0034	SAR1B	ENSG00000152700
73	0.0034	PICALM	ENSG00000073921
73	0.0034	PPP1R15A	ENSG00000087074
81	0.0032	KIF23	ENSG00000137807
81	0.0032	RACGAP1	ENSG00000161800
81	0.0032	KLF1	ENSG00000105610
81	0.0032	NHLRC2	ENSG00000196865
81	0.0032	TMPRSS6	ENSG00000187045
81	0.0032	TRNT1	ENSG00000072756
87	0.0031	IL2RA	ENSG00000134460
87	0.0031	SLC19A1	ENSG00000173638
89	0.003	SC5D	ENSG00000109929
89	0.003	EXOC6	ENSG00000138190
89	0.003	PFKM	ENSG00000152556
92	0.0029	CLPB	ENSG00000162129
93	0.0028	ABCG8	ENSG00000143921
94	0.0027	RASA3	ENSG00000185989
95	0.0026	UMPS	ENSG00000114491
96	0.0025	FBXO7	ENSG00000100225
96	0.0025	SGMS2	ENSG00000164023
96	0.0025	CDIN1	ENSG00000186073
96	0.0025	AK1	ENSG00000106992
96	0.0025	ALAD	ENSG00000148218
96	0.0025	ALDOA	ENSG00000149925
96	0.0025	ATP11C	ENSG00000101974
96	0.0025	COL4A1	ENSG00000187498
96	0.0025	FECH	ENSG00000066926
96	0.0025	GALT	ENSG00000213930
96	0.0025	GCLC	ENSG00000001084
96	0.0025	GSS	ENSG00000100983
108	0.0024	FCER1G	ENSG00000158869
109	0.0023	PGK1	ENSG00000102144
109	0.0023	NBN	ENSG00000104320
109	0.0023	ATP4A	ENSG00000105675
109	0.0023	GP1BA	ENSG00000185245
113	0.0022	SCARB1	ENSG00000073060
113	0.0022	XK	ENSG00000047597
115	0.0021	DGKE	ENSG00000153933
115	0.0021	MAN2A1	ENSG00000112893
117	0.002	AMN	ENSG00000166126
117	0.002	CUBN	ENSG00000107611
117	0.002	GSR	ENSG00000104687
117	0.002	NT5C3A	ENSG00000122643
117	0.002	GPX1	ENSG00000233276
117	0.002	PIGT	ENSG00000124155
117	0.002	UNC93B1	ENSG00000110057
124	0.0019	MPIG6B	ENSG00000204420
124	0.0019	KMT2D	ENSG00000167548
124	0.0019	C3	ENSG00000125730
124	0.0019	CD46	ENSG00000117335
124	0.0019	CFB	ENSG00000243649
124	0.0019	CFI	ENSG00000205403
124	0.0019	THBD	ENSG00000178726
124	0.0019	FCGR1A	ENSG00000150337
124	0.0019	FCGR1BP	ENSG00000198019
133	0.0018	TSPO2	ENSG00000112212
133	0.0018	PDGFRB	ENSG00000113721
133	0.0018	IL2RB	ENSG00000100385
133	0.0018	CPOX	ENSG00000080819
133	0.0018	RHBDF1	ENSG00000007384
138	0.0017	HBZ	ENSG00000130656
138	0.0017	CTLA4	ENSG00000163599
138	0.0017	DNASE1	ENSG00000213918
138	0.0017	FCGR2A	ENSG00000143226
138	0.0017	FCGR2B	ENSG00000072694
138	0.0017	PTPN22	ENSG00000134242
138	0.0017	TREX1	ENSG00000213689
138	0.0017	ATP7B	ENSG00000123191
138	0.0017	TNFAIP3	ENSG00000118503
138	0.0017	CA2	ENSG00000104267
138	0.0017	HEPH	ENSG00000089472
149	0.0016	PIGA	ENSG00000165195
149	0.0016	BLM	ENSG00000197299
149	0.0016	UROD	ENSG00000126088
149	0.0016	GNB2	ENSG00000172354
149	0.0016	PPP1R15B	ENSG00000158615
149	0.0016	ADAR	ENSG00000160710
155	0.0015	SLC7A1	ENSG00000139514
155	0.0015	LIG1	ENSG00000105486
155	0.0015	FERMT3	ENSG00000149781
155	0.0015	DPH6	ENSG00000134146
159	0.0014	IREB2	ENSG00000136381
159	0.0014	EFR3B	ENSG00000084710
159	0.0014	AHSP	ENSG00000169877
159	0.0014	TTC7A	ENSG00000068724
159	0.0014	NCKAP1L	ENSG00000123338
159	0.0014	MYO1C	ENSG00000197879
165	0.0013	HMOX1	ENSG00000100292
165	0.0013	IFNG	ENSG00000111537
165	0.0013	IL2	ENSG00000109471
165	0.0013	PEAK3	ENSG00000188305
165	0.0013	CLDN12	ENSG00000157224
165	0.0013	WAS	ENSG00000015285
165	0.0013	WIPF1	ENSG00000115935
165	0.0013	TNFRSF4	ENSG00000186827
165	0.0013	CALR	ENSG00000179218
165	0.0013	JAK2	ENSG00000096968
165	0.0013	MPL	ENSG00000117400
165	0.0013	TET2	ENSG00000168769
165	0.0013	IFIH1	ENSG00000115267
165	0.0013	CCNE1	ENSG00000105173
165	0.0013	TFRC	ENSG00000072274
165	0.0013	CDK5RAP2	ENSG00000136861
165	0.0013	RLIM	ENSG00000131263
182	0.0012	PNMA2	ENSG00000240694
182	0.0012	ASL	ENSG00000126522
182	0.0012	FOXP3	ENSG00000049768
182	0.0012	E2F4	ENSG00000205250
182	0.0012	BANK1	ENSG00000153064
182	0.0012	BLK	ENSG00000136573
182	0.0012	C4A	ENSG00000244731
182	0.0012	C4B	ENSG00000224389
182	0.0012	CR2	ENSG00000117322
182	0.0012	ETS1	ENSG00000134954
182	0.0012	FCGR3B	ENSG00000162747
182	0.0012	HLA-DRB1	ENSG00000196126
182	0.0012	IGHG1	ENSG00000211896
182	0.0012	IL10	ENSG00000136634
182	0.0012	IRAK1	ENSG00000184216
182	0.0012	IRF5	ENSG00000128604
182	0.0012	ITGAM	ENSG00000169896
182	0.0012	JAZF1	ENSG00000153814
182	0.0012	KIAA0319L	ENSG00000142687
182	0.0012	MECP2	ENSG00000169057
182	0.0012	PDCD1	ENSG00000188389
182	0.0012	PXK	ENSG00000168297
182	0.0012	SPP1	ENSG00000118785
182	0.0012	STAT4	ENSG00000138378
182	0.0012	TLR7	ENSG00000196664
182	0.0012	TNFSF4	ENSG00000117586
182	0.0012	TNIP1	ENSG00000145901
182	0.0012	UBE2L3	ENSG00000185651
182	0.0012	TSSC4	ENSG00000184281
182	0.0012	NXPE3	ENSG00000144815
182	0.0012	DEF6	ENSG00000023892
182	0.0012	TPP2	ENSG00000134900
182	0.0012	TCEAL7	ENSG00000182916
182	0.0012	KIT	ENSG00000157404
182	0.0012	ATE1	ENSG00000107669
182	0.0012	ADAM10	ENSG00000137845
182	0.0012	CTC1	ENSG00000178971
182	0.0012	BANF1	ENSG00000175334
182	0.0012	RB1CC1	ENSG00000023287
182	0.0012	GABARAPL2	ENSG00000034713
182	0.0012	RABL2A	ENSG00000144134
182	0.0012	NOX4	ENSG00000086991
182	0.0012	PTGDR	ENSG00000168229
182	0.0012	TFR2	ENSG00000106327
182	0.0012	OXSM	ENSG00000151093
182	0.0012	TADA2A	ENSG00000108264
228	0.0011	EPOR	ENSG00000187266
228	0.0011	BTNL2	ENSG00000204290
228	0.0011	KCTD1	ENSG00000134504
228	0.0011	MGAT2	ENSG00000168282
228	0.0011	MGST3	ENSG00000143198
228	0.0011	ALDH3A2	ENSG00000072210
228	0.0011	PGM3	ENSG00000013375
228	0.0011	TSPAN33	ENSG00000158457
228	0.0011	UBE2J2	ENSG00000160087
237	0.001	CD19	ENSG00000177455
237	0.001	CD81	ENSG00000110651
237	0.001	ICOS	ENSG00000163600
237	0.001	IRF2BP2	ENSG00000168264
237	0.001	MS4A1	ENSG00000156738
237	0.001	NFKB1	ENSG00000109320
237	0.001	NFKB2	ENSG00000077150
237	0.001	PRKCD	ENSG00000163932
237	0.001	TNFRSF13B	ENSG00000240505
237	0.001	TNFRSF13C	ENSG00000159958
237	0.001	TNFSF12	ENSG00000239697
237	0.001	ANAPC7	ENSG00000196510
237	0.001	ANKRD13C	ENSG00000118454
237	0.001	AP2A1	ENSG00000196961
237	0.001	DNAJC13	ENSG00000138246
237	0.001	DNAJC7	ENSG00000168259
237	0.001	GIMAP6	ENSG00000133561
237	0.001	GTPBP4	ENSG00000107937
237	0.001	HEMGN	ENSG00000136929
237	0.001	MCMBP	ENSG00000197771
237	0.001	MLX	ENSG00000108788
237	0.001	MON1B	ENSG00000103111
237	0.001	MTMR3	ENSG00000100330
237	0.001	NECAP2	ENSG00000157191
237	0.001	NTAQ1	ENSG00000156795
237	0.001	PCDHB5	ENSG00000113209
237	0.001	PLEKHF2	ENSG00000175895
237	0.001	RAB10	ENSG00000084733
237	0.001	RNF10	ENSG00000022840
237	0.001	RRBP1	ENSG00000125844
237	0.001	SLC25A21	ENSG00000183032
237	0.001	SMARCE1	ENSG00000073584
237	0.001	TBC1D9B	ENSG00000197226
237	0.001	TPCN1	ENSG00000186815
237	0.001	TRAF3IP3	ENSG00000009790
237	0.001	WDR41	ENSG00000164253
237	0.001	ZCCHC2	ENSG00000141664
237	0.001	ZNF644	ENSG00000122482
237	0.001	PLVAP	ENSG00000130300
237	0.001	SUSD1	ENSG00000106868
237	0.001	ATP8B1	ENSG00000081923
237	0.001	MYL12A	ENSG00000101608
237	0.001	MYL12B	ENSG00000118680
237	0.001	PLEKHM2	ENSG00000116786
237	0.001	FAM135A	ENSG00000082269
237	0.001	RAB11B	ENSG00000185236
237	0.001	TENM1	ENSG00000009694
237	0.001	HAGH	ENSG00000063854
237	0.001	SPRED2	ENSG00000198369
237	0.001	AP4E1	ENSG00000081014
237	0.001	EPS15	ENSG00000085832
