rank	score	gene_symbol	gene_identifier
1	0.0103	GBA1	ENSG00000177628
2	0.0027	PTGS1	ENSG00000095303
3	0.0022	SOD2	ENSG00000112096
3	0.0022	ABHD5	ENSG00000011198
5	0.002	SLC7A7	ENSG00000155465
6	0.0019	SLC6A8	ENSG00000130821
7	0.0017	COG6	ENSG00000133103
7	0.0017	ABCA12	ENSG00000144452
9	0.0016	GTF2H5	ENSG00000272047
9	0.0016	PEX13	ENSG00000162928
11	0.0015	ERCC2	ENSG00000104884
11	0.0015	VPS33B	ENSG00000184056
13	0.0014	GATM	ENSG00000171766
13	0.0014	ELOVL4	ENSG00000118402
13	0.0014	SLC6A9	ENSG00000196517
13	0.0014	LORICRIN	ENSG00000203782
13	0.0014	KRT10	ENSG00000186395
18	0.0013	SPINK5	ENSG00000133710
18	0.0013	CYP4F22	ENSG00000171954
18	0.0013	HMGN3	ENSG00000118418
18	0.0013	HTR2C	ENSG00000147246
18	0.0013	PNPLA1	ENSG00000180316
18	0.0013	ELP2	ENSG00000134759
18	0.0013	PMM2	ENSG00000140650
18	0.0013	NIPAL4	ENSG00000172548
18	0.0013	COX10	ENSG00000006695
18	0.0013	ACAD9	ENSG00000177646
18	0.0013	GPKOW	ENSG00000068394
18	0.0013	ZNFX1	ENSG00000124201
30	0.0012	PREPL	ENSG00000138078
30	0.0012	CAD	ENSG00000084774
30	0.0012	VIPAS39	ENSG00000151445
30	0.0012	NDUFS4	ENSG00000164258
30	0.0012	RNASEH2C	ENSG00000172922
30	0.0012	ALOX12B	ENSG00000179477
30	0.0012	TGM1	ENSG00000092295
30	0.0012	EBP	ENSG00000147155
30	0.0012	ATP6AP1	ENSG00000071553
39	0.0011	COG7	ENSG00000168434
39	0.0011	NSDHL	ENSG00000147383
39	0.0011	POMP	ENSG00000132963
39	0.0011	ALPL	ENSG00000162551
39	0.0011	EFL1	ENSG00000140598
44	0.001	BTD	ENSG00000169814
44	0.001	COX5A	ENSG00000178741
44	0.001	CERS3	ENSG00000154227
44	0.001	KRT1	ENSG00000167768
44	0.001	NR2F1	ENSG00000175745
44	0.001	ZDHHC9	ENSG00000188706
44	0.001	MVK	ENSG00000110921
44	0.001	CHAT	ENSG00000070748
44	0.001	SLC18A3	ENSG00000187714
44	0.001	ALOXE3	ENSG00000179148
44	0.001	PIGA	ENSG00000165195
44	0.001	OLIG2	ENSG00000205927
44	0.001	LIPA	ENSG00000107798
