rank	score	gene_symbol	gene_identifier
1	0.0306	PTPN11	ENSG00000179295
2	0.0271	CILK1	ENSG00000112144
3	0.0204	HRAS	ENSG00000174775
4	0.0183	ALX1	ENSG00000180318
5	0.0178	PRICKLE1	ENSG00000139174
6	0.0153	ZEB1	ENSG00000148516
7	0.015	IDUA	ENSG00000127415
8	0.0137	GSC	ENSG00000133937
9	0.0133	TBX15	ENSG00000092607
10	0.0127	FIGN	ENSG00000182263
11	0.0119	NEDD4	ENSG00000069869
12	0.0114	HEY2	ENSG00000135547
13	0.0112	FOXH1	ENSG00000160973
14	0.0111	FGF9	ENSG00000102678
15	0.011	COL11A2	ENSG00000204248
16	0.0108	COL2A1	ENSG00000139219
17	0.0107	SH3PXD2B	ENSG00000174705
18	0.0104	PRRX1	ENSG00000116132
19	0.0097	TCOF1	ENSG00000070814
20	0.0096	POLE4	ENSG00000115350
21	0.0093	FGFR1	ENSG00000077782
22	0.0089	ALG9	ENSG00000086848
23	0.0088	BAZ1B	ENSG00000009954
23	0.0088	DOCK6	ENSG00000130158
25	0.0087	FGFR3	ENSG00000068078
26	0.0084	EDNRA	ENSG00000151617
27	0.0083	CCN3	ENSG00000136999
27	0.0083	ROR2	ENSG00000169071
29	0.0082	B3GLCT	ENSG00000187676
30	0.0079	MKS1	ENSG00000011143
31	0.0078	H4C3	ENSG00000197061
32	0.0077	TCF15	ENSG00000125878
33	0.0074	ALX4	ENSG00000052850
33	0.0074	TWSG1	ENSG00000128791
35	0.0072	SERAC1	ENSG00000122335
36	0.0071	KLF3	ENSG00000109787
36	0.0071	CRKL	ENSG00000099942
38	0.0069	TBX1	ENSG00000184058
39	0.0068	TWIST2	ENSG00000233608
40	0.0065	PFAS	ENSG00000178921
41	0.0064	SP8	ENSG00000164651
41	0.0064	CPLANE1	ENSG00000197603
43	0.0063	LMNA	ENSG00000160789
44	0.0062	ZIC3	ENSG00000156925
45	0.0061	DHCR7	ENSG00000172893
45	0.0061	KRAS	ENSG00000133703
47	0.006	FGFR2	ENSG00000066468
47	0.006	PARL	ENSG00000175193
49	0.0059	ANKH	ENSG00000154122
49	0.0059	HOXC10	ENSG00000180818
51	0.0058	HIC1	ENSG00000177374
52	0.0057	KCTD1	ENSG00000134504
52	0.0057	PIK3CA	ENSG00000121879
52	0.0057	BMP5	ENSG00000112175
52	0.0057	PTCH1	ENSG00000185920
52	0.0057	CYCS	ENSG00000172115
52	0.0057	PCNT	ENSG00000160299
58	0.0056	STAG1	ENSG00000118007
59	0.0055	CHST14	ENSG00000169105
60	0.0054	NDST1	ENSG00000070614
61	0.0053	CPLX1	ENSG00000168993
61	0.0053	CTBP1	ENSG00000159692
61	0.0053	LETM1	ENSG00000168924
61	0.0053	NELFA	ENSG00000185049
61	0.0053	NSD2	ENSG00000109685
61	0.0053	PIGG	ENSG00000174227
61	0.0053	TFAP2A	ENSG00000137203
68	0.0052	RNF2	ENSG00000121481
68	0.0052	IFT56	ENSG00000105948
68	0.0052	SFN	ENSG00000175793
68	0.0052	ARSB	ENSG00000113273
72	0.0051	TPO	ENSG00000115705
72	0.0051	LAMA5	ENSG00000130702
72	0.0051	TAF1	ENSG00000147133
75	0.0049	HEATR3	ENSG00000155393
75	0.0049	LIG4	ENSG00000174405
75	0.0049	NSUN2	ENSG00000037474
75	0.0049	SOS1	ENSG00000115904
75	0.0049	MEGF8	ENSG00000105429
80	0.0048	CHRD	ENSG00000090539
80	0.0048	NDUFS4	ENSG00000164258
80	0.0048	ARID1B	ENSG00000049618
83	0.0047	PTEN	ENSG00000171862
83	0.0047	TMEM53	ENSG00000126106
83	0.0047	PHEX	ENSG00000102174
86	0.0046	RPS6KA3	ENSG00000177189
86	0.0046	BTD	ENSG00000169814
86	0.0046	RLN1	ENSG00000107018
86	0.0046	RLN2	ENSG00000107014
