rank	score	gene_symbol	gene_identifier
1	0.0525	ATP6V1B2	ENSG00000147416
1	0.0525	PMM2	ENSG00000140650
1	0.0525	TBC1D24	ENSG00000162065
4	0.0234	AKT2	ENSG00000105221
4	0.0234	ANKRD12	ENSG00000101745
4	0.0234	ARHGAP25	ENSG00000163219
4	0.0234	BRCC3	ENSG00000185515
4	0.0234	CD55	ENSG00000196352
4	0.0234	CLK1	ENSG00000013441
4	0.0234	CTNNBIP1	ENSG00000178585
4	0.0234	CYBC1	ENSG00000178927
4	0.0234	DBNDD2	ENSG00000244274
4	0.0234	DNTTIP1	ENSG00000101457
4	0.0234	DUSP1	ENSG00000120129
4	0.0234	EP300	ENSG00000100393
4	0.0234	ERMN	ENSG00000136541
4	0.0234	EVL	ENSG00000196405
4	0.0234	FBXO42	ENSG00000037637
4	0.0234	GDAP2	ENSG00000196505
4	0.0234	IGF2BP3	ENSG00000136231
4	0.0234	KLHL42	ENSG00000087448
4	0.0234	NFYA	ENSG00000001167
4	0.0234	PF4	ENSG00000163737
4	0.0234	PF4V1	ENSG00000109272
4	0.0234	POSTN	ENSG00000133110
4	0.0234	PPP4R1	ENSG00000154845
4	0.0234	PTGES2	ENSG00000148334
4	0.0234	PWWP3A	ENSG00000160953
4	0.0234	RAD54L2	ENSG00000164080
4	0.0234	RDH16	ENSG00000139547
4	0.0234	RNASE12	ENSG00000258436
4	0.0234	RTBDN	ENSG00000132026
4	0.0234	SAR1B	ENSG00000152700
4	0.0234	SDHC	ENSG00000143252
4	0.0234	SFXN1	ENSG00000164466
4	0.0234	SGSH	ENSG00000181523
4	0.0234	SIDT2	ENSG00000149577
4	0.0234	SLC46A3	ENSG00000139508
4	0.0234	THBS2	ENSG00000186340
4	0.0234	TIAL1	ENSG00000151923
4	0.0234	TPMT	ENSG00000137364
4	0.0234	TRPM7	ENSG00000092439
4	0.0234	TTC39B	ENSG00000155158
4	0.0234	USP33	ENSG00000077254
4	0.0234	ZNF219	ENSG00000165804
4	0.0234	ZRANB1	ENSG00000019995
47	0.0233	MPL	ENSG00000117400
48	0.0227	ACAT1	ENSG00000075239
48	0.0227	LACC1	ENSG00000179630
50	0.0201	MARS1	ENSG00000166986
51	0.0162	JAK2	ENSG00000096968
52	0.0152	CORO1C	ENSG00000110880
53	0.0145	ATP6V1D	ENSG00000100554
53	0.0145	HIPK3	ENSG00000110422
55	0.0143	THPO	ENSG00000090534
56	0.0133	TMEM212	ENSG00000186329
57	0.0128	TGFB1	ENSG00000105329
58	0.0118	SKIC3	ENSG00000198677
59	0.0111	HLA-DQA1	ENSG00000196735
59	0.0111	HLA-DQB1	ENSG00000179344
61	0.0109	HEXB	ENSG00000049860
62	0.0104	ANKRD13A	ENSG00000076513
63	0.0102	BAK1	ENSG00000030110
