rank	score	gene_symbol	gene_identifier
1	0.0164	KCNJ11	ENSG00000187486
2	0.0074	CEL	ENSG00000170835
3	0.0073	GCK	ENSG00000106633
4	0.0069	LEPR	ENSG00000116678
5	0.0063	DUT	ENSG00000128951
6	0.0061	INSR	ENSG00000171105
7	0.006	SIM1	ENSG00000112246
8	0.0058	ABCC8	ENSG00000006071
8	0.0058	APPL1	ENSG00000157500
8	0.0058	BLK	ENSG00000136573
8	0.0058	HNF1A	ENSG00000135100
8	0.0058	HNF4A	ENSG00000101076
8	0.0058	INS	ENSG00000254647
8	0.0058	KLF11	ENSG00000172059
8	0.0058	NEUROD1	ENSG00000162992
8	0.0058	PAX4	ENSG00000106331
8	0.0058	PDX1	ENSG00000139515
18	0.0051	NARS2	ENSG00000137513
19	0.0049	SLC2A2	ENSG00000163581
20	0.0046	DNAJC3	ENSG00000102580
21	0.0037	ITCH	ENSG00000078747
22	0.0036	PLAGL1	ENSG00000118495
22	0.0036	ZFP57	ENSG00000204644
24	0.0031	PTF1A	ENSG00000168267
24	0.0031	SLC5A2	ENSG00000140675
26	0.003	PRKAB1	ENSG00000111725
26	0.003	FOXP3	ENSG00000049768
28	0.0028	TRMT5	ENSG00000126814
29	0.0027	NSMCE2	ENSG00000156831
30	0.0026	HNF1B	ENSG00000108753
30	0.0026	YIPF5	ENSG00000145817
32	0.0024	BSCL2	ENSG00000168000
33	0.0023	MTX2	ENSG00000128654
34	0.0021	STAT3	ENSG00000168610
35	0.002	WRN	ENSG00000165392
36	0.0019	DMXL2	ENSG00000104093
36	0.0019	IL6	ENSG00000136244
36	0.0019	ITPR3	ENSG00000096433
36	0.0019	PTPN22	ENSG00000134242
40	0.0018	CELA2A	ENSG00000142615
40	0.0018	GATA6	ENSG00000141448
42	0.0017	FLNB	ENSG00000136068
42	0.0017	CCND1	ENSG00000110092
42	0.0017	VHL	ENSG00000134086
45	0.0016	RFX6	ENSG00000185002
46	0.0015	BLM	ENSG00000197299
46	0.0015	STK11	ENSG00000118046
48	0.0014	LRP5	ENSG00000162337
48	0.0014	PRKCSH	ENSG00000130175
48	0.0014	SEC63	ENSG00000025796
48	0.0014	INSL5	ENSG00000172410
48	0.0014	ASIP	ENSG00000101440
48	0.0014	ZMPSTE24	ENSG00000084073
54	0.0013	PKD2	ENSG00000118762
54	0.0013	PEX13	ENSG00000162928
54	0.0013	PIK3R1	ENSG00000145675
54	0.0013	RBM4	ENSG00000173933
54	0.0013	GLIS3	ENSG00000107249
54	0.0013	LEP	ENSG00000174697
54	0.0013	SHPK	ENSG00000197417
61	0.0012	EIF2AK3	ENSG00000172071
61	0.0012	SGMS1	ENSG00000198964
61	0.0012	COL5A3	ENSG00000080573
61	0.0012	AKT2	ENSG00000105221
61	0.0012	BAZ1B	ENSG00000009954
61	0.0012	BCL7B	ENSG00000106635
61	0.0012	BUD23	ENSG00000071462
61	0.0012	CLIP2	ENSG00000106665
61	0.0012	DNAJC30	ENSG00000176410
61	0.0012	EIF4H	ENSG00000106682
61	0.0012	ELN	ENSG00000049540
61	0.0012	FKBP6	ENSG00000077800
61	0.0012	GTF2I	ENSG00000077809
61	0.0012	GTF2IRD1	ENSG00000006704
61	0.0012	GTF2IRD2	ENSG00000196275
61	0.0012	LIMK1	ENSG00000106683
61	0.0012	METTL27	ENSG00000165171
61	0.0012	MLXIPL	ENSG00000009950
61	0.0012	NCF1	ENSG00000158517
61	0.0012	RFC2	ENSG00000049541
61	0.0012	STX1A	ENSG00000106089
61	0.0012	TBL2	ENSG00000106638
61	0.0012	TMEM270	ENSG00000175877
61	0.0012	VPS37D	ENSG00000176428
61	0.0012	GRIA1	ENSG00000155511
61	0.0012	GYPC	ENSG00000136732
61	0.0012	PHB2	ENSG00000215021
61	0.0012	KHK	ENSG00000138030
61	0.0012	CDK4	ENSG00000135446
61	0.0012	RPS6KB1	ENSG00000108443
61	0.0012	HIPK2	ENSG00000064393
61	0.0012	CLOCK	ENSG00000134852
61	0.0012	CTSB	ENSG00000164733
61	0.0012	CTSL	ENSG00000135047
61	0.0012	CTSS	ENSG00000163131
61	0.0012	CTSV	ENSG00000136943
61	0.0012	PDCD1LG2	ENSG00000197646
61	0.0012	IRS2	ENSG00000185950
61	0.0012	LMNA	ENSG00000160789
