rank	score	gene_symbol	gene_identifier
1	0.0525	ZNF423	ENSG00000102935
2	0.0357	CACNA2D2	ENSG00000007402
3	0.035	CERS1	ENSG00000223802
3	0.035	GDF1	ENSG00000130283
5	0.0344	MSX2	ENSG00000120149
6	0.0328	L1CAM	ENSG00000198910
7	0.0327	TMEM67	ENSG00000164953
8	0.0301	ZIC1	ENSG00000152977
8	0.0301	ZIC4	ENSG00000174963
10	0.0256	MKS1	ENSG00000011143
11	0.0251	RAB3GAP1	ENSG00000115839
12	0.0235	ZIC3	ENSG00000156925
13	0.0231	KIF14	ENSG00000118193
14	0.0194	CUL4B	ENSG00000158290
15	0.0193	NIPBL	ENSG00000164190
16	0.018	RAB3GAP2	ENSG00000118873
17	0.0177	CTNNA2	ENSG00000066032
18	0.017	SIN3A	ENSG00000169375
19	0.0168	APP	ENSG00000142192
20	0.0167	DHCR7	ENSG00000172893
21	0.0163	TMCO1	ENSG00000143183
22	0.016	ZEB2	ENSG00000169554
23	0.0158	INTS8	ENSG00000164941
24	0.0154	TP53	ENSG00000141510
25	0.0151	GLI3	ENSG00000106571
26	0.015	ITPR3	ENSG00000096433
27	0.0148	TUBB3	ENSG00000198211
28	0.0147	PURA	ENSG00000185129
29	0.0145	PCGF2	ENSG00000056661
29	0.0145	CREBBP	ENSG00000005339
29	0.0145	ASXL1	ENSG00000171456
32	0.0144	ATN1	ENSG00000111676
32	0.0144	EBP	ENSG00000147155
34	0.0141	OTUD6B	ENSG00000155100
35	0.0139	EP300	ENSG00000100393
35	0.0139	RAB11B	ENSG00000185236
37	0.0137	USP9X	ENSG00000124486
38	0.0136	MAPK8IP3	ENSG00000138834
38	0.0136	SNRPN	ENSG00000128739
40	0.0135	WDR62	ENSG00000075702
41	0.0133	HUWE1	ENSG00000086758
42	0.0132	PEX2	ENSG00000164751
43	0.0129	DDX6	ENSG00000110367
44	0.0128	NSDHL	ENSG00000147383
44	0.0128	SF3B4	ENSG00000143368
46	0.0125	CCDC47	ENSG00000108588
46	0.0125	ERBB3	ENSG00000065361
48	0.0124	MAP1B	ENSG00000131711
48	0.0124	RFX7	ENSG00000181827
48	0.0124	ATP9A	ENSG00000054793
48	0.0124	CHD7	ENSG00000171316
52	0.0123	PPFIBP1	ENSG00000110841
52	0.0123	BLTP1	ENSG00000138688
52	0.0123	CHMP1A	ENSG00000131165
55	0.0122	C2CD3	ENSG00000168014
56	0.0121	EVC2	ENSG00000173040
57	0.0116	BPTF	ENSG00000171634
57	0.0116	INTS1	ENSG00000164880
59	0.0114	CDC42	ENSG00000070831
60	0.0113	HOXD13	ENSG00000128714
60	0.0113	ELP2	ENSG00000134759
62	0.0112	SVBP	ENSG00000177868
62	0.0112	RSPRY1	ENSG00000159579
64	0.011	GRIK2	ENSG00000164418
65	0.0109	CTU2	ENSG00000174177
66	0.0108	KAT8	ENSG00000103510
67	0.0107	B3GALNT2	ENSG00000162885
67	0.0107	B4GAT1	ENSG00000174684
67	0.0107	COL4A1	ENSG00000187498
67	0.0107	CRPPA	ENSG00000214960
67	0.0107	DAG1	ENSG00000173402
67	0.0107	FKRP	ENSG00000181027
67	0.0107	FKTN	ENSG00000106692
67	0.0107	LARGE1	ENSG00000133424
67	0.0107	POMGNT1	ENSG00000085998
67	0.0107	POMGNT2	ENSG00000144647
67	0.0107	POMK	ENSG00000185900
67	0.0107	POMT1	ENSG00000130714
67	0.0107	POMT2	ENSG00000009830
67	0.0107	RXYLT1	ENSG00000118600
81	0.0106	MED25	ENSG00000104973
82	0.0104	TRAPPC9	ENSG00000167632
83	0.0103	MAPK1	ENSG00000100030
83	0.0103	RTTN	ENSG00000176225
83	0.0103	TRRAP	ENSG00000196367
83	0.0103	TCF4	ENSG00000196628
87	0.0102	DRAXIN	ENSG00000162490
88	0.0101	SPTBN1	ENSG00000115306
89	0.01	TUBB2B	ENSG00000137285
90	0.0099	VCP	ENSG00000165280
91	0.0098	RPGRIP1L	ENSG00000103494
92	0.0097	DHCR24	ENSG00000116133
92	0.0097	ATP6V0A2	ENSG00000185344
92	0.0097	ATP6V1A	ENSG00000114573
92	0.0097	ATP6V1E1	ENSG00000131100
92	0.0097	TUBA1A	ENSG00000167552
97	0.0096	RAC1	ENSG00000136238
97	0.0096	MARCKS	ENSG00000155130
97	0.0096	NRCAM	ENSG00000091129
97	0.0096	WDR11	ENSG00000120008
101	0.0095	EML1	ENSG00000066629
101	0.0095	COL2A1	ENSG00000139219
101	0.0095	KIF5C	ENSG00000168280
104	0.0093	PPP1R21	ENSG00000162869
104	0.0093	RYK	ENSG00000163785
104	0.0093	MAN2C1	ENSG00000140400
107	0.0092	VPS13A	ENSG00000197969
107	0.0092	ATR	ENSG00000175054
107	0.0092	GNB1	ENSG00000078369
110	0.0091	THOC2	ENSG00000125676
110	0.0091	SLC35C1	ENSG00000181830
110	0.0091	CYP51A1	ENSG00000001630
113	0.009	SLC10A7	ENSG00000120519
113	0.009	CCDC88A	ENSG00000115355
115	0.0089	EZH2	ENSG00000106462
115	0.0089	SHH	ENSG00000164690
117	0.0088	TMTC3	ENSG00000139324
117	0.0088	SFN	ENSG00000175793
119	0.0087	HESX1	ENSG00000163666
119	0.0087	SMAD4	ENSG00000141646
119	0.0087	ERCC1	ENSG00000012061
119	0.0087	CPLANE1	ENSG00000197603
119	0.0087	PCNT	ENSG00000160299
124	0.0086	FDFT1	ENSG00000079459
124	0.0086	KATNB1	ENSG00000140854
124	0.0086	POLR3GL	ENSG00000121851
124	0.0086	ACP2	ENSG00000134575
124	0.0086	LGI4	ENSG00000153902
124	0.0086	UBE2A	ENSG00000077721
130	0.0085	TELO2	ENSG00000100726
130	0.0085	XPNPEP1	ENSG00000108039
130	0.0085	RBBP4	ENSG00000162521
133	0.0084	BCOR	ENSG00000183337
133	0.0084	RNF168	ENSG00000163961
135	0.0083	KAT6B	ENSG00000156650
135	0.0083	SLC25A46	ENSG00000164209
137	0.0082	SPART	ENSG00000133104
137	0.0082	PUF60	ENSG00000179950
137	0.0082	NTN1	ENSG00000065320
137	0.0082	PGAP1	ENSG00000197121
137	0.0082	GRIN1	ENSG00000176884
137	0.0082	UNC5C	ENSG00000182168
137	0.0082	VPS4A	ENSG00000132612
137	0.0082	DCHS1	ENSG00000166341
137	0.0082	FAT4	ENSG00000196159
146	0.0081	CNNM2	ENSG00000148842
146	0.0081	NEDD4L	ENSG00000049759
146	0.0081	ACTB	ENSG00000075624
146	0.0081	ACTG1	ENSG00000184009
150	0.008	FOXC1	ENSG00000054598
150	0.008	NXN	ENSG00000167693
150	0.008	SATB2	ENSG00000119042
153	0.0079	LAS1L	ENSG00000001497
153	0.0079	MAST1	ENSG00000105613
155	0.0078	NAGS	ENSG00000161653
155	0.0078	GRIA3	ENSG00000125675
155	0.0078	CEP63	ENSG00000182923
155	0.0078	DCC	ENSG00000187323
155	0.0078	FGFR2	ENSG00000066468
155	0.0078	NFIA	ENSG00000162599
161	0.0076	NFIB	ENSG00000147862
161	0.0076	TP53RK	ENSG00000172315
161	0.0076	PSAT1	ENSG00000135069
164	0.0075	GJB3	ENSG00000188910
164	0.0075	BHLHE22	ENSG00000180828
164	0.0075	PDS5B	ENSG00000083642
164	0.0075	DAB1	ENSG00000173406
168	0.0074	SON	ENSG00000159140
168	0.0074	APC2	ENSG00000115266
168	0.0074	DCLK1	ENSG00000133083
171	0.0073	SCN3A	ENSG00000153253
171	0.0073	MACF1	ENSG00000127603
171	0.0073	AHI1	ENSG00000135541
171	0.0073	HSD17B4	ENSG00000133835
175	0.0072	GLI2	ENSG00000074047
175	0.0072	ARX	ENSG00000004848
175	0.0072	TUBB	ENSG00000196230
175	0.0072	CIT	ENSG00000122966
175	0.0072	APAF1	ENSG00000120868
175	0.0072	MECP2	ENSG00000169057
181	0.0071	ARHGAP35	ENSG00000160007
181	0.0071	GUSB	ENSG00000169919
181	0.0071	LONP1	ENSG00000196365
181	0.0071	PDHA1	ENSG00000131828
181	0.0071	ARHGEF2	ENSG00000116584
186	0.007	SLC39A4	ENSG00000147804
186	0.007	DKK1	ENSG00000107984
186	0.007	PEX1	ENSG00000127980
186	0.007	SPG11	ENSG00000104133
186	0.007	SHMT2	ENSG00000182199
191	0.0069	ODC1	ENSG00000115758
191	0.0069	ASXL3	ENSG00000141431
191	0.0069	MED1	ENSG00000125686
194	0.0068	TAF1	ENSG00000147133
194	0.0068	ENAH	ENSG00000154380
196	0.0067	POLR3A	ENSG00000148606
196	0.0067	SLC25A24	ENSG00000085491
196	0.0067	GABRB3	ENSG00000166206
196	0.0067	DYRK1A	ENSG00000157540
200	0.0066	SOX5	ENSG00000134532
200	0.0066	MED12	ENSG00000184634
200	0.0066	RAB18	ENSG00000099246
203	0.0065	CEP55	ENSG00000138180
203	0.0065	FOXN3	ENSG00000053254
203	0.0065	THOC6	ENSG00000131652
203	0.0065	PAH	ENSG00000171759
203	0.0065	ROBO1	ENSG00000169855
203	0.0065	EHMT1	ENSG00000181090
203	0.0065	KMT2C	ENSG00000055609
203	0.0065	GABPA	ENSG00000154727
203	0.0065	CABLES1	ENSG00000134508
203	0.0065	ZIC2	ENSG00000043355
213	0.0064	AKT3	ENSG00000117020
213	0.0064	MAGEL2	ENSG00000254585
213	0.0064	NDN	ENSG00000182636
213	0.0064	OCA2	ENSG00000104044
213	0.0064	TBC1D20	ENSG00000125875
213	0.0064	UBR2	ENSG00000024048
213	0.0064	PI4KA	ENSG00000241973
213	0.0064	PDCD6IP	ENSG00000170248
213	0.0064	OCLN	ENSG00000197822
213	0.0064	APBB2	ENSG00000163697
213	0.0064	XPO5	ENSG00000124571
213	0.0064	ZC3H4	ENSG00000130749
213	0.0064	CEP97	ENSG00000182504
213	0.0064	CWC22	ENSG00000163510
213	0.0064	DLG5	ENSG00000151208
213	0.0064	DNM1	ENSG00000106976
213	0.0064	KRT14	ENSG00000186847
213	0.0064	MBD6	ENSG00000166987
213	0.0064	MYB	ENSG00000118513
213	0.0064	NALCN	ENSG00000102452
213	0.0064	PCCB	ENSG00000114054
213	0.0064	SMG5	ENSG00000198952
213	0.0064	SNAI2	ENSG00000019549
213	0.0064	TBR1	ENSG00000136535
213	0.0064	TCTN1	ENSG00000204852
213	0.0064	UFSP2	ENSG00000109775
213	0.0064	XPO1	ENSG00000082898
213	0.0064	RBM22	ENSG00000086589
213	0.0064	ASNS	ENSG00000070669
213	0.0064	CCDC22	ENSG00000101997
213	0.0064	YWHAZ	ENSG00000164924
213	0.0064	CASP9	ENSG00000132906
213	0.0064	LMNB1	ENSG00000113368
246	0.0063	SLC6A9	ENSG00000196517
246	0.0063	PRRX1	ENSG00000116132
246	0.0063	MBD5	ENSG00000204406
246	0.0063	SETBP1	ENSG00000152217
246	0.0063	ZC3H11A	ENSG00000058673
246	0.0063	ZC3H11B	ENSG00000215817
246	0.0063	CASK	ENSG00000147044
246	0.0063	PAFAH1B1	ENSG00000007168
254	0.0062	NCAPH2	ENSG00000025770
254	0.0062	FZD4	ENSG00000174804
254	0.0062	DYNC1H1	ENSG00000197102
254	0.0062	ARL13B	ENSG00000169379
254	0.0062	ARL3	ENSG00000138175
254	0.0062	ARMC9	ENSG00000135931
254	0.0062	B9D1	ENSG00000108641
254	0.0062	B9D2	ENSG00000123810
254	0.0062	CBY1	ENSG00000100211
254	0.0062	CEP104	ENSG00000116198
254	0.0062	CEP120	ENSG00000168944
254	0.0062	CEP41	ENSG00000106477
254	0.0062	CSPP1	ENSG00000104218
254	0.0062	HYLS1	ENSG00000198331
254	0.0062	IFT74	ENSG00000096872
254	0.0062	INPP5E	ENSG00000148384
254	0.0062	KATNIP	ENSG00000047578
254	0.0062	KIAA0586	ENSG00000100578
254	0.0062	KIAA0753	ENSG00000198920
254	0.0062	OFD1	ENSG00000046651
254	0.0062	PDE6D	ENSG00000156973
254	0.0062	PIBF1	ENSG00000083535
254	0.0062	SUFU	ENSG00000107882
254	0.0062	TCTN2	ENSG00000168778
254	0.0062	TCTN3	ENSG00000119977
254	0.0062	TMEM218	ENSG00000150433
254	0.0062	TMEM237	ENSG00000155755
254	0.0062	TOGARAM1	ENSG00000198718
254	0.0062	OSGEP	ENSG00000092094
254	0.0062	LRPPRC	ENSG00000138095
254	0.0062	CACNA1A	ENSG00000141837
254	0.0062	CHUK	ENSG00000213341
286	0.0061	BMI1	ENSG00000168283
286	0.0061	COMMD3-BMI1	ENSG00000269897
286	0.0061	TBC1D23	ENSG00000036054
286	0.0061	WIPI2	ENSG00000157954
286	0.0061	LAGE3	ENSG00000196976
286	0.0061	VAX1	ENSG00000148704
292	0.006	WDR26	ENSG00000162923
292	0.006	GOT2	ENSG00000125166
292	0.006	LIAS	ENSG00000121897
292	0.006	CADPS2	ENSG00000081803
292	0.006	ASPM	ENSG00000066279
292	0.006	KANSL1	ENSG00000120071
292	0.006	DEAF1	ENSG00000177030
292	0.006	SRC	ENSG00000197122
300	0.0059	FRS2	ENSG00000166225
300	0.0059	PRKDC	ENSG00000253729
302	0.0058	MAPKAPK5	ENSG00000089022
302	0.0058	PRDM8	ENSG00000152784
302	0.0058	WLS	ENSG00000116729
302	0.0058	TBX1	ENSG00000184058
302	0.0058	EXT2	ENSG00000151348
302	0.0058	PLXNB2	ENSG00000196576
302	0.0058	FIG4	ENSG00000112367
302	0.0058	NFIX	ENSG00000008441
302	0.0058	NSRP1	ENSG00000126653
311	0.0057	FLVCR2	ENSG00000119686
311	0.0057	EFNB1	ENSG00000090776
311	0.0057	DBN1	ENSG00000113758
311	0.0057	RNF10	ENSG00000022840
311	0.0057	SCX	ENSG00000187786
311	0.0057	SCXA	ENSG00000188686
311	0.0057	GMPPB	ENSG00000173540
318	0.0056	PNKP	ENSG00000039650
318	0.0056	HOXA13	ENSG00000106031
318	0.0056	PPIL1	ENSG00000137168
318	0.0056	MCPH1	ENSG00000147316
318	0.0056	FH	ENSG00000091483
318	0.0056	CPT2	ENSG00000157184
318	0.0056	DPAGT1	ENSG00000172269
318	0.0056	MAP3K12	ENSG00000139625
318	0.0056	NCAPG2	ENSG00000146918
327	0.0055	FOXH1	ENSG00000160973
327	0.0055	MICU1	ENSG00000107745
327	0.0055	BCS1L	ENSG00000074582
327	0.0055	CLP1	ENSG00000172409
327	0.0055	HNRNPK	ENSG00000165119
327	0.0055	GPSM2	ENSG00000121957
327	0.0055	IBA57	ENSG00000181873
327	0.0055	FBXO41	ENSG00000163013
327	0.0055	MORC2	ENSG00000133422
327	0.0055	ARHGAP31	ENSG00000031081
327	0.0055	EYA1	ENSG00000104313
338	0.0054	TMX2	ENSG00000213593
338	0.0054	TBCK	ENSG00000145348
338	0.0054	ZFYVE26	ENSG00000072121
338	0.0054	PRNP	ENSG00000171867
338	0.0054	RNF125	ENSG00000101695
338	0.0054	PIGB	ENSG00000069943
338	0.0054	ADGRG1	ENSG00000205336
338	0.0054	GNPAT	ENSG00000116906
338	0.0054	PIK3CA	ENSG00000121879
338	0.0054	BICD2	ENSG00000185963
338	0.0054	HNRNPH1	ENSG00000169045
338	0.0054	BPNT2	ENSG00000104331
338	0.0054	EPG5	ENSG00000152223
338	0.0054	USP7	ENSG00000187555
352	0.0053	BRF1	ENSG00000185024
352	0.0053	CENPE	ENSG00000138778
352	0.0053	TMEM94	ENSG00000177728
352	0.0053	ZNHIT3	ENSG00000108278
352	0.0053	C19orf12	ENSG00000131943
352	0.0053	TMEM260	ENSG00000070269
352	0.0053	PTCH1	ENSG00000185920
352	0.0053	CDK5RAP2	ENSG00000136861
352	0.0053	FAM149B1	ENSG00000138286
352	0.0053	KIF7	ENSG00000166813
352	0.0053	TMEM216	ENSG00000187049
352	0.0053	TOPORS	ENSG00000197579
364	0.0052	RANBP1	ENSG00000099901
364	0.0052	ZIC5	ENSG00000139800
364	0.0052	DOCK6	ENSG00000130158
364	0.0052	CPLX1	ENSG00000168993
364	0.0052	SRPX2	ENSG00000102359
364	0.0052	DPH1	ENSG00000108963
364	0.0052	DPH2	ENSG00000132768
364	0.0052	IGF1R	ENSG00000140443
364	0.0052	VLDLR	ENSG00000147852
364	0.0052	TOR1A	ENSG00000136827
364	0.0052	PIK3R2	ENSG00000105647
375	0.0051	KAT6A	ENSG00000083168
375	0.0051	TMEM161B	ENSG00000164180
375	0.0051	ADNP	ENSG00000101126
375	0.0051	TTI2	ENSG00000129696
375	0.0051	GTF2IRD1	ENSG00000006704
375	0.0051	SSBP3	ENSG00000157216
375	0.0051	PPP1R12A	ENSG00000058272
375	0.0051	YY1	ENSG00000100811
375	0.0051	BMP4	ENSG00000125378
375	0.0051	LRP2	ENSG00000081479
375	0.0051	TCOF1	ENSG00000070814
386	0.005	KIF26A	ENSG00000066735
386	0.005	PEX10	ENSG00000157911
386	0.005	PEX11B	ENSG00000131779
386	0.005	PEX12	ENSG00000108733
386	0.005	PEX13	ENSG00000162928
386	0.005	PEX14	ENSG00000142655
386	0.005	PEX16	ENSG00000121680
386	0.005	PEX19	ENSG00000162735
386	0.005	PEX26	ENSG00000215193
386	0.005	PEX3	ENSG00000034693
386	0.005	PEX5	ENSG00000139197
386	0.005	PEX6	ENSG00000124587
386	0.005	NOTCH3	ENSG00000074181
386	0.005	KIFBP	ENSG00000198954
386	0.005	PLA2G6	ENSG00000184381
386	0.005	ATP1A2	ENSG00000018625
386	0.005	ATP1A3	ENSG00000105409
386	0.005	SLC1A3	ENSG00000079215
386	0.005	HTRA1	ENSG00000166033
386	0.005	COL11A1	ENSG00000060718
386	0.005	FEZF2	ENSG00000153266
386	0.005	PLAA	ENSG00000137055
386	0.005	SNAP29	ENSG00000099940
409	0.0049	DYNC1I2	ENSG00000077380
409	0.0049	PLK4	ENSG00000142731
409	0.0049	POGZ	ENSG00000143442
409	0.0049	MARCKSL1	ENSG00000175130
409	0.0049	CACNA1S	ENSG00000081248
409	0.0049	SLC25A19	ENSG00000125454
409	0.0049	NPAS3	ENSG00000151322
416	0.0048	CARS1	ENSG00000110619
416	0.0048	NANS	ENSG00000095380
416	0.0048	TBX15	ENSG00000092607
416	0.0048	ALG12	ENSG00000182858
416	0.0048	SLC6A8	ENSG00000130821
416	0.0048	HIVEP2	ENSG00000010818
416	0.0048	MYH10	ENSG00000133026
416	0.0048	EIF2AK2	ENSG00000055332
416	0.0048	CSNK2A1	ENSG00000101266
416	0.0048	EIF2B1	ENSG00000111361
416	0.0048	HGS	ENSG00000185359
416	0.0048	FOXG1	ENSG00000176165
416	0.0048	KAT5	ENSG00000172977
429	0.0047	XYLT2	ENSG00000015532
429	0.0047	KNL1	ENSG00000137812
429	0.0047	NDE1	ENSG00000072864
429	0.0047	RECQL4	ENSG00000160957
429	0.0047	COG1	ENSG00000166685
429	0.0047	NPC1	ENSG00000141458
429	0.0047	ITSN1	ENSG00000205726
429	0.0047	PHGDH	ENSG00000092621
429	0.0047	VPS51	ENSG00000149823
429	0.0047	KDM4B	ENSG00000127663
429	0.0047	ARID1A	ENSG00000117713
429	0.0047	ARID1B	ENSG00000049618
429	0.0047	ARID2	ENSG00000189079
429	0.0047	DPF2	ENSG00000133884
429	0.0047	SMARCA4	ENSG00000127616
429	0.0047	SMARCB1	ENSG00000099956
429	0.0047	SMARCC2	ENSG00000139613
429	0.0047	SMARCD1	ENSG00000066117
429	0.0047	SMARCE1	ENSG00000073584
429	0.0047	SOX11	ENSG00000176887
429	0.0047	SOX4	ENSG00000124766
450	0.0046	DRD2	ENSG00000149295
450	0.0046	KCNJ6	ENSG00000157542
450	0.0046	COL3A1	ENSG00000168542
450	0.0046	CILK1	ENSG00000112144
450	0.0046	CDON	ENSG00000064309
450	0.0046	CRIPTO	ENSG00000241186
450	0.0046	DISP1	ENSG00000154309
450	0.0046	DLL1	ENSG00000198719
450	0.0046	FGF8	ENSG00000107831
450	0.0046	GAS1	ENSG00000180447
450	0.0046	NODAL	ENSG00000156574
450	0.0046	SIX3	ENSG00000138083
450	0.0046	STIL	ENSG00000123473
450	0.0046	TGIF1	ENSG00000177426
450	0.0046	GSX1	ENSG00000169840
450	0.0046	ARCN1	ENSG00000095139
450	0.0046	MTOR	ENSG00000198793
450	0.0046	USP14	ENSG00000101557
450	0.0046	SLC5A6	ENSG00000138074
450	0.0046	NEK1	ENSG00000137601
470	0.0045	TENT5A	ENSG00000112773
470	0.0045	HDAC8	ENSG00000147099
470	0.0045	UNC80	ENSG00000144406
470	0.0045	GMNN	ENSG00000112312
474	0.0044	SOX9	ENSG00000125398
474	0.0044	RAI1	ENSG00000108557
474	0.0044	TUBB2A	ENSG00000137267
474	0.0044	DLX5	ENSG00000105880
474	0.0044	DLX6	ENSG00000006377
474	0.0044	NAPA	ENSG00000105402
474	0.0044	FRMD4A	ENSG00000151474
474	0.0044	WDR73	ENSG00000177082
474	0.0044	PDZD8	ENSG00000165650
474	0.0044	NPHP1	ENSG00000144061
474	0.0044	CHST11	ENSG00000171310
474	0.0044	ATP6V1B2	ENSG00000147416
474	0.0044	TBC1D24	ENSG00000162065
487	0.0043	UBA5	ENSG00000081307
487	0.0043	PSIP1	ENSG00000164985
487	0.0043	RERE	ENSG00000142599
487	0.0043	SUZ12	ENSG00000178691
487	0.0043	CUL3	ENSG00000036257
487	0.0043	SPTAN1	ENSG00000197694
493	0.0042	NONO	ENSG00000147140
493	0.0042	RPL38	ENSG00000172809
493	0.0042	EN1	ENSG00000163064
493	0.0042	EIF4H	ENSG00000106682
493	0.0042	H3-3A	ENSG00000163041
493	0.0042	NSD1	ENSG00000165671
493	0.0042	SETD2	ENSG00000181555
493	0.0042	RELN	ENSG00000189056
493	0.0042	ZMIZ1	ENSG00000108175
493	0.0042	AP1S2	ENSG00000182287
493	0.0042	KIF20B	ENSG00000138182
493	0.0042	PAX6	ENSG00000007372
493	0.0042	ITGAV	ENSG00000138448
493	0.0042	SCYL1	ENSG00000142186
493	0.0042	MTHFS	ENSG00000136371
508	0.0041	GRIN2A	ENSG00000183454
508	0.0041	CTSF	ENSG00000174080
508	0.0041	CDC42BPB	ENSG00000198752
508	0.0041	BRWD3	ENSG00000165288
508	0.0041	PYCR2	ENSG00000143811
508	0.0041	DCX	ENSG00000077279
508	0.0041	MARVELD1	ENSG00000155254
508	0.0041	ZNF407	ENSG00000215421
508	0.0041	ZNF503	ENSG00000165655
508	0.0041	CLCC1	ENSG00000121940
508	0.0041	TTC21B	ENSG00000123607
508	0.0041	RPL27A	ENSG00000166441
508	0.0041	CHRD	ENSG00000090539
508	0.0041	POLG	ENSG00000140521
508	0.0041	BRAF	ENSG00000157764
508	0.0041	WARS2	ENSG00000116874
508	0.0041	HES1	ENSG00000114315
508	0.0041	TTC5	ENSG00000136319
508	0.0041	DENND5A	ENSG00000184014
508	0.0041	COG6	ENSG00000133103
528	0.004	DHX37	ENSG00000150990
528	0.004	XRCC4	ENSG00000152422
528	0.004	SLC30A9	ENSG00000014824
528	0.004	SMO	ENSG00000128602
528	0.004	LAMB1	ENSG00000091136
528	0.004	ACVRL1	ENSG00000139567
528	0.004	ENG	ENSG00000106991
528	0.004	PTPRJ	ENSG00000149177
528	0.004	NDUFA6	ENSG00000184983
528	0.004	ADAT3	ENSG00000213638
528	0.004	TBL1XR1	ENSG00000177565
528	0.004	EDNRA	ENSG00000151617
528	0.004	ZBTB16	ENSG00000109906
528	0.004	CDKL5	ENSG00000008086
528	0.004	DMXL2	ENSG00000104093
528	0.004	GNAO1	ENSG00000087258
528	0.004	GRM7	ENSG00000196277
528	0.004	KCNA1	ENSG00000111262
528	0.004	NEUROD2	ENSG00000171532
528	0.004	PIGP	ENSG00000185808
528	0.004	PIGQ	ENSG00000007541
528	0.004	SCN1B	ENSG00000105711
528	0.004	SCN2A	ENSG00000136531
528	0.004	SIK1	ENSG00000142178
528	0.004	SLC25A22	ENSG00000177542
528	0.004	SLC32A1	ENSG00000101438
528	0.004	TRIM8	ENSG00000171206
528	0.004	ASTN1	ENSG00000152092
528	0.004	ZBTB20	ENSG00000181722
528	0.004	OTX2	ENSG00000165588
558	0.0039	HHAT	ENSG00000054392
558	0.0039	DSCAM	ENSG00000171587
558	0.0039	BNC2	ENSG00000173068
558	0.0039	PMM2	ENSG00000140650
558	0.0039	USP18	ENSG00000184979
558	0.0039	NTRK2	ENSG00000148053
558	0.0039	FTL	ENSG00000087086
558	0.0039	CDK10	ENSG00000185324
558	0.0039	COG4	ENSG00000103051
567	0.0038	CCND2	ENSG00000118971
567	0.0038	PLP1	ENSG00000123560
567	0.0038	SUN1	ENSG00000164828
567	0.0038	EXOSC8	ENSG00000120699
567	0.0038	GPC3	ENSG00000147257
567	0.0038	KIF2A	ENSG00000068796
567	0.0038	OPHN1	ENSG00000079482
567	0.0038	UBE3B	ENSG00000151148
567	0.0038	CSTB	ENSG00000160213
567	0.0038	MTHFD1L	ENSG00000120254
567	0.0038	EBF3	ENSG00000108001
567	0.0038	PDHB	ENSG00000168291
567	0.0038	PPP1R15B	ENSG00000158615
567	0.0038	TRMT10A	ENSG00000145331
567	0.0038	STAG2	ENSG00000101972
567	0.0038	SOD1	ENSG00000142168
567	0.0038	MN1	ENSG00000169184
567	0.0038	LMNB2	ENSG00000176619
585	0.0037	MESP1	ENSG00000166823
585	0.0037	NARS1	ENSG00000134440
585	0.0037	SRD5A3	ENSG00000128039
585	0.0037	FOXB1	ENSG00000171956
585	0.0037	COPB2	ENSG00000184432
585	0.0037	SEPSECS	ENSG00000109618
585	0.0037	TSEN15	ENSG00000198860
585	0.0037	TSEN2	ENSG00000154743
585	0.0037	TSEN34	ENSG00000170892
585	0.0037	TSEN54	ENSG00000182173
585	0.0037	HMGA2	ENSG00000149948
585	0.0037	SMG9	ENSG00000105771
585	0.0037	ESCO2	ENSG00000171320
585	0.0037	RORA	ENSG00000069667
599	0.0036	AFG2A	ENSG00000145375
599	0.0036	EMX1	ENSG00000135638
599	0.0036	EN2	ENSG00000164778
599	0.0036	FRA10AC1	ENSG00000148690
599	0.0036	ANKLE2	ENSG00000176915
599	0.0036	GRIA4	ENSG00000152578
599	0.0036	MT-CO1	ENSG00000198804
599	0.0036	MT-CO2	ENSG00000198712
599	0.0036	MT-CO3	ENSG00000198938
599	0.0036	MT-ND1	ENSG00000198888
599	0.0036	MT-ND4	ENSG00000198886
599	0.0036	MT-ND5	ENSG00000198786
599	0.0036	MT-ND6	ENSG00000198695
599	0.0036	ZNF414	ENSG00000133250
599	0.0036	WDR81	ENSG00000167716
599	0.0036	CHSY1	ENSG00000131873
615	0.0035	AXIN1	ENSG00000103126
615	0.0035	STAMBP	ENSG00000124356
615	0.0035	PIEZO2	ENSG00000154864
615	0.0035	AKT1	ENSG00000142208
615	0.0035	BAP1	ENSG00000163930
615	0.0035	NF2	ENSG00000186575
615	0.0035	PDGFB	ENSG00000100311
615	0.0035	TERT	ENSG00000164362
615	0.0035	TRAF7	ENSG00000131653
