rank	score	gene_symbol	gene_identifier
1	0.0525	SMOC1	ENSG00000198732
2	0.0392	ALX1	ENSG00000180318
3	0.0357	SFN	ENSG00000175793
4	0.0305	NRTN	ENSG00000171119
5	0.0289	ARSB	ENSG00000113273
6	0.0267	SIX1	ENSG00000126778
7	0.0251	TWSG1	ENSG00000128791
7	0.0251	SH3PXD2B	ENSG00000174705
9	0.0236	PRICKLE1	ENSG00000139174
10	0.0228	ROR2	ENSG00000169071
11	0.0209	FGF9	ENSG00000102678
12	0.0207	TMEM53	ENSG00000126106
13	0.0206	LPAR1	ENSG00000198121
14	0.0204	IDUA	ENSG00000127415
15	0.0201	TBX15	ENSG00000092607
16	0.0193	SP8	ENSG00000164651
16	0.0193	ALX4	ENSG00000052850
18	0.0187	DLX5	ENSG00000105880
18	0.0187	DLX6	ENSG00000006377
20	0.0183	GLI3	ENSG00000106571
21	0.0181	PTPN11	ENSG00000179295
22	0.0175	CSGALNACT1	ENSG00000147408
22	0.0175	OTX2	ENSG00000165588
24	0.0167	SATB2	ENSG00000119042
25	0.0163	NGF	ENSG00000134259
26	0.0162	ARB2A	ENSG00000113391
26	0.0162	HHAT	ENSG00000054392
28	0.0161	NTRK1	ENSG00000198400
28	0.0161	MKS1	ENSG00000011143
30	0.016	MID1	ENSG00000101871
30	0.016	DDC	ENSG00000132437
30	0.016	FGFR3	ENSG00000068078
33	0.0154	B3GLCT	ENSG00000187676
33	0.0154	FOXC1	ENSG00000054598
35	0.015	ZMPSTE24	ENSG00000084073
36	0.0149	FGFR2	ENSG00000066468
37	0.0145	IFT27	ENSG00000100360
38	0.0144	TMCO1	ENSG00000143183
39	0.0143	EFNB1	ENSG00000090776
39	0.0143	PFAS	ENSG00000178921
41	0.0142	CYP51A1	ENSG00000001630
41	0.0142	RREB1	ENSG00000124782
43	0.0141	COL2A1	ENSG00000139219
44	0.0138	FGD1	ENSG00000102302
45	0.0137	SLC10A7	ENSG00000120519
45	0.0137	DST	ENSG00000151914
47	0.0136	GATA3	ENSG00000107485
47	0.0136	NDUFS4	ENSG00000164258
