rank	score	gene_symbol	gene_identifier
1	0.0118	NPAS3	ENSG00000151322
2	0.0058	PIK3CG	ENSG00000105851
3	0.0049	CYBC1	ENSG00000178927
4	0.0045	USB1	ENSG00000103005
5	0.0044	ANAPC1	ENSG00000153107
6	0.0042	DOCK2	ENSG00000134516
7	0.0041	ACP5	ENSG00000102575
7	0.0041	FAM111B	ENSG00000189057
9	0.0039	RECQL4	ENSG00000160957
10	0.0037	NF1	ENSG00000196712
11	0.0034	CYBB	ENSG00000165168
12	0.0032	BLM	ENSG00000197299
13	0.003	DNASE2	ENSG00000105612
14	0.0029	SFTPD	ENSG00000133661
15	0.0026	DDB2	ENSG00000134574
15	0.0026	ERCC2	ENSG00000104884
15	0.0026	ERCC3	ENSG00000163161
15	0.0026	ERCC4	ENSG00000175595
15	0.0026	ERCC5	ENSG00000134899
15	0.0026	XPA	ENSG00000136936
15	0.0026	XPC	ENSG00000154767
22	0.0025	ABCA3	ENSG00000167972
23	0.0024	SFTPC	ENSG00000168484
24	0.0023	HCK	ENSG00000101336
24	0.0023	EGR1	ENSG00000120738
24	0.0023	CFTR	ENSG00000001626
24	0.0023	LYST	ENSG00000143669
24	0.0023	WWTR1	ENSG00000018408
29	0.0022	TOMM5	ENSG00000175768
29	0.0022	TP53	ENSG00000141510
29	0.0022	CD59	ENSG00000085063
29	0.0022	PGM3	ENSG00000013375
33	0.0021	FNIP1	ENSG00000217128
33	0.0021	LMNA	ENSG00000160789
33	0.0021	DIAPH1	ENSG00000131504
33	0.0021	NFE2L2	ENSG00000116044
37	0.002	ATP11A	ENSG00000068650
37	0.002	DPP9	ENSG00000142002
37	0.002	DSP	ENSG00000096696
37	0.002	FAM13A	ENSG00000138640
37	0.002	MUC5B	ENSG00000117983
37	0.002	PARN	ENSG00000140694
37	0.002	RTEL1	ENSG00000258366
37	0.002	SFTPA1	ENSG00000122852
37	0.002	SFTPA2	ENSG00000185303
37	0.002	STN1	ENSG00000107960
37	0.002	TERT	ENSG00000164362
37	0.002	COPA	ENSG00000122218
37	0.002	RAC2	ENSG00000128340
37	0.002	BACH2	ENSG00000112182
37	0.002	SERPINB1	ENSG00000021355
37	0.002	IL6ST	ENSG00000134352
37	0.002	NDUFA6	ENSG00000184983
54	0.0019	RELB	ENSG00000104856
54	0.0019	MTX2	ENSG00000128654
56	0.0018	SPTA1	ENSG00000163554
56	0.0018	CISH	ENSG00000114737
56	0.0018	IARS2	ENSG00000067704
56	0.0018	IRF8	ENSG00000140968
56	0.0018	ERCC6	ENSG00000225830
56	0.0018	ERCC6-PGBD3	ENSG00000258838
