rank	score	gene_symbol	gene_identifier
1	0.0239	ATP6V1A	ENSG00000114573
2	0.0166	ROR2	ENSG00000169071
3	0.0146	ATP6V1E1	ENSG00000131100
4	0.0133	EFEMP2	ENSG00000172638
5	0.0078	CACNA1S	ENSG00000081248
6	0.007	POLR3A	ENSG00000148606
7	0.0067	TGFBR2	ENSG00000163513
8	0.0063	FBN1	ENSG00000166147
8	0.0063	PSEN1	ENSG00000080815
10	0.0061	PPP2R1A	ENSG00000105568
11	0.0059	MECOM	ENSG00000085276
12	0.0056	HERC1	ENSG00000103657
12	0.0056	COL1A1	ENSG00000108821
14	0.0055	MED12	ENSG00000184634
14	0.0055	KL	ENSG00000133116
14	0.0055	KLF15	ENSG00000163884
17	0.0054	LOX	ENSG00000113083
17	0.0054	COL1A2	ENSG00000164692
17	0.0054	CHST14	ENSG00000169105
17	0.0054	DSE	ENSG00000111817
21	0.0053	LUM	ENSG00000139329
22	0.0052	TCF15	ENSG00000125878
22	0.0052	TGFBR1	ENSG00000106799
24	0.0051	MUS81	ENSG00000172732
25	0.005	SMAD2	ENSG00000175387
25	0.005	LMNA	ENSG00000160789
25	0.005	ZMPSTE24	ENSG00000084073
25	0.005	MMP14	ENSG00000157227
25	0.005	EFEMP1	ENSG00000115380
30	0.0049	SMAD3	ENSG00000166949
31	0.0048	PLOD1	ENSG00000083444
31	0.0048	FGFR3	ENSG00000068078
31	0.0048	GLI3	ENSG00000106571
34	0.0047	TENT5A	ENSG00000112773
35	0.0046	PMM2	ENSG00000140650
36	0.0045	ATP7A	ENSG00000165240
36	0.0045	MRTFB	ENSG00000186260
38	0.0044	NKAP	ENSG00000101882
39	0.0043	FBN2	ENSG00000138829
40	0.0042	P3H1	ENSG00000117385
40	0.0042	DCN	ENSG00000011465
42	0.0041	TNF	ENSG00000232810
42	0.0041	SH3PXD2B	ENSG00000174705
44	0.004	APC2	ENSG00000115266
44	0.004	NSD1	ENSG00000165671
44	0.004	SETD2	ENSG00000181555
44	0.004	SOX9	ENSG00000125398
44	0.004	SMS	ENSG00000102172
49	0.0039	FGFR2	ENSG00000066468
49	0.0039	SLC2A10	ENSG00000197496
49	0.0039	SMPD3	ENSG00000103056
52	0.0038	FIGN	ENSG00000182263
52	0.0038	BRD2	ENSG00000204256
52	0.0038	FLNB	ENSG00000136068
52	0.0038	ACP2	ENSG00000134575
56	0.0037	MAN2B1	ENSG00000104774
56	0.0037	DLK1	ENSG00000185559
56	0.0037	RTL1	ENSG00000254656
56	0.0037	ATOX1	ENSG00000177556
60	0.0036	ERCC6	ENSG00000225830
60	0.0036	ERCC6-PGBD3	ENSG00000258838
60	0.0036	CPLX1	ENSG00000168993
60	0.0036	CTBP1	ENSG00000159692
