rank	score	gene_symbol	gene_identifier
1	0.0077	BMPR1A	ENSG00000107779
1	0.0077	PTEN	ENSG00000171862
3	0.0073	GREM1	ENSG00000166923
4	0.0065	MTOR	ENSG00000198793
5	0.0064	NF1	ENSG00000196712
6	0.0063	RUNX1T1	ENSG00000079102
6	0.0063	NFIX	ENSG00000008441
8	0.0062	IL2	ENSG00000109471
9	0.0061	TLR2	ENSG00000137462
10	0.0057	B3GNT6	ENSG00000198488
11	0.0056	ENG	ENSG00000106991
11	0.0056	SMAD4	ENSG00000141646
11	0.0056	LAMA5	ENSG00000130702
14	0.0053	NLRP6	ENSG00000174885
14	0.0053	HSD17B2	ENSG00000086696
16	0.0052	MUC13	ENSG00000173702
17	0.0051	RSPH9	ENSG00000172426
18	0.005	AP1M2	ENSG00000129354
19	0.0049	MAP3K8	ENSG00000107968
20	0.0048	MYD88	ENSG00000172936
20	0.0048	TAOK1	ENSG00000160551
20	0.0048	STK11	ENSG00000118046
23	0.0045	FFAR2	ENSG00000126262
23	0.0045	SFN	ENSG00000175793
23	0.0045	SHH	ENSG00000164690
23	0.0045	TLR4	ENSG00000136869
27	0.0044	WAS	ENSG00000015285
27	0.0044	WIPF1	ENSG00000115935
29	0.0043	APC	ENSG00000134982
30	0.0042	TMCO1	ENSG00000143183
30	0.0042	FLNB	ENSG00000136068
30	0.0042	ZEB1	ENSG00000148516
30	0.0042	TTC7A	ENSG00000068724
34	0.0041	ADGRA2	ENSG00000020181
35	0.004	FGFR3	ENSG00000068078
36	0.0039	MCM2	ENSG00000073111
36	0.0039	NEK1	ENSG00000137601
38	0.0038	MUC2	ENSG00000198788
38	0.0038	GLI3	ENSG00000106571
38	0.0038	GPC3	ENSG00000147257
41	0.0037	ADAMTS17	ENSG00000140470
41	0.0037	HYDIN	ENSG00000157423
41	0.0037	CILK1	ENSG00000112144
44	0.0036	PSIP1	ENSG00000164985
44	0.0036	BUB1	ENSG00000169679
44	0.0036	BUB1B	ENSG00000156970
44	0.0036	BUB3	ENSG00000154473
44	0.0036	CEP57	ENSG00000166037
44	0.0036	TRIP13	ENSG00000071539
50	0.0035	SPAG6	ENSG00000077327
50	0.0035	MUTYH	ENSG00000132781
52	0.0034	F5	ENSG00000198734
52	0.0034	RSPO2	ENSG00000147655
52	0.0034	IFT172	ENSG00000138002
55	0.0033	CHD8	ENSG00000100888
55	0.0033	PCNT	ENSG00000160299
55	0.0033	E2F4	ENSG00000205250
55	0.0033	SOCS7	ENSG00000174111
55	0.0033	ROR2	ENSG00000169071
60	0.0032	FLCN	ENSG00000154803
60	0.0032	GDF5	ENSG00000125965
60	0.0032	GAS1	ENSG00000180447
60	0.0032	SH2B1	ENSG00000178188
64	0.0031	BMPR1B	ENSG00000138696
64	0.0031	IFIH1	ENSG00000115267
64	0.0031	ARSB	ENSG00000113273
64	0.0031	IFT140	ENSG00000187535
64	0.0031	COL18A1	ENSG00000182871
69	0.003	PPARD	ENSG00000112033
69	0.003	ITGAV	ENSG00000138448
69	0.003	FOXP3	ENSG00000049768
69	0.003	ZBTB20	ENSG00000181722
69	0.003	HOXD13	ENSG00000128714
74	0.0029	MSH3	ENSG00000113318
75	0.0028	MKS1	ENSG00000011143
75	0.0028	HOXD12	ENSG00000170178
75	0.0028	BCL2	ENSG00000171791
75	0.0028	PLVAP	ENSG00000130300
79	0.0027	AMACR	ENSG00000242110
79	0.0027	PTPN11	ENSG00000179295
79	0.0027	JAG1	ENSG00000101384
79	0.0027	ZBTB16	ENSG00000109906
79	0.0027	DYNC2H1	ENSG00000187240
79	0.0027	DYNC2I1	ENSG00000126870
79	0.0027	DYNC2I2	ENSG00000119333
79	0.0027	IFT80	ENSG00000068885
79	0.0027	RP11-432B6.3	ENSG00000248710
79	0.0027	WDR35	ENSG00000118965
79	0.0027	FBN1	ENSG00000166147
79	0.0027	PIGN	ENSG00000197563
91	0.0026	HSPG2	ENSG00000142798
91	0.0026	SEC23B	ENSG00000101310
91	0.0026	ASPA	ENSG00000108381
91	0.0026	PGAP1	ENSG00000197121
91	0.0026	NELL1	ENSG00000165973
91	0.0026	HPS1	ENSG00000107521
91	0.0026	ULK4	ENSG00000168038
98	0.0025	EVX2	ENSG00000174279
98	0.0025	INVS	ENSG00000119509
98	0.0025	TRIP11	ENSG00000100815
98	0.0025	CPLANE1	ENSG00000197603
98	0.0025	WDPCP	ENSG00000143951
98	0.0025	ATR	ENSG00000175054
98	0.0025	DCHS1	ENSG00000166341
105	0.0024	B9D2	ENSG00000123810
105	0.0024	TBC1D32	ENSG00000146350
105	0.0024	DLG5	ENSG00000151208
105	0.0024	MORC2	ENSG00000133422
105	0.0024	HEPACAM	ENSG00000165478
105	0.0024	MAGEE2	ENSG00000186675
105	0.0024	FAT4	ENSG00000196159
105	0.0024	PRKDC	ENSG00000253729
105	0.0024	BRD2	ENSG00000204256
114	0.0023	COL2A1	ENSG00000139219
114	0.0023	IFT52	ENSG00000101052
114	0.0023	FOXH1	ENSG00000160973
114	0.0023	PTGS2	ENSG00000073756
114	0.0023	SMARCA1	ENSG00000102038
114	0.0023	PDCD6IP	ENSG00000170248
114	0.0023	SERPINH1	ENSG00000149257
114	0.0023	CCP110	ENSG00000103540
114	0.0023	COL1A1	ENSG00000108821
114	0.0023	CEP120	ENSG00000168944
114	0.0023	PCGF2	ENSG00000056661
114	0.0023	CTNNB1	ENSG00000168036
126	0.0022	PRICKLE1	ENSG00000139174
126	0.0022	SALL1	ENSG00000103449
126	0.0022	CSK	ENSG00000103653
126	0.0022	SETBP1	ENSG00000152217
126	0.0022	PUF60	ENSG00000179950
126	0.0022	RALA	ENSG00000006451
126	0.0022	DSCAM	ENSG00000171587
126	0.0022	B9D1	ENSG00000108641
126	0.0022	FGFRL1	ENSG00000127418
126	0.0022	NOTCH2	ENSG00000134250
126	0.0022	TRPV6	ENSG00000165125
137	0.0021	IFT81	ENSG00000122970
137	0.0021	TMEM67	ENSG00000164953
137	0.0021	TNS1	ENSG00000079308
137	0.0021	RBCK1	ENSG00000125826
137	0.0021	PCCB	ENSG00000114054
137	0.0021	EPCAM	ENSG00000119888
137	0.0021	FAN1	ENSG00000198690
137	0.0021	KRAS	ENSG00000133703
137	0.0021	MLH1	ENSG00000076242
137	0.0021	MLH3	ENSG00000119684
137	0.0021	MSH2	ENSG00000095002
137	0.0021	MSH6	ENSG00000116062
137	0.0021	PIK3CA	ENSG00000121879
137	0.0021	PMS1	ENSG00000064933
137	0.0021	PMS2	ENSG00000122512
137	0.0021	TGFBR2	ENSG00000163513
137	0.0021	ACVRL1	ENSG00000139567
137	0.0021	AKT1	ENSG00000142208
137	0.0021	KLLN	ENSG00000227268
137	0.0021	SDHB	ENSG00000117118
137	0.0021	SDHC	ENSG00000143252
137	0.0021	SDHD	ENSG00000204370
137	0.0021	USF3	ENSG00000176542
137	0.0021	DNAAF2	ENSG00000165506
137	0.0021	ARVCF	ENSG00000099889
137	0.0021	COMT	ENSG00000093010
137	0.0021	GP1BB	ENSG00000203618
137	0.0021	HIRA	ENSG00000100084
137	0.0021	JMJD1C	ENSG00000171988
137	0.0021	RREB1	ENSG00000124782
137	0.0021	SEC24C	ENSG00000176986
137	0.0021	TBX1	ENSG00000184058
137	0.0021	UFD1	ENSG00000070010
137	0.0021	PRMT7	ENSG00000132600
171	0.002	DCTN5	ENSG00000166847
171	0.002	INPP5E	ENSG00000148384
171	0.002	SCLT1	ENSG00000151466
171	0.002	TP53	ENSG00000141510
171	0.002	APC2	ENSG00000115266
171	0.002	NSD1	ENSG00000165671
171	0.002	SETD2	ENSG00000181555
171	0.002	THOC6	ENSG00000131652
171	0.002	SDCCAG8	ENSG00000054282
171	0.002	SLC35D1	ENSG00000116704
171	0.002	KCNQ2	ENSG00000075043
171	0.002	HSD17B4	ENSG00000133835
171	0.002	SON	ENSG00000159140
171	0.002	CDKN1A	ENSG00000124762
171	0.002	CDKN1B	ENSG00000111276
171	0.002	CDKN2B	ENSG00000147883
171	0.002	CDKN2C	ENSG00000123080
171	0.002	MEN1	ENSG00000133895
171	0.002	INPPL1	ENSG00000165458
171	0.002	IFT122	ENSG00000163913
171	0.002	C6ORF165	ENSG00000272514
171	0.002	CFAP206	ENSG00000213204
171	0.002	POLR3A	ENSG00000148606
171	0.002	FRAS1	ENSG00000138759
171	0.002	PKHD1	ENSG00000170927
171	0.002	MAN2B1	ENSG00000104774
171	0.002	KCNH1	ENSG00000143473
171	0.002	GRHL3	ENSG00000158055
171	0.002	FGF9	ENSG00000102678
200	0.0019	CENPJ	ENSG00000151849
200	0.0019	PKD1	ENSG00000008710
200	0.0019	IHH	ENSG00000163501
200	0.0019	TP73	ENSG00000078900
200	0.0019	CCDC39	ENSG00000145075
200	0.0019	BMP4	ENSG00000125378
200	0.0019	WDR11	ENSG00000120008
200	0.0019	UOX	ENSG00000240520
200	0.0019	ARPC1B	ENSG00000130429
200	0.0019	CDX2	ENSG00000165556
200	0.0019	RET	ENSG00000165731
200	0.0019	TBC1D24	ENSG00000162065
200	0.0019	DACT1	ENSG00000165617
200	0.0019	USP9X	ENSG00000124486
200	0.0019	PMM2	ENSG00000140650
200	0.0019	HR	ENSG00000168453
200	0.0019	CDKN2A	ENSG00000147889
200	0.0019	CHEK2	ENSG00000183765
200	0.0019	MDM2	ENSG00000135679
200	0.0019	FAH	ENSG00000103876
200	0.0019	EFR3B	ENSG00000084710
200	0.0019	ABCC9	ENSG00000069431
200	0.0019	KCNJ8	ENSG00000121361
200	0.0019	CACNA1S	ENSG00000081248
224	0.0018	RPGRIP1L	ENSG00000103494
224	0.0018	POC1A	ENSG00000164087
224	0.0018	CEP290	ENSG00000198707
224	0.0018	FRYL	ENSG00000075539
224	0.0018	UPF3B	ENSG00000125351
224	0.0018	TOM1L2	ENSG00000175662
224	0.0018	APAF1	ENSG00000120868
224	0.0018	PIEZO2	ENSG00000154864
224	0.0018	DHCR24	ENSG00000116133
224	0.0018	HERC1	ENSG00000103657
224	0.0018	GRIP1	ENSG00000155974
224	0.0018	NXN	ENSG00000167693
224	0.0018	SOX9	ENSG00000125398
224	0.0018	ANP32B	ENSG00000136938
224	0.0018	MYCN	ENSG00000134323
224	0.0018	WWTR1	ENSG00000018408
224	0.0018	SLC6A4	ENSG00000108576
224	0.0018	FARSB	ENSG00000116120
224	0.0018	MID1	ENSG00000101871
224	0.0018	CWC27	ENSG00000153015
224	0.0018	ADAMTS3	ENSG00000156140
224	0.0018	CCBE1	ENSG00000183287
224	0.0018	POR	ENSG00000127948
224	0.0018	LZTS2	ENSG00000107816
224	0.0018	WNT5A	ENSG00000114251
224	0.0018	GDF2	ENSG00000128802
