rank	score	gene_symbol	gene_identifier
1	0.0208	TRPS1	ENSG00000104447
2	0.0154	KMT5B	ENSG00000110066
3	0.0136	MAN1B1	ENSG00000177239
4	0.0128	CDC42BPB	ENSG00000198752
5	0.0127	KAT5	ENSG00000172977
6	0.0124	H4C5	ENSG00000198518
7	0.0118	LIG4	ENSG00000174405
7	0.0118	NSUN2	ENSG00000037474
9	0.0106	MESD	ENSG00000117899
10	0.0103	WDR26	ENSG00000162923
11	0.0099	HEPHL1	ENSG00000181333
12	0.0092	KDM6A	ENSG00000147050
12	0.0092	KMT2D	ENSG00000167548
14	0.0089	HNRNPK	ENSG00000165119
15	0.0088	PPP1CB	ENSG00000213639
16	0.0087	IRX5	ENSG00000176842
17	0.0082	WLS	ENSG00000116729
17	0.0082	PTPN2	ENSG00000175354
19	0.008	TWIST2	ENSG00000233608
19	0.008	USB1	ENSG00000103005
21	0.0079	COG6	ENSG00000133103
21	0.0079	STAG2	ENSG00000101972
23	0.0078	PQBP1	ENSG00000102103
24	0.0076	LMBRD2	ENSG00000164187
25	0.0075	PLXNA1	ENSG00000114554
26	0.0073	NECTIN1	ENSG00000110400
26	0.0073	PIGK	ENSG00000142892
28	0.007	DPP6	ENSG00000130226
29	0.0069	IGF1	ENSG00000017427
30	0.0065	EDARADD	ENSG00000186197
31	0.0064	PCNT	ENSG00000160299
32	0.0063	NR2F1	ENSG00000175745
33	0.0062	SMARCA2	ENSG00000080503
34	0.0061	MEIS2	ENSG00000134138
35	0.006	PPP1R21	ENSG00000162869
36	0.0056	NFIB	ENSG00000147862
37	0.0055	TMEM147	ENSG00000105677
37	0.0055	PIGL	ENSG00000108474
37	0.0055	NSD1	ENSG00000165671
40	0.0054	AASS	ENSG00000008311
40	0.0054	KMT2A	ENSG00000118058
42	0.0053	IGF1R	ENSG00000140443
42	0.0053	KRT25	ENSG00000204897
42	0.0053	KRT71	ENSG00000139648
42	0.0053	KRT74	ENSG00000170484
42	0.0053	LIPH	ENSG00000163898
42	0.0053	LPAR6	ENSG00000139679
48	0.0052	BRF1	ENSG00000185024
49	0.0051	TBX3	ENSG00000135111
50	0.005	HDAC4	ENSG00000068024
50	0.005	KDF1	ENSG00000175707
52	0.0049	ZSWIM6	ENSG00000130449
53	0.0048	DPH1	ENSG00000108963
53	0.0048	DPH2	ENSG00000132768
53	0.0048	CTNS	ENSG00000040531
53	0.0048	ANAPC1	ENSG00000153107
53	0.0048	PPP2R3C	ENSG00000092020
53	0.0048	TSHR	ENSG00000165409
59	0.0047	MED12L	ENSG00000144893
60	0.0046	LARP7	ENSG00000174720
60	0.0046	CHST3	ENSG00000122863
60	0.0046	AADAT	ENSG00000109576
60	0.0046	SMPD1	ENSG00000166311
60	0.0046	ANKRD17	ENSG00000132466
60	0.0046	ATR	ENSG00000175054
66	0.0045	DDC	ENSG00000132437
66	0.0045	CREBBP	ENSG00000005339
68	0.0044	SHANK3	ENSG00000251322
68	0.0044	RUSC2	ENSG00000198853
68	0.0044	ANKRD11	ENSG00000167522
71	0.0043	PCSK1	ENSG00000175426
71	0.0043	POMC	ENSG00000115138
71	0.0043	ANTXR1	ENSG00000169604
71	0.0043	RNF13	ENSG00000082996
71	0.0043	H3-3A	ENSG00000163041
76	0.0042	FBN1	ENSG00000166147
76	0.0042	LTBP3	ENSG00000168056
76	0.0042	NMNAT1	ENSG00000173614
76	0.0042	SNAP25	ENSG00000132639
76	0.0042	EPB41L1	ENSG00000088367
81	0.0041	ATRX	ENSG00000085224
81	0.0041	SRCAP	ENSG00000080603
81	0.0041	CCBE1	ENSG00000183287
84	0.004	JARID2	ENSG00000008083
84	0.004	SMARCB1	ENSG00000099956
84	0.004	AHSG	ENSG00000145192
84	0.004	ITGB6	ENSG00000115221
84	0.004	LSS	ENSG00000160285
89	0.0039	NBAS	ENSG00000151779
89	0.0039	ODC1	ENSG00000115758
89	0.0039	DUOX2	ENSG00000140279
92	0.0038	PCGF2	ENSG00000056661
92	0.0038	ZNF699	ENSG00000196110
92	0.0038	ABCC9	ENSG00000069431
92	0.0038	KCNJ8	ENSG00000121361
96	0.0037	ARID1A	ENSG00000117713
96	0.0037	PUS7	ENSG00000091127
96	0.0037	PDCD6IP	ENSG00000170248
96	0.0037	SLC1A4	ENSG00000115902
96	0.0037	DCAF17	ENSG00000115827
101	0.0036	SOS1	ENSG00000115904
101	0.0036	SLC7A7	ENSG00000155465
101	0.0036	SIN3A	ENSG00000169375
101	0.0036	RAC1	ENSG00000136238
101	0.0036	BRD4	ENSG00000141867
101	0.0036	HDAC8	ENSG00000147099
101	0.0036	NIPBL	ENSG00000164190
101	0.0036	RAD21	ENSG00000164754
101	0.0036	SMC1A	ENSG00000072501
101	0.0036	SMC3	ENSG00000108055
101	0.0036	CCDC8	ENSG00000169515
101	0.0036	CUL7	ENSG00000044090
101	0.0036	OBSL1	ENSG00000124006
114	0.0035	MBD5	ENSG00000204406
114	0.0035	DENND5A	ENSG00000184014
114	0.0035	RHOBTB2	ENSG00000008853
114	0.0035	AIFM1	ENSG00000156709
114	0.0035	YY1	ENSG00000100811
114	0.0035	PUF60	ENSG00000179950
114	0.0035	ARID1B	ENSG00000049618
114	0.0035	ARID2	ENSG00000189079
114	0.0035	DPF2	ENSG00000133884
114	0.0035	SMARCA4	ENSG00000127616
114	0.0035	SMARCC2	ENSG00000139613
114	0.0035	SMARCD1	ENSG00000066117
114	0.0035	SMARCE1	ENSG00000073584
114	0.0035	SOX11	ENSG00000176887
114	0.0035	SOX4	ENSG00000124766
114	0.0035	SPTBN1	ENSG00000115306
114	0.0035	TAF6	ENSG00000106290
131	0.0034	GNS	ENSG00000135677
131	0.0034	GAD1	ENSG00000128683
131	0.0034	TBCK	ENSG00000145348
131	0.0034	UBE3C	ENSG00000009335
131	0.0034	DMP1	ENSG00000152592
136	0.0033	NAB2	ENSG00000166886
136	0.0033	CDC42	ENSG00000070831
136	0.0033	TCF20	ENSG00000100207
136	0.0033	PRICKLE1	ENSG00000139174
140	0.0032	TSHB	ENSG00000134200
140	0.0032	AFF2	ENSG00000155966
140	0.0032	EP300	ENSG00000100393
140	0.0032	RPS6KA3	ENSG00000177189
144	0.0031	HERC1	ENSG00000103657
144	0.0031	AWAT2	ENSG00000147160
144	0.0031	CLPTM1L	ENSG00000049656
144	0.0031	ATP1A2	ENSG00000018625
144	0.0031	ATP1A3	ENSG00000105409
144	0.0031	CACNA1A	ENSG00000141837
144	0.0031	SLC1A3	ENSG00000079215
144	0.0031	LTV1	ENSG00000135521
144	0.0031	LMTK3	ENSG00000142235
144	0.0031	INPP5E	ENSG00000148384
144	0.0031	RAI1	ENSG00000108557
144	0.0031	TRAPPC9	ENSG00000167632
144	0.0031	TTI2	ENSG00000129696
144	0.0031	AAK1	ENSG00000115977
158	0.003	NUP188	ENSG00000095319
158	0.003	IGSF9B	ENSG00000080854
158	0.003	PPFIA3	ENSG00000177380
158	0.003	ARVCF	ENSG00000099889
158	0.003	BMP2	ENSG00000125845
158	0.003	IL1RAPL1	ENSG00000169306
158	0.003	FLI1	ENSG00000151702
158	0.003	MMP16	ENSG00000156103
158	0.003	HUWE1	ENSG00000086758
158	0.003	AUTS2	ENSG00000158321
158	0.003	KDM4B	ENSG00000127663
158	0.003	SLC5A5	ENSG00000105641
158	0.003	SRR	ENSG00000167720
171	0.0029	MED13L	ENSG00000123066
171	0.0029	AP4E1	ENSG00000081014
171	0.0029	PAK3	ENSG00000077264
171	0.0029	EXT1	ENSG00000182197
171	0.0029	THRA	ENSG00000126351
171	0.0029	NAGLU	ENSG00000108784
171	0.0029	SGSH	ENSG00000181523
171	0.0029	SON	ENSG00000159140
171	0.0029	TWSG1	ENSG00000128791
171	0.0029	SHOC2	ENSG00000108061
181	0.0028	GABRA2	ENSG00000151834
181	0.0028	EBP	ENSG00000147155
181	0.0028	CBARP	ENSG00000099625
181	0.0028	NAA10	ENSG00000102030
181	0.0028	AWAT1	ENSG00000204195
181	0.0028	HIVEP2	ENSG00000010818
181	0.0028	B3GAT3	ENSG00000149541
181	0.0028	BRINP1	ENSG00000078725
181	0.0028	PITX3	ENSG00000107859
181	0.0028	PEX1	ENSG00000127980
181	0.0028	PEX6	ENSG00000124587
181	0.0028	CDO1	ENSG00000129596
181	0.0028	HECW2	ENSG00000138411
181	0.0028	ZMPSTE24	ENSG00000084073
195	0.0027	PTPRF	ENSG00000142949
195	0.0027	ZEB2	ENSG00000169554
195	0.0027	NEUROD2	ENSG00000171532
195	0.0027	TBCD	ENSG00000141556
195	0.0027	FAR2	ENSG00000064763
195	0.0027	LPAR5	ENSG00000184574
195	0.0027	KDM5C	ENSG00000126012
195	0.0027	RTL4	ENSG00000187823
195	0.0027	INHBB	ENSG00000163083
195	0.0027	SETBP1	ENSG00000152217
195	0.0027	DNAJC21	ENSG00000168724
195	0.0027	SOD1	ENSG00000142168
195	0.0027	ADGRL3	ENSG00000150471
195	0.0027	CYSTM1	ENSG00000120306
195	0.0027	ASXL1	ENSG00000171456
195	0.0027	BRAF	ENSG00000157764
211	0.0026	KCNK9	ENSG00000169427
211	0.0026	BZW2	ENSG00000136261
211	0.0026	BAZ1B	ENSG00000009954
211	0.0026	BCL7B	ENSG00000106635
211	0.0026	BUD23	ENSG00000071462
211	0.0026	CLIP2	ENSG00000106665
211	0.0026	DNAJC30	ENSG00000176410
211	0.0026	EIF4H	ENSG00000106682
211	0.0026	ELN	ENSG00000049540
211	0.0026	FKBP6	ENSG00000077800
211	0.0026	GTF2I	ENSG00000077809
211	0.0026	GTF2IRD1	ENSG00000006704
211	0.0026	GTF2IRD2	ENSG00000196275
211	0.0026	LIMK1	ENSG00000106683
211	0.0026	METTL27	ENSG00000165171
211	0.0026	MLXIPL	ENSG00000009950
211	0.0026	NCF1	ENSG00000158517
211	0.0026	RFC2	ENSG00000049541
211	0.0026	STX1A	ENSG00000106089
211	0.0026	TBL2	ENSG00000106638
211	0.0026	TMEM270	ENSG00000175877
211	0.0026	VPS37D	ENSG00000176428
211	0.0026	HGSNAT	ENSG00000165102
211	0.0026	GRIA1	ENSG00000155511
211	0.0026	NSD2	ENSG00000109685
211	0.0026	GPR37L1	ENSG00000170075
211	0.0026	HSPG2	ENSG00000142798
211	0.0026	UBL7	ENSG00000138629
211	0.0026	RECQL4	ENSG00000160957
211	0.0026	TMEM67	ENSG00000164953
211	0.0026	ASPA	ENSG00000108381
211	0.0026	ATP9A	ENSG00000054793
211	0.0026	UQCC2	ENSG00000137288
211	0.0026	ZNF521	ENSG00000198795
211	0.0026	CAMTA1	ENSG00000171735
246	0.0025	SATB2	ENSG00000119042
246	0.0025	INSR	ENSG00000171105
246	0.0025	WDR35	ENSG00000118965
246	0.0025	HIP1	ENSG00000127946
246	0.0025	FMR1	ENSG00000102081
246	0.0025	FAM111B	ENSG00000189057
246	0.0025	RAB11FIP4	ENSG00000131242
