rank	score	gene_symbol	gene_identifier
1	0.0524	MITF	ENSG00000187098
2	0.0518	SLC45A2	ENSG00000164175
2	0.0518	TYR	ENSG00000077498
4	0.0453	PAX3	ENSG00000135903
5	0.0427	KIT	ENSG00000157404
6	0.0416	KITLG	ENSG00000049130
6	0.0416	SOX10	ENSG00000100146
8	0.0407	AEBP2	ENSG00000139154
9	0.04	LYST	ENSG00000143669
10	0.0398	HPS5	ENSG00000110756
11	0.0384	MBTPS1	ENSG00000140943
12	0.0377	AP3B1	ENSG00000132842
12	0.0377	FIG4	ENSG00000112367
12	0.0377	MYO5A	ENSG00000197535
12	0.0377	TBX19	ENSG00000143178
16	0.0371	GLI3	ENSG00000106571
16	0.0371	MAGOH	ENSG00000162385
18	0.0353	RAB27A	ENSG00000069974
19	0.0349	BCL2	ENSG00000171791
20	0.0339	SLC24A5	ENSG00000188467
21	0.03	PCBD1	ENSG00000166228
22	0.0293	SPAG9	ENSG00000008294
23	0.0283	ATOX1	ENSG00000177556
24	0.0278	GRID2	ENSG00000152208
25	0.0272	HPS3	ENSG00000163755
26	0.027	BLOC1S5	ENSG00000188428
26	0.027	TYRP1	ENSG00000107165
28	0.0267	RACK1	ENSG00000204628
29	0.0264	ATP7B	ENSG00000123191
30	0.0259	LAMTOR2	ENSG00000116586
31	0.0258	CACNA1F	ENSG00000102001
32	0.0252	PAH	ENSG00000171759
33	0.0244	DCT	ENSG00000080166
34	0.0241	HPS1	ENSG00000107521
35	0.0239	MC1R	ENSG00000258839
36	0.0236	DOCK7	ENSG00000116641
36	0.0236	NSDHL	ENSG00000147383
36	0.0236	EDNRB	ENSG00000136160
39	0.0232	ADAMTS20	ENSG00000173157
40	0.0222	SNAI2	ENSG00000019549
40	0.0222	SLC17A5	ENSG00000119899
42	0.0219	ATM	ENSG00000149311
43	0.0215	REM2	ENSG00000139890
44	0.0214	FGFR3	ENSG00000068078
45	0.0212	EDN3	ENSG00000124205
46	0.0211	AP3D1	ENSG00000065000
47	0.0208	SEMA3C	ENSG00000075223
48	0.0204	OCA2	ENSG00000104044
49	0.0199	MAGEL2	ENSG00000254585
49	0.0199	NDN	ENSG00000182636
49	0.0199	SNRPN	ENSG00000128739
52	0.019	MLPH	ENSG00000115648
53	0.0187	EPG5	ENSG00000152223
54	0.0184	LRPPRC	ENSG00000138095
55	0.0177	BLOC1S4	ENSG00000186222
56	0.0169	VPS33A	ENSG00000139719
57	0.0167	TPCN2	ENSG00000162341
58	0.0165	CLCN7	ENSG00000103249
59	0.0158	HPS6	ENSG00000166189
60	0.0151	DPP9	ENSG00000142002
61	0.0146	BLOC1S3	ENSG00000189114
61	0.0146	DTNBP1	ENSG00000047579
63	0.0145	HPS4	ENSG00000100099
64	0.0137	DSTYK	ENSG00000133059
65	0.0131	FREM2	ENSG00000150893
66	0.0127	OPN4	ENSG00000122375
67	0.0125	CTNS	ENSG00000040531
67	0.0125	BLOC1S6	ENSG00000104164
69	0.0122	FSCN1	ENSG00000075618
70	0.0121	LRMDA	ENSG00000148655
71	0.012	UBE3A	ENSG00000114062
72	0.0117	ACD	ENSG00000102977
72	0.0117	DKC1	ENSG00000130826
72	0.0117	PARN	ENSG00000140694
72	0.0117	RTEL1	ENSG00000258366
72	0.0117	TERT	ENSG00000164362
72	0.0117	TINF2	ENSG00000092330
78	0.0116	PAX6	ENSG00000007372
79	0.0113	MYO10	ENSG00000145555
80	0.0109	ABCA2	ENSG00000107331
80	0.0109	TAFAZZIN	ENSG00000102125
82	0.0106	ZPLD1	ENSG00000170044
83	0.0105	SKIC2	ENSG00000204351
83	0.0105	SKIC3	ENSG00000198677
85	0.0104	ATP7A	ENSG00000165240
86	0.0102	POLH	ENSG00000170734
86	0.0102	APOE	ENSG00000130203
88	0.0101	SLITRK2	ENSG00000185985
89	0.0099	IFT140	ENSG00000187535
90	0.0098	RAD50	ENSG00000113522
90	0.0098	WDR11	ENSG00000120008
92	0.0097	DHCR7	ENSG00000172893
93	0.0096	DCPS	ENSG00000110063
94	0.0094	PCDH15	ENSG00000150275
94	0.0094	AP000322.53	ENSG00000243627
94	0.0094	KCNE1	ENSG00000180509
97	0.0093	ZIC3	ENSG00000156925
97	0.0093	XPC	ENSG00000154767
99	0.0092	ALG3	ENSG00000214160
100	0.009	CLTRN	ENSG00000147003
100	0.009	SLC6A19	ENSG00000174358
102	0.0089	PDE4D	ENSG00000113448
102	0.0089	BLM	ENSG00000197299
104	0.0088	MLH1	ENSG00000076242
104	0.0088	POU4F2	ENSG00000151615
106	0.0087	NOX3	ENSG00000074771
107	0.0083	GNAQ	ENSG00000156052
108	0.0082	CBL	ENSG00000110395
108	0.0082	ZNF699	ENSG00000196110
108	0.0082	PTPN6	ENSG00000111679
108	0.0082	MYSM1	ENSG00000162601
108	0.0082	CHN1	ENSG00000128656
108	0.0082	MAFB	ENSG00000204103
108	0.0082	SALL4	ENSG00000101115
115	0.0081	RPS19	ENSG00000105372
116	0.008	AHR	ENSG00000106546
116	0.008	SLITRK6	ENSG00000184564
116	0.008	PCSK1	ENSG00000175426
116	0.008	POMC	ENSG00000115138
120	0.0078	PPOX	ENSG00000143224
121	0.0077	BTNL2	ENSG00000204290
121	0.0077	HLA-DRB1	ENSG00000196126
123	0.0074	WDR73	ENSG00000177082
124	0.0073	KRT14	ENSG00000186847
124	0.0073	KRT5	ENSG00000186081
126	0.0072	PIGN	ENSG00000197563
126	0.0072	CBS	ENSG00000160200
126	0.0072	GNA11	ENSG00000088256
129	0.0071	RPS20	ENSG00000008988
130	0.007	KRT25	ENSG00000204897
130	0.007	KRT71	ENSG00000139648
130	0.007	KRT74	ENSG00000170484
130	0.007	LIPH	ENSG00000163898
130	0.007	LPAR6	ENSG00000139679
135	0.0069	FGFR2	ENSG00000066468
136	0.0068	HRAS	ENSG00000174775
136	0.0068	KRAS	ENSG00000133703
136	0.0068	NRAS	ENSG00000213281
139	0.0066	ABCB6	ENSG00000115657
139	0.0066	TOE1	ENSG00000132773
139	0.0066	MCOLN3	ENSG00000055732
142	0.0065	LIPE	ENSG00000079435
143	0.0064	KANSL1	ENSG00000120071
143	0.0064	CAV1	ENSG00000105974
143	0.0064	CCN2	ENSG00000118523
143	0.0064	CCR6	ENSG00000112486
143	0.0064	IRF5	ENSG00000128604
143	0.0064	KIAA0319L	ENSG00000142687
143	0.0064	MTOR	ENSG00000198793
150	0.0063	ASIP	ENSG00000101440
151	0.0062	CIB1	ENSG00000185043
