rank	score	gene_symbol	gene_identifier
1	0.0525	MERTK	ENSG00000153208
1	0.0525	PDE6B	ENSG00000133256
1	0.0525	SLC24A1	ENSG00000074621
4	0.0517	CDKN2A	ENSG00000147889
5	0.0501	SLC4A3	ENSG00000114923
6	0.0483	IFT43	ENSG00000119650
7	0.047	CRX	ENSG00000105392
8	0.0437	SCAPER	ENSG00000140386
9	0.0434	CRB1	ENSG00000134376
10	0.043	STRA6	ENSG00000137868
11	0.0413	CACNA1F	ENSG00000102001
12	0.0407	PLA2G6	ENSG00000184381
12	0.0407	SLC17A7	ENSG00000104888
14	0.0404	CNGA1	ENSG00000198515
15	0.0401	SCD	ENSG00000099194
16	0.0379	CTSD	ENSG00000117984
17	0.0378	SDCCAG8	ENSG00000054282
18	0.0376	IMPG2	ENSG00000081148
19	0.0373	ABHD11	ENSG00000106077
20	0.0364	RDH12	ENSG00000139988
20	0.0364	SNRNP200	ENSG00000144028
22	0.0363	MAK	ENSG00000111837
22	0.0363	RP1L1	ENSG00000183638
24	0.0352	CTNNA1	ENSG00000044115
25	0.0349	PDE6A	ENSG00000132915
26	0.0348	DNAJC5	ENSG00000101152
27	0.0347	RHO	ENSG00000163914
27	0.0347	NDUFS4	ENSG00000164258
29	0.0346	RP1	ENSG00000104237
30	0.0343	RPGR	ENSG00000156313
30	0.0343	PPP1R13L	ENSG00000104881
32	0.0338	DCC	ENSG00000187323
32	0.0338	ABCA4	ENSG00000198691
34	0.0337	HSP90AA1	ENSG00000080824
35	0.0336	PROM1	ENSG00000007062
35	0.0336	ELOVL4	ENSG00000118402
37	0.0327	ZNF513	ENSG00000163795
38	0.0325	ZNF408	ENSG00000175213
39	0.0319	IMPDH1	ENSG00000106348
40	0.0316	HK1	ENSG00000156515
41	0.0314	MDM1	ENSG00000111554
42	0.031	CHM	ENSG00000188419
42	0.031	CLCC1	ENSG00000121940
42	0.031	PRPF6	ENSG00000101161
45	0.0308	RAX2	ENSG00000173976
46	0.0306	GBX1	ENSG00000164900
46	0.0306	PPFIA2	ENSG00000139220
48	0.0303	TULP1	ENSG00000112041
49	0.0302	KIAA1549	ENSG00000122778
50	0.0301	VLDLR	ENSG00000147852
50	0.0301	STOML1	ENSG00000067221
52	0.03	PRKCQ	ENSG00000065675
53	0.0299	CDKN1B	ENSG00000111276
53	0.0299	PAX2	ENSG00000075891
55	0.0296	CLRN1	ENSG00000163646
56	0.0295	IFT140	ENSG00000187535
57	0.0288	NUB1	ENSG00000013374
58	0.0287	SERPINF1	ENSG00000132386
59	0.0284	FSCN2	ENSG00000186765
60	0.0281	CTNS	ENSG00000040531
61	0.028	AGBL5	ENSG00000084693
61	0.028	EYS	ENSG00000188107
63	0.0276	NOS1AP	ENSG00000198929
64	0.0273	NPHP4	ENSG00000131697
65	0.0269	RPE65	ENSG00000116745
66	0.0267	RDH11	ENSG00000072042
67	0.0266	FAM161A	ENSG00000170264
68	0.0263	LCA5	ENSG00000135338
68	0.0263	ADAMTSL4	ENSG00000143382
68	0.0263	NBAS	ENSG00000151779
71	0.0262	NR2E1	ENSG00000112333
72	0.0259	CFAP410	ENSG00000160226
73	0.0258	PPFIBP2	ENSG00000166387
74	0.0256	TMEM11	ENSG00000178307
75	0.0255	ARHGAP25	ENSG00000163219
75	0.0255	SLC16A2	ENSG00000147100
75	0.0255	SLC30A8	ENSG00000164756
75	0.0255	VPS13B	ENSG00000132549
79	0.0254	RBP4	ENSG00000138207
80	0.0253	STX5	ENSG00000162236
80	0.0253	PCARE	ENSG00000179270
82	0.0252	LRP5	ENSG00000162337
82	0.0252	LRP5L	ENSG00000100068
84	0.025	CFAP418	ENSG00000156172
85	0.0247	PEDS1	ENSG00000240849
85	0.0247	PEDS1-UBE2V1	ENSG00000124208
85	0.0247	RETREG3	ENSG00000141699
85	0.0247	SLC9A8	ENSG00000197818
85	0.0247	IDH3A	ENSG00000166411
90	0.0246	DHX38	ENSG00000140829
91	0.0245	RBP3	ENSG00000107618
92	0.0244	SHMT2	ENSG00000182199
92	0.0244	TMEM218	ENSG00000150433
92	0.0244	PDE6G	ENSG00000185527
95	0.0243	AIPL1	ENSG00000129221
95	0.0243	CISD2	ENSG00000145354
97	0.0242	RAB28	ENSG00000157869
98	0.0241	CNNM4	ENSG00000158158
99	0.024	GPR143	ENSG00000101850
100	0.0238	AIF1	ENSG00000204472
101	0.0237	DBNL	ENSG00000136279
102	0.0236	REEP6	ENSG00000115255
102	0.0236	CANT1	ENSG00000171302
104	0.0235	IDH3B	ENSG00000101365
105	0.0233	GUCY2D	ENSG00000132518
105	0.0233	COL18A1	ENSG00000182871
107	0.0232	NMT2	ENSG00000152465
107	0.0232	PARD3	ENSG00000148498
107	0.0232	PEPD	ENSG00000124299
107	0.0232	ZNF329	ENSG00000181894
107	0.0232	EPC2	ENSG00000135999
107	0.0232	FRMD5	ENSG00000171877
107	0.0232	NFYA	ENSG00000001167
107	0.0232	TRNT1	ENSG00000072756
115	0.0231	METTL23	ENSG00000181038
115	0.0231	TTC8	ENSG00000165533
117	0.023	SLC6A6	ENSG00000131389
117	0.023	DNMBP	ENSG00000107554
119	0.0229	PAX6	ENSG00000007372
119	0.0229	PTP4A1	ENSG00000112245
121	0.0228	RABGAP1	ENSG00000011454
121	0.0228	PRPH2	ENSG00000112619
121	0.0228	ROM1	ENSG00000149489
121	0.0228	BBS4	ENSG00000140463
125	0.0226	FAM151B	ENSG00000152380
126	0.0225	MITF	ENSG00000187098
126	0.0225	OBP2A	ENSG00000122136
126	0.0225	OBP2B	ENSG00000171102
126	0.0225	ASNS	ENSG00000070669
126	0.0225	PDGFC	ENSG00000145431
131	0.0224	LMO7	ENSG00000136153
131	0.0224	BEST1	ENSG00000167995
133	0.0222	RP2	ENSG00000102218
134	0.0221	NMNAT1	ENSG00000173614
135	0.0219	CLN8	ENSG00000182372
136	0.0218	PRSS56	ENSG00000237412
137	0.0217	MFRP	ENSG00000235718
137	0.0217	VSX2	ENSG00000119614
139	0.0214	USH2A	ENSG00000042781
139	0.0214	POMGNT1	ENSG00000085998
141	0.0213	NDP	ENSG00000124479
141	0.0213	OPA1	ENSG00000198836
143	0.0211	FGF12	ENSG00000114279
143	0.0211	NUS1	ENSG00000153989
145	0.021	LRIT3	ENSG00000183423
146	0.0208	NCAM1	ENSG00000149294
146	0.0208	PRPF4	ENSG00000136875
148	0.0207	EHMT1	ENSG00000181090
148	0.0207	FLVCR1	ENSG00000162769
148	0.0207	LYST	ENSG00000143669
151	0.0206	CIB3	ENSG00000141977
151	0.0206	F3	ENSG00000117525
151	0.0206	IFT172	ENSG00000138002
154	0.0204	ELOVL2	ENSG00000197977
154	0.0204	NRL	ENSG00000129535
156	0.02	PRDM13	ENSG00000112238
157	0.0199	ARL3	ENSG00000138175
157	0.0199	FHIP2A	ENSG00000151553
157	0.0199	SPIN1	ENSG00000106723
157	0.0199	DCT	ENSG00000080166
157	0.0199	GJA10	ENSG00000135355
162	0.0198	ZBTB5	ENSG00000168795
162	0.0198	AHSA1	ENSG00000100591
162	0.0198	ARL2BP	ENSG00000102931
162	0.0198	BACH2	ENSG00000112182
162	0.0198	CCDC34	ENSG00000109881
162	0.0198	DPP3	ENSG00000254986
162	0.0198	GDF6	ENSG00000156466
162	0.0198	MAPKAPK2	ENSG00000162889
162	0.0198	NOC4L	ENSG00000184967
162	0.0198	NXN	ENSG00000167693
162	0.0198	PLEKHM1	ENSG00000225190
162	0.0198	SH3RF1	ENSG00000154447
162	0.0198	DNASE1L2	ENSG00000167968
162	0.0198	RXFP2	ENSG00000133105
162	0.0198	SPIDR	ENSG00000164808
162	0.0198	SLC7A14	ENSG00000013293
178	0.0197	ERC2	ENSG00000187672
178	0.0197	SEMA4A	ENSG00000196189
180	0.0196	BMP7	ENSG00000101144
180	0.0196	USP45	ENSG00000123552
182	0.0195	HARS1	ENSG00000170445
183	0.0194	HIPK4	ENSG00000160396
183	0.0194	TF	ENSG00000091513
183	0.0194	HMCN1	ENSG00000143341
186	0.0193	IK	ENSG00000113141
186	0.0193	RRM2B	ENSG00000048392
188	0.0192	SSBP1	ENSG00000106028
189	0.0191	CFH	ENSG00000000971
189	0.0191	ATP8B1	ENSG00000081923
189	0.0191	CLCN3	ENSG00000109572
189	0.0191	GRM6	ENSG00000113262
193	0.019	ENKD1	ENSG00000124074
193	0.019	MED1	ENSG00000125686
193	0.019	PEX6	ENSG00000124587
196	0.0189	KDM8	ENSG00000155666
196	0.0189	TUB	ENSG00000166402
196	0.0189	SMOC1	ENSG00000198732
199	0.0187	LPCAT1	ENSG00000153395
199	0.0187	POC1B	ENSG00000139323
201	0.0185	SOX2	ENSG00000181449
201	0.0185	PRPF31	ENSG00000105618
203	0.0184	BMPR1B	ENSG00000138696
203	0.0184	CADM1	ENSG00000182985
205	0.0183	PRPF8	ENSG00000174231
205	0.0183	OPA3	ENSG00000125741
207	0.0182	AGBL1	ENSG00000166748
207	0.0182	C9orf50	ENSG00000179058
207	0.0182	OLFML2B	ENSG00000162745
207	0.0182	TEX2	ENSG00000136478
211	0.018	RLBP1	ENSG00000140522
212	0.0179	APMAP	ENSG00000101474
213	0.0178	CNGA3	ENSG00000144191
213	0.0178	ARL6	ENSG00000113966
