rank	score	gene_symbol	gene_identifier
1	0.026	PCNT	ENSG00000160299
2	0.0204	FBN1	ENSG00000166147
3	0.0184	ARSB	ENSG00000113273
4	0.0147	ADORA2A	ENSG00000128271
5	0.014	TGFB2	ENSG00000092969
6	0.0137	SMAD3	ENSG00000166949
7	0.0136	LOX	ENSG00000113083
8	0.0135	IDUA	ENSG00000127415
9	0.0132	HEY2	ENSG00000135547
10	0.0124	TGFBR1	ENSG00000106799
11	0.0123	SLITRK6	ENSG00000184564
12	0.0122	EFEMP2	ENSG00000172638
13	0.0116	NRTN	ENSG00000171119
14	0.0113	COL1A2	ENSG00000164692
15	0.0106	AP3B1	ENSG00000132842
15	0.0106	MUS81	ENSG00000172732
17	0.0102	CBS	ENSG00000160200
17	0.0102	NTRK1	ENSG00000198400
19	0.0097	MAN2B1	ENSG00000104774
20	0.0095	KLF3	ENSG00000109787
21	0.0091	TGFBR2	ENSG00000163513
22	0.0084	NPR3	ENSG00000113389
23	0.0083	FOXC2	ENSG00000176692
24	0.0082	FBN2	ENSG00000138829
25	0.0081	NDUFS4	ENSG00000164258
26	0.0076	CHST14	ENSG00000169105
26	0.0076	DSE	ENSG00000111817
26	0.0076	PLOD1	ENSG00000083444
29	0.0075	BGN	ENSG00000182492
29	0.0075	SLC2A10	ENSG00000197496
31	0.0069	TGFB3	ENSG00000119699
32	0.0067	SMAD2	ENSG00000175387
32	0.0067	IPO8	ENSG00000133704
34	0.0066	CTSL	ENSG00000135047
34	0.0066	CTSV	ENSG00000136943
36	0.0065	COL3A1	ENSG00000168542
37	0.0062	DDC	ENSG00000132437
37	0.0062	CPLANE1	ENSG00000197603
39	0.0059	ACTA2	ENSG00000107796
39	0.0059	ELN	ENSG00000049540
39	0.0059	FOXE3	ENSG00000186790
39	0.0059	MAT2A	ENSG00000168906
39	0.0059	MFAP5	ENSG00000197614
39	0.0059	MYH11	ENSG00000133392
39	0.0059	MYLK	ENSG00000065534
39	0.0059	PRKG1	ENSG00000185532
39	0.0059	SMAD4	ENSG00000141646
39	0.0059	THSD4	ENSG00000187720
49	0.0056	NGF	ENSG00000134259
49	0.0056	EXOSC5	ENSG00000077348
51	0.0055	CITED2	ENSG00000164442
51	0.0055	GRID2	ENSG00000152208
51	0.0055	REM2	ENSG00000139890
51	0.0055	AKT1	ENSG00000142208
51	0.0055	PTEN	ENSG00000171862
56	0.0054	SKI	ENSG00000157933
57	0.0053	CPLX1	ENSG00000168993
57	0.0053	CTBP1	ENSG00000159692
57	0.0053	LETM1	ENSG00000168924
57	0.0053	NELFA	ENSG00000185049
57	0.0053	NSD2	ENSG00000109685
57	0.0053	PIGG	ENSG00000174227
63	0.0052	COL1A1	ENSG00000108821
63	0.0052	COL5A1	ENSG00000130635
63	0.0052	COL5A2	ENSG00000204262
63	0.0052	NONO	ENSG00000147140
63	0.0052	HERC1	ENSG00000103657
68	0.0051	KIF21A	ENSG00000139116
68	0.0051	NKAP	ENSG00000101882
68	0.0051	ARB2A	ENSG00000113391
71	0.005	GFRA2	ENSG00000168546
71	0.005	ATP6V1E1	ENSG00000131100
71	0.005	PSIP1	ENSG00000164985
74	0.0049	SMS	ENSG00000102172
74	0.0049	DLG4	ENSG00000132535
76	0.0048	FKBP14	ENSG00000106080
77	0.0047	FLNA	ENSG00000196924
77	0.0047	MED12	ENSG00000184634
