rank	score	gene_symbol	gene_identifier
1	0.0148	DSPP	ENSG00000152591
2	0.0105	IBSP	ENSG00000029559
3	0.0102	FKRP	ENSG00000181027
3	0.0102	GMPPB	ENSG00000173540
3	0.0102	LARGE1	ENSG00000133424
3	0.0102	POMT1	ENSG00000130714
3	0.0102	POMT2	ENSG00000009830
8	0.0092	ELP2	ENSG00000134759
9	0.0089	CACNA1A	ENSG00000141837
10	0.0077	BTD	ENSG00000169814
11	0.007	KCNQ2	ENSG00000075043
11	0.007	DMP1	ENSG00000152592
11	0.007	CTNNB1	ENSG00000168036
14	0.0069	TTPA	ENSG00000137561
15	0.0064	KCNJ6	ENSG00000157542
16	0.006	CLCN3	ENSG00000109572
16	0.006	GRID2	ENSG00000152208
16	0.006	DNAJC5	ENSG00000101152
19	0.0056	GNPTAB	ENSG00000111670
19	0.0056	NDUFS4	ENSG00000164258
19	0.0056	SLC6A9	ENSG00000196517
19	0.0056	PDHX	ENSG00000110435
23	0.0055	TOR1A	ENSG00000136827
23	0.0055	STRADA	ENSG00000266173
25	0.0053	OPA1	ENSG00000198836
25	0.0053	SMPD1	ENSG00000166311
27	0.0052	PPT1	ENSG00000131238
28	0.0051	CLN5	ENSG00000102805
28	0.0051	DST	ENSG00000151914
30	0.005	CLP1	ENSG00000172409
31	0.0049	ATP1A3	ENSG00000105409
31	0.0049	HIPK2	ENSG00000064393
33	0.0048	CLN8	ENSG00000182372
34	0.0047	CNTNAP1	ENSG00000108797
35	0.0046	PTS	ENSG00000150787
35	0.0046	LAMB1	ENSG00000091136
35	0.0046	CISD2	ENSG00000145354
35	0.0046	PIGS	ENSG00000087111
39	0.0045	INPP4A	ENSG00000040933
39	0.0045	GDAP1	ENSG00000104381
41	0.0044	SCN8A	ENSG00000196876
42	0.0043	ATCAY	ENSG00000167654
42	0.0043	EDA	ENSG00000158813
42	0.0043	PRKAB1	ENSG00000111725
42	0.0043	TNN	ENSG00000120332
46	0.0042	SLC17A7	ENSG00000104888
46	0.0042	HTRA2	ENSG00000115317
48	0.0041	SLC7A7	ENSG00000155465
48	0.0041	TUBB4A	ENSG00000104833
48	0.0041	SLC26A4	ENSG00000091137
48	0.0041	LYST	ENSG00000143669
52	0.004	PEX7	ENSG00000112357
53	0.0039	PPARGC1A	ENSG00000109819
54	0.0038	CDKN1A	ENSG00000124762
54	0.0038	PRRT2	ENSG00000167371
54	0.0038	CAMTA1	ENSG00000171735
54	0.0038	SLC4A7	ENSG00000033867
58	0.0037	ZSCAN10	ENSG00000130182
58	0.0037	HTR2C	ENSG00000147246
60	0.0036	CACNA1F	ENSG00000102001
60	0.0036	ERCC1	ENSG00000012061
60	0.0036	HSP90AA1	ENSG00000080824
63	0.0035	CNGA1	ENSG00000198515
64	0.0034	ZIC3	ENSG00000156925
64	0.0034	GLB1	ENSG00000170266
64	0.0034	AP3B1	ENSG00000132842
64	0.0034	DNAH5	ENSG00000039139
64	0.0034	VAPB	ENSG00000124164
69	0.0033	OSTM1	ENSG00000081087
70	0.0032	VPS41	ENSG00000006715
70	0.0032	ZDHHC9	ENSG00000188706
70	0.0032	PDE6B	ENSG00000133256
70	0.0032	F3	ENSG00000117525
70	0.0032	CTSD	ENSG00000117984
70	0.0032	ZEB2	ENSG00000169554
70	0.0032	PEX13	ENSG00000162928
70	0.0032	OPA3	ENSG00000125741
78	0.0031	STRA6	ENSG00000137868
78	0.0031	JAM3	ENSG00000166086
78	0.0031	NR2E1	ENSG00000112333
78	0.0031	PMM2	ENSG00000140650
78	0.0031	MAP1B	ENSG00000131711
83	0.003	AP000322.53	ENSG00000243627
83	0.003	KCNE1	ENSG00000180509
85	0.0029	NTRK2	ENSG00000148053
85	0.0029	IRX1	ENSG00000170549
85	0.0029	PTCHD1	ENSG00000165186
85	0.0029	FOXP2	ENSG00000128573
89	0.0028	OLIG2	ENSG00000205927
89	0.0028	CDKN2A	ENSG00000147889
89	0.0028	SLC4A3	ENSG00000114923
89	0.0028	PPP1R13L	ENSG00000104881
89	0.0028	KCNMA1	ENSG00000156113
89	0.0028	FA2H	ENSG00000103089
89	0.0028	SLC24A1	ENSG00000074621
89	0.0028	SDCCAG8	ENSG00000054282
89	0.0028	POU4F2	ENSG00000151615
89	0.0028	DCX	ENSG00000077279
89	0.0028	CRX	ENSG00000105392
100	0.0027	TBCD	ENSG00000141556
100	0.0027	PLP1	ENSG00000123560
100	0.0027	AFF3	ENSG00000144218
100	0.0027	POLR3B	ENSG00000013503
100	0.0027	RFC1	ENSG00000035928
100	0.0027	PMPCA	ENSG00000165688
106	0.0026	EMC1	ENSG00000127463
106	0.0026	OPN4	ENSG00000122375
106	0.0026	PCDH15	ENSG00000150275
106	0.0026	SCD	ENSG00000099194
106	0.0026	SLC6A8	ENSG00000130821
106	0.0026	KIF1A	ENSG00000130294
106	0.0026	ADPRS	ENSG00000116863
113	0.0025	PAX6	ENSG00000007372
113	0.0025	CERS1	ENSG00000223802
113	0.0025	GDF1	ENSG00000130283
113	0.0025	GTPBP2	ENSG00000172432
113	0.0025	PIGN	ENSG00000197563
113	0.0025	HOXA1	ENSG00000105991
113	0.0025	SOX2	ENSG00000181449
113	0.0025	ATP6V1B2	ENSG00000147416
113	0.0025	TBC1D24	ENSG00000162065
113	0.0025	COX20	ENSG00000203667
113	0.0025	SKOR2	ENSG00000215474
124	0.0024	NR2F1	ENSG00000175745
124	0.0024	NHLRC2	ENSG00000196865
124	0.0024	TBCK	ENSG00000145348
124	0.0024	ZEB1	ENSG00000148516
124	0.0024	CDON	ENSG00000064309
124	0.0024	CRIPTO	ENSG00000241186
124	0.0024	DISP1	ENSG00000154309
124	0.0024	DLL1	ENSG00000198719
124	0.0024	FGF8	ENSG00000107831
124	0.0024	FGFR1	ENSG00000077782
124	0.0024	FOXH1	ENSG00000160973
124	0.0024	GAS1	ENSG00000180447
124	0.0024	GLI2	ENSG00000074047
124	0.0024	NODAL	ENSG00000156574
124	0.0024	PLCH1	ENSG00000114805
124	0.0024	PTCH1	ENSG00000185920
124	0.0024	SHH	ENSG00000164690
124	0.0024	SIX3	ENSG00000138083
124	0.0024	SMC1A	ENSG00000072501
124	0.0024	STAG2	ENSG00000101972
124	0.0024	STIL	ENSG00000123473
124	0.0024	TGIF1	ENSG00000177426
124	0.0024	ZIC2	ENSG00000043355
124	0.0024	HTT	ENSG00000197386
124	0.0024	LPCAT1	ENSG00000153395
124	0.0024	CLCN7	ENSG00000103249
150	0.0023	CHP1	ENSG00000187446
150	0.0023	PEX16	ENSG00000121680
150	0.0023	LRIT3	ENSG00000183423
150	0.0023	ABHD11	ENSG00000106077
150	0.0023	CACNA1G	ENSG00000006283
150	0.0023	PIGA	ENSG00000165195
150	0.0023	USP9X	ENSG00000124486
150	0.0023	PRDM16	ENSG00000142611
150	0.0023	FST	ENSG00000134363
159	0.0022	MERTK	ENSG00000153208
159	0.0022	FAM161A	ENSG00000170264
159	0.0022	CERKL	ENSG00000188452
159	0.0022	WARS2	ENSG00000116874
159	0.0022	RALGAPA1	ENSG00000174373
159	0.0022	TACO1	ENSG00000136463
165	0.0021	SRD5A3	ENSG00000128039
165	0.0021	AFG2A	ENSG00000145375
165	0.0021	SON	ENSG00000159140
165	0.0021	TCOF1	ENSG00000070814
165	0.0021	XRCC4	ENSG00000152422
165	0.0021	MARS2	ENSG00000247626
165	0.0021	ECHS1	ENSG00000127884
165	0.0021	RP2	ENSG00000102218
165	0.0021	ITPR1	ENSG00000150995
165	0.0021	NMNAT2	ENSG00000157064
165	0.0021	PLCB4	ENSG00000101333
165	0.0021	NDN	ENSG00000182636
165	0.0021	TWIST2	ENSG00000233608
178	0.002	SFN	ENSG00000175793
178	0.002	TYR	ENSG00000077498
178	0.002	ADNP	ENSG00000101126
178	0.002	ATOH1	ENSG00000172238
178	0.002	CNTNAP2	ENSG00000174469
178	0.002	ALMS1	ENSG00000116127
178	0.002	NCAM1	ENSG00000149294
178	0.002	SUOX	ENSG00000139531
178	0.002	POGZ	ENSG00000143442
178	0.002	SP3	ENSG00000172845
188	0.0019	MICOS13	ENSG00000174917
188	0.0019	MAN2B1	ENSG00000104774
188	0.0019	VPS16	ENSG00000215305
188	0.0019	PRNP	ENSG00000171867
188	0.0019	PIK3R5	ENSG00000141506
188	0.0019	SETX	ENSG00000107290
188	0.0019	TMEM240	ENSG00000205090
188	0.0019	SYT14	ENSG00000143469
188	0.0019	IBA57	ENSG00000181873
188	0.0019	REM2	ENSG00000139890
188	0.0019	PREPL	ENSG00000138078
188	0.0019	LYRM7	ENSG00000186687
188	0.0019	GLRA1	ENSG00000145888
188	0.0019	TRPM1	ENSG00000134160
188	0.0019	COL11A1	ENSG00000060718
188	0.0019	PLG	ENSG00000122194
188	0.0019	BSCL2	ENSG00000168000
188	0.0019	ENKD1	ENSG00000124074
188	0.0019	SLC39A8	ENSG00000138821
188	0.0019	LRP5	ENSG00000162337
188	0.0019	AHCY	ENSG00000101444
209	0.0018	CACNA2D2	ENSG00000007402
209	0.0018	TSFM	ENSG00000123297
209	0.0018	NYX	ENSG00000188937
209	0.0018	FSCN2	ENSG00000186765
209	0.0018	DHCR7	ENSG00000172893
209	0.0018	ZNHIT3	ENSG00000108278
209	0.0018	NAXE	ENSG00000163382
209	0.0018	TBX1	ENSG00000184058
209	0.0018	PEX2	ENSG00000164751
209	0.0018	ASPA	ENSG00000108381
209	0.0018	RSPO2	ENSG00000147655
209	0.0018	MMACHC	ENSG00000132763
209	0.0018	HMGN3	ENSG00000118418
209	0.0018	ATXN1	ENSG00000124788
209	0.0018	CWF19L1	ENSG00000095485
209	0.0018	BAZ1B	ENSG00000009954
209	0.0018	BCL7B	ENSG00000106635
209	0.0018	BUD23	ENSG00000071462
209	0.0018	CLIP2	ENSG00000106665
209	0.0018	DNAJC30	ENSG00000176410
209	0.0018	EIF4H	ENSG00000106682
209	0.0018	ELN	ENSG00000049540
209	0.0018	FKBP6	ENSG00000077800
209	0.0018	GTF2I	ENSG00000077809
209	0.0018	GTF2IRD1	ENSG00000006704
209	0.0018	GTF2IRD2	ENSG00000196275
209	0.0018	LIMK1	ENSG00000106683
209	0.0018	METTL27	ENSG00000165171
209	0.0018	MLXIPL	ENSG00000009950
209	0.0018	NCF1	ENSG00000158517
209	0.0018	RFC2	ENSG00000049541
209	0.0018	STX1A	ENSG00000106089
209	0.0018	TBL2	ENSG00000106638
209	0.0018	TMEM270	ENSG00000175877
209	0.0018	VPS37D	ENSG00000176428
209	0.0018	HIVEP2	ENSG00000010818
209	0.0018	DPM1	ENSG00000000419
209	0.0018	DPYD	ENSG00000188641
209	0.0018	COL3A1	ENSG00000168542
209	0.0018	PLOD1	ENSG00000083444
209	0.0018	ADGRV1	ENSG00000164199
209	0.0018	TPI1	ENSG00000111669
209	0.0018	OPTN	ENSG00000123240
209	0.0018	NKX2-1	ENSG00000136352
209	0.0018	NPC2	ENSG00000119655
254	0.0017	NELL1	ENSG00000165973
254	0.0017	RUNX2	ENSG00000124813
254	0.0017	EGFR	ENSG00000146648
254	0.0017	GCDH	ENSG00000105607
254	0.0017	SLC17A6	ENSG00000091664
254	0.0017	SCYL1	ENSG00000142186
254	0.0017	VPS13A	ENSG00000197969
254	0.0017	MAPK6	ENSG00000069956
254	0.0017	SLC39A14	ENSG00000104635
254	0.0017	L1CAM	ENSG00000198910
254	0.0017	SUCLG1	ENSG00000163541
254	0.0017	SACS	ENSG00000151835
254	0.0017	SLC25A46	ENSG00000164209
254	0.0017	OTX2	ENSG00000165588
254	0.0017	NPTX1	ENSG00000171246
254	0.0017	SEPSECS	ENSG00000109618
254	0.0017	TSEN15	ENSG00000198860
254	0.0017	TSEN2	ENSG00000154743
254	0.0017	TSEN34	ENSG00000170892
254	0.0017	TSEN54	ENSG00000182173
254	0.0017	GPC3	ENSG00000147257
254	0.0017	NXNL1	ENSG00000171773
254	0.0017	EGR1	ENSG00000120738
254	0.0017	RUNX3	ENSG00000020633
254	0.0017	ERC2	ENSG00000187672
254	0.0017	SNAP25	ENSG00000132639
254	0.0017	PRKCG	ENSG00000126583
254	0.0017	KIF1B	ENSG00000054523
282	0.0016	ATG7	ENSG00000197548
282	0.0016	MSX1	ENSG00000163132
282	0.0016	CHAT	ENSG00000070748
282	0.0016	SLC18A3	ENSG00000187714
282	0.0016	FOXC1	ENSG00000054598
282	0.0016	IGF1R	ENSG00000140443
282	0.0016	FGFR2	ENSG00000066468
282	0.0016	PAX9	ENSG00000198807
282	0.0016	AGPAT3	ENSG00000160216
282	0.0016	KCNH1	ENSG00000143473
282	0.0016	SYT1	ENSG00000067715
282	0.0016	DTYMK	ENSG00000168393
282	0.0016	ALG1	ENSG00000033011
282	0.0016	GNAQ	ENSG00000156052
282	0.0016	DARS2	ENSG00000117593
282	0.0016	DPAGT1	ENSG00000172269
282	0.0016	MYOG	ENSG00000122180
282	0.0016	CNGA3	ENSG00000144191
282	0.0016	HAT1	ENSG00000128708
282	0.0016	GJB1	ENSG00000169562
282	0.0016	ADAM17	ENSG00000151694
282	0.0016	GNB1	ENSG00000078369
282	0.0016	PLA2G6	ENSG00000184381
282	0.0016	GJA10	ENSG00000135355
282	0.0016	NPPA	ENSG00000175206
282	0.0016	PKDCC	ENSG00000162878
282	0.0016	MED11	ENSG00000161920
282	0.0016	SLC12A6	ENSG00000140199
282	0.0016	CDC42	ENSG00000070831
282	0.0016	FXN	ENSG00000165060
282	0.0016	PUM1	ENSG00000134644
313	0.0015	PCMT1	ENSG00000120265
313	0.0015	CCN2	ENSG00000118523
313	0.0015	SLC9A1	ENSG00000090020
313	0.0015	TBCE	ENSG00000116957
313	0.0015	GCN1	ENSG00000089154
313	0.0015	SOD2	ENSG00000112096
313	0.0015	ANKFY1	ENSG00000185722
313	0.0015	TDP1	ENSG00000042088
313	0.0015	SLC39A13	ENSG00000165915
313	0.0015	DPH1	ENSG00000108963
313	0.0015	TUBB2B	ENSG00000137285
313	0.0015	FBXW7	ENSG00000109670
313	0.0015	GLE1	ENSG00000119392
313	0.0015	NFIB	ENSG00000147862
313	0.0015	NFIC	ENSG00000141905
313	0.0015	SLC17A5	ENSG00000119899
313	0.0015	NRG1	ENSG00000157168
313	0.0015	ATP6V0A2	ENSG00000185344
313	0.0015	PCDH7	ENSG00000169851
313	0.0015	FBXO28	ENSG00000143756
313	0.0015	PDHA1	ENSG00000131828
313	0.0015	LRP4	ENSG00000134569
313	0.0015	TUBB3	ENSG00000198211
313	0.0015	ALPL	ENSG00000162551
313	0.0015	SLC35A2	ENSG00000102100
313	0.0015	ASAH1	ENSG00000104763
313	0.0015	DMD	ENSG00000198947
313	0.0015	TBC1D2B	ENSG00000167202
313	0.0015	COG5	ENSG00000164597
313	0.0015	H4C5	ENSG00000198518
313	0.0015	MSX2	ENSG00000120149
313	0.0015	DAB1	ENSG00000173406
313	0.0015	SLC32A1	ENSG00000101438
313	0.0015	TRPS1	ENSG00000104447
313	0.0015	PRDM13	ENSG00000112238
313	0.0015	TP53	ENSG00000141510
313	0.0015	FOXG1	ENSG00000176165
350	0.0014	CILK1	ENSG00000112144
350	0.0014	MT-ATP6	ENSG00000198899
350	0.0014	MT-ND1	ENSG00000198888
350	0.0014	MT-ND2	ENSG00000198763
350	0.0014	MT-ND3	ENSG00000198840
350	0.0014	MT-ND4	ENSG00000198886
350	0.0014	MT-ND5	ENSG00000198786
350	0.0014	MT-ND6	ENSG00000198695
350	0.0014	CLPB	ENSG00000162129
350	0.0014	ERBB3	ENSG00000065361
350	0.0014	COX18	ENSG00000163626
350	0.0014	LRP2	ENSG00000081479
350	0.0014	LRP5L	ENSG00000100068
350	0.0014	KIF7	ENSG00000166813
350	0.0014	KCNK10	ENSG00000100433
350	0.0014	AGTPBP1	ENSG00000135049
350	0.0014	EXOSC3	ENSG00000107371
350	0.0014	EXOSC8	ENSG00000120699
350	0.0014	EXOSC9	ENSG00000123737
350	0.0014	VRK1	ENSG00000100749
350	0.0014	TELO2	ENSG00000100726
350	0.0014	TENM2	ENSG00000145934
350	0.0014	NOTUM	ENSG00000185269
350	0.0014	NFIX	ENSG00000008441
350	0.0014	PRMT7	ENSG00000132600
350	0.0014	WNT10A	ENSG00000135925
350	0.0014	SLC35C1	ENSG00000181830
350	0.0014	AHR	ENSG00000106546
350	0.0014	ATP2A1	ENSG00000196296
350	0.0014	GTPBP3	ENSG00000130299
350	0.0014	MME	ENSG00000196549
350	0.0014	CYP7A1	ENSG00000167910
350	0.0014	GATM	ENSG00000171766
350	0.0014	MTRFR	ENSG00000130921
350	0.0014	AASS	ENSG00000008311
350	0.0014	PTHLH	ENSG00000087494
350	0.0014	LAMA2	ENSG00000196569
350	0.0014	FLNC	ENSG00000128591
350	0.0014	KCNK4	ENSG00000182450
350	0.0014	SDHAF4	ENSG00000154079
350	0.0014	PTH1R	ENSG00000160801
350	0.0014	VPS13B	ENSG00000132549
350	0.0014	HGS	ENSG00000185359
350	0.0014	ASXL3	ENSG00000141431
350	0.0014	LGR5	ENSG00000139292
350	0.0014	BMPER	ENSG00000164619
350	0.0014	IL16	ENSG00000172349
350	0.0014	SC5D	ENSG00000109929
350	0.0014	GLCE	ENSG00000138604
350	0.0014	COL12A1	ENSG00000111799
350	0.0014	COL6A1	ENSG00000142156
350	0.0014	COL6A2	ENSG00000142173
350	0.0014	COL6A3	ENSG00000163359
350	0.0014	DNM1	ENSG00000106976
350	0.0014	ITGA11	ENSG00000137809
350	0.0014	ARX	ENSG00000004848
350	0.0014	CASK	ENSG00000147044
350	0.0014	CDKL5	ENSG00000008086
350	0.0014	DMXL2	ENSG00000104093
350	0.0014	GNAO1	ENSG00000087258
350	0.0014	GRIN1	ENSG00000176884
350	0.0014	GRM7	ENSG00000196277
350	0.0014	KCNA1	ENSG00000111262
350	0.0014	NEUROD2	ENSG00000171532
350	0.0014	PIGP	ENSG00000185808
350	0.0014	PIGQ	ENSG00000007541
350	0.0014	PNKP	ENSG00000039650
350	0.0014	SCN1B	ENSG00000105711
350	0.0014	SCN2A	ENSG00000136531
350	0.0014	SIK1	ENSG00000142178
350	0.0014	SLC25A22	ENSG00000177542
350	0.0014	TRIM8	ENSG00000171206
350	0.0014	SIN3A	ENSG00000169375
350	0.0014	CFH	ENSG00000000971
350	0.0014	CTNNA2	ENSG00000066032
425	0.0013	POSTN	ENSG00000133110
425	0.0013	MTTP	ENSG00000138823
425	0.0013	SOX5	ENSG00000134532
425	0.0013	TBX22	ENSG00000122145
425	0.0013	UQCRFS1	ENSG00000169021
425	0.0013	IHH	ENSG00000163501
