rank	score	gene_symbol	gene_identifier
1	0.0235	CLDN11	ENSG00000013297
2	0.022	KIDINS220	ENSG00000134313
3	0.0188	PMP22	ENSG00000109099
4	0.0186	CLCN1	ENSG00000188037
5	0.0177	GLRB	ENSG00000109738
6	0.0172	VPS37A	ENSG00000155975
7	0.0167	ANKFY1	ENSG00000185722
8	0.016	GLRA1	ENSG00000145888
9	0.0159	UBAP1	ENSG00000165006
10	0.0151	KDM5C	ENSG00000126012
11	0.015	REEP1	ENSG00000068615
12	0.0148	ATRX	ENSG00000085224
13	0.0144	HSPD1	ENSG00000144381
14	0.0137	SLC33A1	ENSG00000169359
15	0.0136	ALDH18A1	ENSG00000059573
15	0.0136	FAR1	ENSG00000197601
17	0.0135	ATL1	ENSG00000198513
18	0.0133	GFM2	ENSG00000164347
19	0.0127	SLC6A5	ENSG00000165970
20	0.0125	TARDBP	ENSG00000120948
21	0.0123	MTPAP	ENSG00000107951
22	0.0119	AFG3L2	ENSG00000141385
23	0.0118	CYP2U1	ENSG00000155016
23	0.0118	DNAJC11	ENSG00000007923
25	0.0116	WNT1	ENSG00000125084
26	0.0115	SPG7	ENSG00000197912
27	0.0112	SLC39A14	ENSG00000104635
28	0.0105	SDHA	ENSG00000073578
28	0.0105	SDHAF1	ENSG00000205138
28	0.0105	SDHB	ENSG00000117118
28	0.0105	SDHD	ENSG00000204370
32	0.0104	SLC12A6	ENSG00000140199
33	0.0099	SEPSECS	ENSG00000109618
33	0.0099	TSEN15	ENSG00000198860
33	0.0099	TSEN2	ENSG00000154743
33	0.0099	TSEN34	ENSG00000170892
33	0.0099	TSEN54	ENSG00000182173
33	0.0099	MDGA2	ENSG00000139915
39	0.0093	SLC32A1	ENSG00000101438
40	0.0092	KDM1A	ENSG00000004487
40	0.0092	GDAP2	ENSG00000196505
42	0.0088	KIF5A	ENSG00000155980
43	0.0087	DMD	ENSG00000198947
43	0.0087	AIFM1	ENSG00000156709
45	0.0084	SPART	ENSG00000133104
46	0.0083	MYO5A	ENSG00000197535
46	0.0083	ASPA	ENSG00000108381
48	0.0081	FA2H	ENSG00000103089
48	0.0081	HADHA	ENSG00000084754
48	0.0081	HADHB	ENSG00000138029
51	0.008	MYH7	ENSG00000092054
52	0.0079	ERLIN1	ENSG00000107566
53	0.0077	ASXL1	ENSG00000171456
54	0.0076	REEP2	ENSG00000132563
55	0.0075	GALC	ENSG00000054983
56	0.0073	DYSF	ENSG00000135636
57	0.0072	MTRR	ENSG00000124275
58	0.0071	HARS1	ENSG00000170445
58	0.0071	ITPR1	ENSG00000150995
60	0.0069	LRSAM1	ENSG00000148356
60	0.0069	LBR	ENSG00000143815
62	0.0068	BICD2	ENSG00000185963
63	0.0067	SMG9	ENSG00000105771
63	0.0067	RARS1	ENSG00000113643
65	0.0066	PIGA	ENSG00000165195
66	0.0065	H4C5	ENSG00000198518
66	0.0065	CFAP276	ENSG00000179902
68	0.0064	MYPN	ENSG00000138347
68	0.0064	TPM2	ENSG00000198467
68	0.0064	TPM3	ENSG00000143549
71	0.0063	SPG11	ENSG00000104133
71	0.0063	PI4KA	ENSG00000241973
71	0.0063	PNPT1	ENSG00000138035
74	0.006	LYST	ENSG00000143669
75	0.0059	CTSF	ENSG00000174080
75	0.0059	SPTLC1	ENSG00000090054
75	0.0059	GBE1	ENSG00000114480
78	0.0058	SLC35C1	ENSG00000181830
79	0.0057	PIGP	ENSG00000185808
79	0.0057	PSAP	ENSG00000197746
79	0.0057	DSCAM	ENSG00000171587
82	0.0056	SMN1	ENSG00000172062
82	0.0056	SMN2	ENSG00000205571
84	0.0055	COASY	ENSG00000068120
85	0.0054	DYNC1H1	ENSG00000197102
85	0.0054	GRIA2	ENSG00000120251
87	0.0053	AGRN	ENSG00000188157
87	0.0053	CHAT	ENSG00000070748
87	0.0053	COL13A1	ENSG00000197467
87	0.0053	MYO9A	ENSG00000066933
87	0.0053	SLC18A3	ENSG00000187714
87	0.0053	SLC25A1	ENSG00000100075
87	0.0053	SLC5A7	ENSG00000115665
87	0.0053	SNAP25	ENSG00000132639
87	0.0053	SYT2	ENSG00000143858
87	0.0053	VAMP1	ENSG00000139190
97	0.0052	ADSS1	ENSG00000185100
98	0.0051	PANK2	ENSG00000125779
98	0.0051	B4GALNT1	ENSG00000135454
98	0.0051	TNNT1	ENSG00000105048
101	0.005	BAG3	ENSG00000151929
102	0.0049	HGS	ENSG00000185359
102	0.0049	EMC1	ENSG00000127463
104	0.0048	GJB1	ENSG00000169562
104	0.0048	PEX16	ENSG00000121680
104	0.0048	PPT1	ENSG00000131238
107	0.0047	UCHL1	ENSG00000154277
107	0.0047	LMNA	ENSG00000160789
107	0.0047	LAMA2	ENSG00000196569
110	0.0046	KCNQ1	ENSG00000053918
110	0.0046	DDHD2	ENSG00000085788
112	0.0045	VCP	ENSG00000165280
112	0.0045	FGF13	ENSG00000129682
114	0.0044	KIF1C	ENSG00000129250
114	0.0044	NDUFS4	ENSG00000164258
114	0.0044	SBF2	ENSG00000133812
117	0.0043	ATCAY	ENSG00000167654
117	0.0043	GRID2	ENSG00000152208
119	0.0042	EMD	ENSG00000102119
119	0.0042	FHL1	ENSG00000022267
119	0.0042	SYNE1	ENSG00000131018
119	0.0042	SYNE2	ENSG00000054654
119	0.0042	TMEM43	ENSG00000170876
119	0.0042	MORC2	ENSG00000133422
119	0.0042	USP14	ENSG00000101557
119	0.0042	ALS2	ENSG00000003393
127	0.0041	SGCG	ENSG00000102683
127	0.0041	GNPTAB	ENSG00000111670
127	0.0041	INPP5K	ENSG00000132376
127	0.0041	LAMB1	ENSG00000091136
131	0.004	KAT6A	ENSG00000083168
131	0.004	ARHGAP10	ENSG00000071205
131	0.004	GNB2	ENSG00000172354
131	0.004	SGCA	ENSG00000108823
131	0.004	AGTPBP1	ENSG00000135049
131	0.004	PLP1	ENSG00000123560
131	0.004	NEU1	ENSG00000204386
131	0.004	AP4M1	ENSG00000221838
139	0.0039	FUS	ENSG00000089280
139	0.0039	SIGMAR1	ENSG00000147955
139	0.0039	FKRP	ENSG00000181027
139	0.0039	SCN8A	ENSG00000196876
139	0.0039	BRAT1	ENSG00000106009
144	0.0038	EPB41L3	ENSG00000082397
144	0.0038	EGR2	ENSG00000122877
144	0.0038	MPZ	ENSG00000158887
147	0.0037	TUBB4A	ENSG00000104833
147	0.0037	CNTNAP1	ENSG00000108797
147	0.0037	GRM7	ENSG00000196277
147	0.0037	SLC31A1	ENSG00000136868
151	0.0036	DEAF1	ENSG00000177030
151	0.0036	PNPLA8	ENSG00000135241
153	0.0035	HERC1	ENSG00000103657
153	0.0035	MECP2	ENSG00000169057
153	0.0035	NDRG1	ENSG00000104419
153	0.0035	UGT8	ENSG00000174607
153	0.0035	KCNA1	ENSG00000111262
153	0.0035	CAMSAP1	ENSG00000130559
153	0.0035	AASS	ENSG00000008311
160	0.0034	SLC26A4	ENSG00000091137
160	0.0034	PYCR2	ENSG00000143811
160	0.0034	ESRRG	ENSG00000196482
160	0.0034	ATP2B2	ENSG00000157087
160	0.0034	PI4K2A	ENSG00000155252
160	0.0034	KCNA2	ENSG00000177301
160	0.0034	ATP8A2	ENSG00000132932
160	0.0034	ATP1A3	ENSG00000105409
160	0.0034	HIPK2	ENSG00000064393
169	0.0033	LPIN1	ENSG00000134324
169	0.0033	ADCY5	ENSG00000173175
169	0.0033	PLAA	ENSG00000137055
169	0.0033	NPC1	ENSG00000141458
169	0.0033	CHMP2B	ENSG00000083937
169	0.0033	YY1	ENSG00000100811
169	0.0033	CCR10	ENSG00000184451
169	0.0033	SPTBN1	ENSG00000115306
169	0.0033	EEF1A2	ENSG00000101210
169	0.0033	QKI	ENSG00000112531
169	0.0033	KMT2B	ENSG00000272333
180	0.0032	SLC17A5	ENSG00000119899
180	0.0032	LTN1	ENSG00000198862
180	0.0032	HTRA2	ENSG00000115317
180	0.0032	HFE	ENSG00000010704
180	0.0032	KCNN2	ENSG00000080709
180	0.0032	CAPN3	ENSG00000092529
180	0.0032	TPP1	ENSG00000166340
180	0.0032	HTT	ENSG00000197386
180	0.0032	ELMOD1	ENSG00000110675
180	0.0032	WDR81	ENSG00000167716
180	0.0032	BTD	ENSG00000169814
180	0.0032	SLC1A4	ENSG00000115902
192	0.0031	NPAS3	ENSG00000151322
192	0.0031	DST	ENSG00000151914
192	0.0031	CSTB	ENSG00000160213
192	0.0031	GRM1	ENSG00000152822
192	0.0031	KCNV1	ENSG00000164794
192	0.0031	HYDIN	ENSG00000157423
192	0.0031	DAB1	ENSG00000173406
192	0.0031	RELN	ENSG00000189056
192	0.0031	SCN1A	ENSG00000144285
201	0.003	AMPD2	ENSG00000116337
201	0.003	ZIC1	ENSG00000152977
201	0.003	TOR1A	ENSG00000136827
201	0.003	AP5Z1	ENSG00000242802
201	0.003	CACNA1A	ENSG00000141837
201	0.003	CACNA1G	ENSG00000006283
201	0.003	LMX1B	ENSG00000136944
201	0.003	RAB18	ENSG00000099246
201	0.003	HPDL	ENSG00000186603
201	0.003	MBP	ENSG00000197971
201	0.003	CIT	ENSG00000122966
201	0.003	MCOLN1	ENSG00000090674
213	0.0029	DLAT	ENSG00000150768
213	0.0029	OSTM1	ENSG00000081087
213	0.0029	KPNA3	ENSG00000102753
213	0.0029	INPP4A	ENSG00000040933
213	0.0029	PPT2	ENSG00000221988
213	0.0029	TBC1D7	ENSG00000145979
213	0.0029	TBP	ENSG00000112592
213	0.0029	RUSC2	ENSG00000198853
213	0.0029	KCNJ6	ENSG00000157542
213	0.0029	ARSA	ENSG00000100299
213	0.0029	CANX	ENSG00000127022
213	0.0029	GLB1	ENSG00000170266
213	0.0029	SULT4A1	ENSG00000130540
213	0.0029	SLC9A7	ENSG00000065923
213	0.0029	KMT2D	ENSG00000167548
228	0.0028	ATP7A	ENSG00000165240
228	0.0028	ATRN	ENSG00000088812
228	0.0028	CACNA2D2	ENSG00000007402
228	0.0028	CLSTN3	ENSG00000139182
228	0.0028	GABRG2	ENSG00000113327
228	0.0028	JAM3	ENSG00000166086
228	0.0028	LIPI	ENSG00000188992
228	0.0028	SCN4B	ENSG00000177098
228	0.0028	SPTBN4	ENSG00000160460
228	0.0028	STK3	ENSG00000104375
