rank	score	gene_symbol	gene_identifier
1	0.9	PKD1	ENSG00000008710
2	0.85	PKD2	ENSG00000118762
3	0.8	COL4A3	ENSG00000169031
4	0.75	COL4A4	ENSG00000081052
5	0.7	COL4A5	ENSG00000188153
6	0.65	MUC1	ENSG00000185499
7	0.6	UMOD	ENSG00000169344
8	0.55	SALL1	ENSG00000103449
9	0.5	HNF1B	ENSG00000275410
10	0.45	REN	ENSG00000143839
11	0.4	AGT	ENSG00000135744
12	0.35	AGTR1	ENSG00000144891
13	0.3	ALPL	ENSG00000162551
14	0.25	HPRT1	ENSG00000165704
15	0.2	APRT	ENSG00000198931
16	0.15	GLA	ENSG00000102393
17	0.1	SLC22A12	ENSG00000197891
