rank	score	gene_symbol	gene_identifier
1	0.9	CACNA1A	ENSG00000141837
2	0.85	MECP2	ENSG00000169057
3	0.8	FOXG1	ENSG00000176165
4	0.75	KCNQ2	ENSG00000075043
5	0.7	TCF4	ENSG00000196628
6	0.65	CDKL5	ENSG00000008086
7	0.6	ARX	ENSG00000004848
8	0.55	STXBP1	ENSG00000136854
9	0.5	SCN1A	ENSG00000144285
10	0.45	SCN2A	ENSG00000136531
11	0.4	SCN8A	ENSG00000196876
12	0.35	CHD2	ENSG00000173575
13	0.3	PCDH19	ENSG00000165194
14	0.25	GABRG2	ENSG00000113327
15	0.2	GABRA1	ENSG00000022355
16	0.15	SLC2A1	ENSG00000117394
17	0.1	SYNGAP1	ENSG00000197283
