rank	score	gene_symbol	gene_identifier
1	0.9	SPG11	ENSG00000104133
2	0.88	ATXN2	ENSG00000204842
3	0.86	SPAST	ENSG00000021574
4	0.84	PSEN1	ENSG00000080815
5	0.82	PSEN2	ENSG00000143801
6	0.78	C9ORF72	
7	0.76	GRN	ENSG00000030582
8	0.75	ATXN1	ENSG00000124788
9	0.74	FXN	ENSG00000165060
10	0.72	ATXN3	ENSG00000066427
11	0.7	MAPT	ENSG00000186868
12	0.68	NOTCH3	ENSG00000074181
13	0.66	PLP1	ENSG00000123560
14	0.64	ATP1A3	ENSG00000105409
15	0.62	PRNP	ENSG00000171867
16	0.6	ATXN7	ENSG00000163635
17	0.58	TDP43	
18	0.56	GAA	ENSG00000171298
19	0.54	APP	ENSG00000142192
20	0.52	ATXN10	ENSG00000130638
