rank	score	gene_symbol	gene_identifier
1	0.9	COL1A1	ENSG00000108821
2	0.85	MEN1	ENSG00000133895
3	0.8	IGF1R	ENSG00000140443
3	0.8	LMNA	ENSG00000160789
5	0.78	SP7	ENSG00000170374
6	0.75	PPARG	ENSG00000132170
7	0.7	LRP5	ENSG00000162337
7	0.7	PTH	ENSG00000152266
9	0.65	EXT1	ENSG00000182197
9	0.65	EXT2	ENSG00000151348
11	0.6	PRKG2	ENSG00000138669
11	0.6	KRT1	ENSG00000167768
13	0.55	HNF1A	ENSG00000135100
13	0.55	TCF7L2	ENSG00000148737
13	0.55	KRT10	ENSG00000186395
16	0.5	ABCC8	ENSG00000006071
16	0.5	KRT14	ENSG00000186847
18	0.45	GATA3	ENSG00000107485
18	0.45	INSR	ENSG00000171105
20	0.4	SLC2A2	ENSG00000163581
20	0.4	SLC37A4	ENSG00000137700
22	0.35	GCK	ENSG00000106633
