rank	score	gene_symbol	gene_identifier
1	0.9	SLC25A20	ENSG00000178537
2	0.85	CAD	ENSG00000084774
3	0.82	MYH7	ENSG00000092054
4	0.8	RYR1	ENSG00000196218
5	0.77	SERAC1	ENSG00000122335
6	0.75	SCN5A	ENSG00000183873
7	0.73	ACAD9	ENSG00000177646
8	0.7	COX15	ENSG00000014919
9	0.65	ALDH7A1	ENSG00000164904
10	0.6	GAA	ENSG00000171298
11	0.58	CPT2	ENSG00000157184
12	0.56	TPM2	ENSG00000198467
13	0.55	CACNA1S	ENSG00000081248
14	0.53	ACADM	ENSG00000117054
15	0.52	SDHA	ENSG00000073578
16	0.5	PDHA1	ENSG00000131828
