rank	score	gene_symbol	gene_identifier
1	0.87	POMT1	ENSG00000130714
2	0.85	MECP2	ENSG00000169057
3	0.8	COL2A1	ENSG00000139219
4	0.78	COL9A1	ENSG00000112280
5	0.76	ARID1B	ENSG00000049618
6	0.74	TRAPPC11	ENSG00000168538
7	0.72	ROR2	ENSG00000169071
8	0.7	SOX9	ENSG00000125398
9	0.67	FLNB	ENSG00000136068
10	0.66	STAT3	ENSG00000168610
11	0.65	COL11A2	ENSG00000204248
12	0.63	FGFR3	ENSG00000068078
13	0.61	ZMPSTE24	ENSG00000084073
14	0.6	MODY5	
15	0.58	LMNA	ENSG00000160789
16	0.56	SMAD4	ENSG00000141646
17	0.54	ADAR	ENSG00000160710
18	0.52	SRCAP	ENSG00000080603
